GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Home Odds,Away Odds,previous_game_home_win_loss,previous_game_away_win_loss,previous_game_home_position,previous_game_home_points,previous_game_home_percentage,previous_game_away_position,previous_game_away_points,previous_game_away_percentage,Day,Month,MinutesSinceMidnight,HomeProbability,AwayProbability
2013R1708,2013,17,2013-07-21,12.6,8.1,3.6,5,1900-01-01 14:50:00,28603,1,3.5,4.8,9.8,14.1,94,7,4.0,9.2,12.4,14.8,92,11.0,28.0,102.4,3.0,52.0,130.3,4.36,1.21,0.0,1.0,12.0,24.0,102.5,2.0,52.0,132.7,6,7,890,0.2293577981651376,0.8264462809917356
2013R1709,2013,17,2013-07-21,16.3,3.1,0.0,3,1900-01-01 14:40:00,35166,17,3.4,5.6,6.8,11.13,79,16,4.4,10.8,12.9,17.11,113,10.0,28.0,104.3,4.0,50.0,142.3,2.58,1.49,0.0,1.0,10.0,28.0,107.1,4.0,46.0,142.2,6,7,880,0.38759689922480617,0.6711409395973155
2013R1801,2013,18,2013-07-26,14.5,8.2,0.6,4,1900-01-01 19:50:00,49505,5,4.3,5.4,9.6,13.9,87,10,6.1,10.6,16.1,22.11,143,4.0,52.0,124.4,1.0,60.0,142.4,3.33,1.32,1.0,1.0,2.0,52.0,131.4,1.0,56.0,141.0,4,7,1190,0.3003003003003003,0.7575757575757576
2013R1802,2013,18,2013-07-27,22.9,13.4,0.2,2,1900-01-01 13:45:00,19460,8,3.4,7.7,9.8,11.11,77,3,4.6,8.12,10.19,16.24,120,14.0,24.0,88.1,9.0,36.0,113.0,2.82,1.42,1.0,1.0,14.0,24.0,90.1,9.0,32.0,110.6,5,7,825,0.3546099290780142,0.7042253521126761
2013R1803,2013,18,2013-07-27,13.7,8.8,0.0,4,1900-01-01 14:10:00,16962,11,1.0,3.2,4.4,4.4,28,12,3.5,6.9,14.12,22.18,150,17.0,8.0,52.6,10.0,28.0,122.8,13.31,1.03,0.0,0.0,17.0,8.0,55.2,13.0,24.0,114.8,5,7,850,0.07513148009015777,0.970873786407767
2013R1806,2013,18,2013-07-27,15.4,7.7,0.0,8,1900-01-01 19:40:00,26833,7,4.1,12.5,16.9,21.11,137,15,4.1,5.1,5.5,5.6,36,2.0,56.0,136.8,16.0,12.0,79.2,1.07,8.27,0.0,0.0,3.0,52.0,130.3,16.0,12.0,83.9,5,7,1180,0.9345794392523364,0.12091898428053205
2013R1804,2013,18,2013-07-27,13.7,8.8,0.0,1,1900-01-01 16:40:00,32691,4,3.3,4.6,9.12,15.16,106,9,4.2,7.4,10.4,10.6,66,7.0,44.0,110.7,18.0,0.0,51.3,1.01,21.45,0.0,0.0,7.0,40.0,108.3,18.0,0.0,50.8,5,7,1000,0.9900990099009901,0.046620046620046623
2013R1805,2013,18,2013-07-27,18.8,9.1,17.6,3,1900-01-01 17:40:00,28765,6,3.2,6.5,9.8,11.9,75,1,2.4,2.6,5.9,7.11,53,5.0,50.0,122.8,12.0,28.0,100.9,1.25,3.87,0.0,1.0,5.0,46.0,121.9,11.0,28.0,102.4,5,7,1060,0.8,0.25839793281653745
2013R1807,2013,18,2013-07-28,19.6,12.7,0.6,5,1900-01-01 12:40:00,22631,13,3.4,5.9,8.16,9.17,71,2,1.4,4.5,9.6,9.8,62,8.0,40.0,108.9,13.0,28.0,82.6,1.38,3.0,1.0,1.0,8.0,36.0,108.7,12.0,28.0,82.4,6,7,760,0.7246376811594204,0.3333333333333333
2013R1808,2013,18,2013-07-28,16.6,9.7,0.0,4,1900-01-01 15:20:00,17019,18,3.3,7.7,12.1,16.15,111,17,4.4,7.6,10.8,13.11,89,15.0,20.0,79.3,11.0,28.0,102.7,2.5,1.52,0.0,0.0,15.0,16.0,76.9,10.0,28.0,104.3,6,7,920,0.4,0.6578947368421053
2013R1809,2013,18,2013-07-28,20.1,7.9,0.0,7,1900-01-01 16:40:00,29738,16,5.3,8.7,13.1,16.14,110,14,5.3,6.4,8.7,9.9,63,3.0,54.0,143.9,6.0,44.0,113.3,1.27,3.68,1.0,1.0,4.0,50.0,142.3,6.0,44.0,118.0,6,7,1000,0.7874015748031495,0.2717391304347826
2013R1901,2013,19,2013-08-02,13.2,5.5,0.0,4,1900-01-01 19:50:00,33584,12,4.3,10.4,12.5,15.6,96,7,3.1,7.2,11.3,13.8,86,10.0,32.0,122.2,3.0,56.0,133.8,3.35,1.32,1.0,1.0,10.0,28.0,122.8,2.0,56.0,136.8,4,8,1190,0.29850746268656714,0.7575757575757576
2013R1902,2013,19,2013-08-03,18.8,6.9,0.0,10,1900-01-01 13:45:00,8308,9,5.1,9.3,12.7,19.1,124,11,4.3,5.8,9.12,12.15,87,18.0,4.0,54.6,17.0,8.0,53.6,1.65,2.2,0.0,0.0,18.0,0.0,51.3,17.0,8.0,52.6,5,8,825,0.6060606060606061,0.45454545454545453
2013R1903,2013,19,2013-08-03,12.0,6.0,3.0,1,1900-01-01 14:10:00,64324,10,3.4,6.8,7.1,9.12,66,14,6.4,6.6,10.1,16.11,107,1.0,60.0,136.7,7.0,48.0,115.5,1.21,4.32,1.0,0.0,1.0,60.0,142.4,6.0,44.0,113.3,5,8,850,0.8264462809917356,0.23148148148148145
2013R1904,2013,19,2013-08-03,21.7,9.0,0.0,3,1900-01-01 14:40:00,32140,17,4.0,10.1,15.6,20.1,130,8,3.3,7.7,11.8,17.11,113,11.0,32.0,103.5,14.0,24.0,88.0,1.44,2.77,0.0,0.0,11.0,28.0,102.7,14.0,24.0,88.1,5,8,880,0.6944444444444444,0.36101083032490977
2013R1905,2013,19,2013-08-03,12.0,6.0,3.0,4,1900-01-01 19:40:00,30457,3,3.1,6.2,11.6,12.8,80,6,4.3,7.5,12.1,17.14,116,9.0,36.0,109.8,4.0,54.0,124.2,1.83,1.95,1.0,1.0,9.0,36.0,113.0,5.0,50.0,122.8,5,8,1180,0.5464480874316939,0.5128205128205129
2013R1906,2013,19,2013-08-03,24.1,11.6,0.0,6,1900-01-01 19:40:00,19856,2,3.3,9.3,12.9,16.12,108,15,2.2,5.3,9.9,11.11,77,12.0,32.0,85.1,16.0,12.0,78.7,1.26,3.84,0.0,0.0,13.0,28.0,82.6,16.0,12.0,79.2,5,8,1180,0.7936507936507936,0.2604166666666667
2013R1907,2013,19,2013-08-04,13.4,5.9,14.0,4,1900-01-01 13:10:00,22647,18,4.1,7.3,11.4,15.9,99,16,5.1,10.3,15.6,21.8,134,15.0,20.0,79.0,2.0,58.0,143.3,7.73,1.08,1.0,1.0,15.0,20.0,79.3,3.0,54.0,143.9,6,8,790,0.129366106080207,0.9259259259259258
2013R1908,2013,19,2013-08-04,16.0,7.9,5.2,5,1900-01-01 14:50:00,43368,1,3.2,5.6,12.1,15.13,103,13,2.1,9.3,11.4,17.5,107,13.0,28.0,100.6,8.0,44.0,108.6,2.01,1.78,0.0,1.0,12.0,28.0,100.9,8.0,40.0,108.9,6,8,890,0.49751243781094534,0.5617977528089888
2013R1909,2013,19,2013-08-04,13.4,5.9,14.0,1,1900-01-01 16:40:00,69821,4,5.3,8.6,14.9,20.13,133,5,0.2,2.4,5.8,7.12,54,6.0,48.0,115.5,5.0,52.0,117.4,1.86,1.92,1.0,0.0,7.0,44.0,110.7,4.0,52.0,124.4,6,8,1000,0.5376344086021505,0.5208333333333334
2013R2001,2013,20,2013-08-09,11.5,7.0,6.6,4,1900-01-01 19:50:00,24765,15,2.5,3.6,4.12,7.14,56,10,3.3,8.13,10.18,14.18,102,16.0,12.0,77.4,1.0,64.0,138.4,11.36,1.04,0.0,0.0,16.0,12.0,78.7,1.0,60.0,136.7,4,8,1190,0.08802816901408451,0.9615384615384615
2013R2003,2013,20,2013-08-10,16.5,8.6,1.8,8,1900-01-01 14:10:00,24784,7,6.4,12.7,19.9,20.9,129,13,1.3,4.4,10.5,16.8,104,2.0,60.0,133.1,8.0,44.0,106.4,1.11,6.53,0.0,1.0,3.0,56.0,133.8,8.0,44.0,108.6,5,8,850,0.9009009009009008,0.15313935681470137
2013R2002,2013,20,2013-08-10,16.9,7.1,0.2,1,1900-01-01 13:45:00,46961,14,6.2,11.7,11.9,14.13,97,2,1.3,4.4,7.7,11.8,74,6.0,52.0,116.2,13.0,32.0,84.6,1.16,5.05,1.0,1.0,7.0,48.0,115.5,12.0,32.0,85.1,5,8,825,0.8620689655172414,0.19801980198019803
2013R2004,2013,20,2013-08-10,16.9,7.1,0.2,4,1900-01-01 16:40:00,31126,3,2.1,6.6,12.9,13.11,89,18,2.6,8.9,12.15,16.21,117,9.0,36.0,107.5,15.0,24.0,81.3,1.34,3.26,0.0,0.0,9.0,36.0,109.8,15.0,20.0,79.0,5,8,1000,0.7462686567164178,0.3067484662576687
2013R2006,2013,20,2013-08-10,23.4,9.9,0.0,2,1900-01-01 19:40:00,13840,8,2.4,5.9,10.11,13.12,90,11,3.2,5.6,8.11,10.17,77,14.0,28.0,89.3,17.0,8.0,54.8,1.12,6.41,0.0,0.0,14.0,24.0,88.0,17.0,8.0,53.6,5,8,1180,0.8928571428571428,0.15600624024961
2013R2007,2013,20,2013-08-11,15.4,6.8,0.0,4,1900-01-01 13:10:00,32595,5,3.3,6.7,8.13,9.13,67,17,3.6,6.9,12.1,18.12,120,7.0,52.0,113.1,10.0,36.0,106.3,1.42,2.86,0.0,1.0,5.0,52.0,117.4,11.0,32.0,103.5,6,8,790,0.7042253521126761,0.3496503496503497
2013R2008,2013,20,2013-08-11,19.6,7.2,0.0,5,1900-01-01 14:50:00,31801,1,3.5,7.7,9.8,11.13,79,12,0.2,3.5,8.1,10.1,70,12.0,32.0,101.1,11.0,32.0,120.6,2.04,1.75,0.0,1.0,13.0,28.0,100.6,10.0,32.0,122.2,6,8,890,0.49019607843137253,0.5714285714285714
2013R2009,2013,20,2013-08-11,18.7,13.0,2.8,3,1900-01-01 14:40:00,31390,6,6.7,8.9,15.12,24.13,157,9,0.3,5.3,5.5,6.8,44,4.0,58.0,132.0,18.0,4.0,53.0,1.01,18.91,1.0,1.0,4.0,54.0,124.2,18.0,4.0,54.6,6,8,880,0.9900990099009901,0.052882072977260705
2013R2101,2013,21,2013-08-16,16.2,8.5,0.4,1,1900-01-01 19:50:00,71533,10,6.4,12.5,15.9,18.11,119,4,4.5,9.8,9.11,12.12,84,1.0,68.0,138.5,6.0,52.0,113.4,1.53,2.48,1.0,1.0,1.0,64.0,138.4,5.0,52.0,116.7,4,8,1190,0.6535947712418301,0.40322580645161293
2013R2102,2013,21,2013-08-17,15.1,7.0,0.0,1,1900-01-01 13:45:00,60825,14,8.2,10.3,12.7,14.12,96,3,3.2,9.4,13.4,16.1,106,5.0,52.0,114.6,9.0,40.0,107.6,1.3,3.52,1.0,0.0,6.0,52.0,116.2,9.0,36.0,107.5,5,8,825,0.7692307692307692,0.2840909090909091
2013R2104,2013,21,2013-08-17,15.1,7.0,0.0,4,1900-01-01 16:40:00,34102,5,1.3,4.8,6.12,9.16,70,12,2.3,7.6,13.1,17.13,115,7.0,52.0,109.8,10.0,36.0,122.4,2.73,1.45,0.0,0.0,7.0,52.0,113.1,11.0,32.0,120.6,5,8,1000,0.3663003663003663,0.6896551724137931
2013R2105,2013,21,2013-08-17,19.0,11.2,6.8,3,1900-01-01 17:40:00,34394,17,2.1,2.3,4.5,6.5,41,7,6.1,11.5,15.9,16.11,107,11.0,36.0,102.5,2.0,64.0,136.4,2.65,1.48,1.0,1.0,10.0,36.0,106.3,2.0,60.0,133.1,5,8,1060,0.37735849056603776,0.6756756756756757
2013R2103,2013,21,2013-08-17,15.5,8.0,5.6,5,1900-01-01 13:40:00,18703,13,7.5,8.9,10.13,16.17,113,8,3.5,6.8,12.1,14.12,96,8.0,48.0,107.0,14.0,28.0,89.0,1.2,4.56,0.0,1.0,8.0,44.0,106.4,14.0,28.0,89.3,5,8,820,0.8333333333333334,0.2192982456140351
2013R2106,2013,21,2013-08-17,24.4,11.5,0.0,6,1900-01-01 19:40:00,13855,2,5.5,12.7,16.12,18.15,123,9,1.1,3.2,4.4,9.9,63,12.0,36.0,88.2,18.0,4.0,52.9,1.03,12.64,0.0,0.0,13.0,32.0,84.6,18.0,4.0,53.0,5,8,1180,0.970873786407767,0.0791139240506329
2013R2107,2013,21,2013-08-18,17.2,9.7,0.0,1,1900-01-01 13:10:00,13768,11,0.2,4.5,5.7,5.8,38,6,4.5,9.6,14.11,20.13,133,17.0,8.0,53.4,4.0,62.0,138.2,16.1,1.02,0.0,1.0,17.0,8.0,54.8,4.0,58.0,132.0,6,8,790,0.06211180124223602,0.9803921568627451
2013R2108,2013,21,2013-08-18,23.5,8.8,0.0,7,1900-01-01 15:20:00,26730,16,2.3,6.6,13.9,18.1,118,15,2.3,4.4,5.6,8.11,59,3.0,62.0,140.7,16.0,12.0,75.8,1.02,14.85,0.0,0.0,3.0,58.0,138.2,16.0,12.0,77.4,6,8,920,0.9803921568627451,0.06734006734006734
2013R2109,2013,21,2013-08-18,17.2,9.7,0.0,4,1900-01-01 16:40:00,17159,18,7.2,9.5,13.6,20.11,131,1,4.2,8.6,14.9,17.12,114,15.0,28.0,83.2,13.0,32.0,100.1,2.08,1.72,1.0,1.0,15.0,24.0,81.3,12.0,32.0,101.1,6,8,1000,0.4807692307692307,0.5813953488372093
2013R2201,2013,22,2013-08-23,14.3,10.2,4.0,1,1900-01-01 19:50:00,41198,4,8.3,11.8,14.1,15.11,101,17,2.2,3.4,3.6,5.9,39,6.0,56.0,116.7,13.0,36.0,99.3,1.13,5.87,0.0,0.0,6.0,52.0,113.4,11.0,36.0,102.5,4,8,1190,0.8849557522123894,0.17035775127768313
2013R2202,2013,22,2013-08-24,15.9,10.2,2.4,5,1900-01-01 13:15:00,34653,1,1.2,7.4,11.8,18.12,120,11,2.3,4.5,5.9,7.1,52,12.0,36.0,103.7,17.0,8.0,52.9,1.02,15.5,0.0,0.0,13.0,32.0,100.1,17.0,8.0,53.4,5,8,795,0.9803921568627451,0.06451612903225806
2013R2203,2013,22,2013-08-24,15.8,9.0,0.6,4,1900-01-01 14:10:00,33039,12,4.4,10.8,14.9,15.13,103,10,4.2,8.7,15.1,17.15,117,11.0,36.0,120.2,1.0,72.0,137.1,3.28,1.34,1.0,1.0,10.0,36.0,122.4,1.0,68.0,138.5,5,8,850,0.3048780487804878,0.7462686567164178
2013R2204,2013,22,2013-08-24,15.7,9.1,0.0,8,1900-01-01 16:40:00,28459,7,4.4,6.9,8.12,13.14,92,16,2.2,3.2,5.5,7.6,48,2.0,68.0,138.0,4.0,62.0,135.5,1.46,2.71,1.0,1.0,2.0,64.0,136.4,3.0,62.0,140.7,5,8,1000,0.684931506849315,0.36900369003690037
2013R2205,2013,22,2013-08-24,26.4,6.4,0.0,3,1900-01-01 17:40:00,35565,6,5.4,10.4,15.7,21.8,134,13,1.1,1.3,4.4,9.6,60,3.0,66.0,141.8,8.0,48.0,102.6,1.16,5.17,1.0,1.0,4.0,62.0,138.2,8.0,48.0,107.0,5,8,1060,0.8620689655172414,0.19342359767891684
2013R2206,2013,22,2013-08-24,15.8,9.0,0.6,1,1900-01-01 19:40:00,53630,3,3.9,5.1,9.18,9.22,76,5,4.2,6.7,8.7,12.1,82,9.0,40.0,107.0,7.0,56.0,109.7,1.41,2.86,1.0,0.0,9.0,40.0,107.6,7.0,52.0,109.8,5,8,1180,0.7092198581560284,0.3496503496503497
2013R2207,2013,22,2013-08-25,16.5,10.3,0.0,4,1900-01-01 13:10:00,17622,15,3.2,9.5,12.9,17.14,116,8,3.3,6.5,9.6,10.1,70,16.0,16.0,78.8,14.0,28.0,87.4,1.74,2.06,0.0,0.0,16.0,12.0,75.8,14.0,28.0,89.0,6,8,790,0.5747126436781609,0.4854368932038835
2013R2208,2013,22,2013-08-25,23.8,6.3,0.0,10,1900-01-01 15:20:00,12314,9,3.0,3.1,6.4,6.6,42,14,4.4,15.9,19.1,25.13,163,18.0,4.0,51.4,5.0,56.0,121.4,16.89,1.01,0.0,0.0,18.0,4.0,52.9,5.0,52.0,114.6,6,8,920,0.05920663114268798,0.9900990099009901
2013R2209,2013,22,2013-08-25,24.5,11.0,0.0,6,1900-01-01 16:40:00,20130,2,7.1,13.2,14.3,15.1,100,18,2.5,4.6,8.11,13.15,93,10.0,40.0,89.1,15.0,28.0,83.6,1.54,2.44,1.0,1.0,12.0,36.0,88.2,15.0,28.0,83.2,6,8,1000,0.6493506493506493,0.4098360655737705
2013R2302,2013,23,2013-08-31,21.0,9.0,2.8,4,1900-01-01 13:45:00,22476,15,4.4,9.6,12.9,16.16,112,6,0.0,4.3,5.5,6.5,41,16.0,20.0,82.6,3.0,66.0,134.1,1.83,2.1,1.0,1.0,16.0,16.0,78.8,3.0,66.0,141.8,5,8,825,0.5464480874316939,0.47619047619047616
2013R2303,2013,23,2013-08-31,22.8,7.5,4.0,8,1900-01-01 14:10:00,27467,7,5.5,7.11,12.2,15.22,112,2,3.3,9.5,11.6,17.9,111,2.0,72.0,135.6,12.0,40.0,89.6,1.04,10.44,1.0,1.0,2.0,68.0,138.0,10.0,40.0,89.1,5,8,850,0.9615384615384615,0.09578544061302682
2013R2304,2013,23,2013-08-31,25.3,10.5,0.0,5,1900-01-01 16:10:00,45127,13,4.3,8.9,12.11,15.13,103,3,1.5,3.7,7.12,15.14,104,7.0,48.0,102.4,8.0,44.0,106.7,1.88,1.87,0.0,0.0,8.0,48.0,102.6,9.0,40.0,107.0,5,8,970,0.5319148936170213,0.53475935828877
2013R2305,2013,23,2013-08-31,21.0,9.0,2.8,1,1900-01-01 19:40:00,60979,5,2.4,3.6,5.8,9.11,65,14,4.1,5.7,11.9,15.14,104,9.0,56.0,107.3,5.0,60.0,122.8,2.86,1.42,1.0,1.0,7.0,56.0,109.7,5.0,56.0,121.4,5,8,1180,0.3496503496503497,0.7042253521126761
2013R2306,2013,23,2013-08-31,21.1,15.1,7.4,3,1900-01-01 18:10:00,29416,17,0.3,3.7,4.8,5.13,43,1,4.4,8.7,15.1,19.15,129,13.0,36.0,95.3,11.0,40.0,108.1,1.87,1.9,0.0,1.0,13.0,36.0,99.3,12.0,36.0,103.7,5,8,1090,0.53475935828877,0.5263157894736842
2013R2307,2013,23,2013-09-01,26.2,16.8,0.0,2,1900-01-01 13:10:00,13080,8,6.1,12.3,16.7,22.14,146,9,2.4,5.4,7.8,9.9,63,14.0,32.0,91.7,18.0,4.0,51.0,1.09,7.35,0.0,0.0,14.0,28.0,87.4,18.0,4.0,51.4,6,9,790,0.9174311926605504,0.1360544217687075
2013R2308,2013,23,2013-09-01,22.3,13.5,0.0,1,1900-01-01 15:20:00,50958,4,5.4,10.8,14.11,17.12,114,12,8.1,10.5,15.9,19.11,125,6.0,56.0,115.0,10.0,40.0,119.5,1.62,2.27,1.0,0.0,6.0,56.0,116.7,11.0,36.0,120.2,6,9,920,0.6172839506172839,0.44052863436123346
2013R2309,2013,23,2013-09-01,22.3,13.5,0.0,4,1900-01-01 16:40:00,22176,18,4.3,13.6,14.8,16.11,107,11,4.5,6.5,9.7,13.9,87,15.0,32.0,85.1,17.0,8.0,54.1,1.08,7.84,0.0,0.0,15.0,28.0,83.6,17.0,8.0,52.9,6,9,1000,0.9259259259259258,0.12755102040816327
2014R0101,2014,1,2014-03-14,27.6,13.5,0.0,4,1900-01-01 19:50:00,37571,4,2.4,2.8,3.13,5.16,46,6,2.3,8.7,14.1,17.14,116,18.0,0.0,39.7,1.0,4.0,252.2,2.31,1.6,,,,,,,,,4,3,1190,0.4329004329004329,0.625
2014R0102,2014,1,2014-03-15,29.5,17.4,0.0,10,1900-01-01 16:40:00,17102,9,4.1,7.1,9.5,15.9,99,16,6.2,7.8,9.8,9.13,67,5.0,4.0,147.8,14.0,0.0,67.7,10.17,1.05,,,,,,,,,5,3,1000,0.09832841691248771,0.9523809523809523
2014R0103,2014,1,2014-03-15,28.4,18.8,0.4,2,1900-01-01 18:55:00,19425,8,5.4,6.7,7.13,12.15,87,14,3.1,5.6,6.7,10.9,69,9.0,4.0,126.1,10.0,0.0,79.3,2.66,1.47,,,,,,,,,5,3,1135,0.37593984962406013,0.6802721088435374
2014R0104,2014,1,2014-03-16,22.0,11.8,7.2,4,1900-01-01 19:40:00,24640,3,4.4,8.8,11.13,12.15,87,13,1.0,7.5,11.7,18.12,120,12.0,0.0,72.5,7.0,4.0,137.9,1.62,2.24,,,,,,,,,6,3,1180,0.6172839506172839,0.4464285714285714
2014R0105,2014,1,2014-03-20,30.4,8.2,0.0,8,1900-01-01 19:10:00,23622,7,6.0,11.3,12.7,18.11,119,1,5.3,9.5,11.8,12.9,81,6.0,4.0,146.9,13.0,0.0,68.1,1.33,3.29,,,,,,,,,3,3,1150,0.7518796992481203,0.303951367781155
2014R0106,2014,1,2014-03-21,25.3,16.4,0.0,4,1900-01-01 19:50:00,42332,12,3.0,5.3,8.5,9.6,60,5,4.1,8.5,11.8,15.9,99,16.0,0.0,60.6,3.0,4.0,165.0,1.45,2.69,,,,,,,,,4,3,1190,0.6896551724137931,0.3717472118959108
2014R0107,2014,1,2014-03-22,19.2,10.5,27.2,9,1900-01-01 16:40:00,12430,10,3.3,7.6,13.8,21.13,139,2,2.4,3.8,8.13,13.13,91,4.0,4.0,152.7,15.0,0.0,65.5,1.07,8.28,,,,,,,,,5,3,1000,0.9345794392523364,0.12077294685990339
2014R0108,2014,1,2014-03-22,19.1,11.7,3.8,4,1900-01-01 19:40:00,31657,15,1.3,4.5,8.6,10.8,68,11,2.2,2.1,4.11,6.15,51,8.0,4.0,133.3,11.0,0.0,75.0,2.2,1.66,,,,,,,,,5,3,1180,0.45454545454545453,0.6024096385542169
2014R0109,2014,1,2014-03-23,33.9,20.7,0.0,3,1900-01-01 16:40:00,36752,17,4.2,9.4,13.6,21.8,134,18,2.1,3.1,5.3,11.3,69,2.0,4.0,194.2,17.0,0.0,51.5,1.2,4.57,,,,,,,,,6,3,1000,0.8333333333333334,0.2188183807439825
2014R0201,2014,2,2014-03-27,25.7,16.5,5.2,1,1900-01-01 19:45:00,62037,14,6.3,10.6,12.12,14.14,98,3,2.4,5.5,9.7,12.14,86,9.0,4.0,96.5,13.0,0.0,79.4,1.53,2.47,0.0,0.0,10.0,0.0,79.3,12.0,0.0,72.5,3,3,1185,0.6535947712418301,0.4048582995951417
2014R0202,2014,2,2014-03-28,21.3,15.9,8.2,4,1900-01-01 19:50:00,44163,5,1.5,3.7,9.1,12.14,86,10,4.1,9.3,9.7,13.12,90,7.0,4.0,123.3,5.0,8.0,129.4,2.67,1.46,1.0,1.0,3.0,4.0,165.0,4.0,4.0,152.7,4,3,1190,0.37453183520599254,0.684931506849315
2014R0203,2014,2,2014-03-29,23.4,11.4,0.0,4,1900-01-01 13:40:00,19640,15,5.0,8.1,12.4,15.5,95,9,4.2,9.3,11.5,13.1,88,6.0,8.0,117.3,8.0,4.0,115.4,1.73,2.07,1.0,1.0,8.0,4.0,133.3,5.0,4.0,147.8,5,3,820,0.5780346820809249,0.48309178743961356
2014R0204,2014,2,2014-03-29,23.4,16.5,0.0,11,1900-01-01 16:15:00,50397,13,5.4,7.8,12.11,19.13,127,1,1.0,5.2,8.5,11.7,73,3.0,8.0,154.4,16.0,0.0,62.6,1.69,2.12,1.0,0.0,7.0,4.0,137.9,13.0,0.0,68.1,5,3,975,0.591715976331361,0.4716981132075471
2014R0205,2014,2,2014-03-29,24.9,19.6,0.0,3,1900-01-01 16:40:00,35583,6,4.1,5.5,8.9,12.15,87,8,2.1,3.5,4.8,5.9,39,2.0,8.0,238.8,11.0,4.0,80.8,1.08,7.62,1.0,1.0,1.0,4.0,252.2,9.0,4.0,126.1,5,3,1000,0.9259259259259258,0.13123359580052493
2014R0207,2014,2,2014-03-30,25.6,22.7,0.8,6,1900-01-01 12:10:00,20933,2,0.3,4.4,7.6,10.8,68,7,1.4,5.7,10.12,13.15,93,15.0,0.0,68.5,4.0,8.0,142.3,3.6,1.29,0.0,1.0,15.0,0.0,65.5,6.0,4.0,146.9,6,3,730,0.2777777777777778,0.7751937984496123
2014R0208,2014,2,2014-03-30,25.7,13.9,1.0,1,1900-01-01 15:20:00,22230,11,0.1,1.3,2.4,4.6,30,17,6.5,10.7,14.1,18.15,123,18.0,0.0,42.4,1.0,8.0,259.6,8.29,1.08,0.0,1.0,11.0,0.0,75.0,2.0,4.0,194.2,6,3,920,0.12062726176115804,0.9259259259259258
2014R0209,2014,2,2014-03-30,25.7,13.9,1.0,4,1900-01-01 16:40:00,28512,18,0.3,2.3,5.4,8.6,54,12,2.2,2.5,6.8,12.11,83,17.0,0.0,56.7,10.0,4.0,93.5,3.21,1.35,0.0,0.0,17.0,0.0,51.5,16.0,0.0,60.6,6,3,1000,0.3115264797507788,0.7407407407407407
2014R0301,2014,3,2014-04-04,19.3,13.9,0.0,1,1900-01-01 19:50:00,43583,10,6.2,12.5,17.7,21.11,137,6,1.2,2.8,5.1,11.13,79,2.0,12.0,143.0,7.0,8.0,127.0,1.65,2.19,1.0,1.0,5.0,8.0,129.4,2.0,8.0,238.8,4,4,1190,0.6060606060606061,0.4566210045662101
2014R0302,2014,3,2014-04-05,24.6,13.5,0.0,4,1900-01-01 13:45:00,31724,18,5.4,9.5,11.9,15.1,100,14,2.4,3.4,9.6,15.8,98,14.0,4.0,70.8,12.0,4.0,97.1,2.99,1.39,0.0,1.0,17.0,0.0,56.7,9.0,4.0,96.5,5,4,825,0.33444816053511706,0.7194244604316548
2014R0303,2014,3,2014-04-05,21.5,9.2,0.0,11,1900-01-01 13:40:00,47426,1,2.2,5.7,9.1,9.17,71,16,6.2,9.2,14.5,21.8,134,17.0,0.0,59.2,11.0,4.0,104.2,1.99,1.78,0.0,0.0,16.0,0.0,62.6,14.0,0.0,72.3,5,4,820,0.5025125628140703,0.5617977528089888
2014R0304,2014,3,2014-04-05,28.7,20.8,0.0,2,1900-01-01 15:40:00,16593,8,2.2,5.6,12.1,17.12,114,2,1.2,3.4,6.4,9.7,61,8.0,8.0,110.6,16.0,0.0,63.6,1.7,2.12,0.0,0.0,11.0,4.0,80.8,15.0,0.0,68.5,5,4,940,0.5882352941176471,0.4716981132075471
2014R0305,2014,3,2014-04-05,31.4,13.6,0.0,3,1900-01-01 16:40:00,36448,17,3.2,5.4,8.8,12.11,83,15,1.5,6.6,7.8,8.1,58,1.0,12.0,216.6,9.0,8.0,99.5,1.05,10.78,1.0,1.0,1.0,8.0,259.6,6.0,8.0,117.3,5,4,1000,0.9523809523809523,0.0927643784786642
2014R0306,2014,3,2014-04-05,24.6,13.5,0.0,1,1900-01-01 19:40:00,63152,4,0.4,6.7,8.9,11.1,76,7,3.5,6.7,9.12,12.15,87,13.0,4.0,77.6,3.0,12.0,132.9,2.36,1.57,1.0,1.0,12.0,4.0,73.0,4.0,8.0,142.3,5,4,1180,0.42372881355932207,0.6369426751592356
2014R0307,2014,3,2014-04-06,22.8,17.6,0.2,10,1900-01-01 13:10:00,7016,9,1.2,2.7,5.12,10.19,79,11,0.2,1.5,5.5,7.5,47,6.0,8.0,127.3,18.0,0.0,47.4,1.32,3.42,0.0,0.0,8.0,4.0,115.4,18.0,0.0,42.4,6,4,790,0.7575757575757576,0.29239766081871343
