GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Home Odds,Away Odds,previous_game_home_win_loss,previous_game_away_win_loss,previous_game_home_position,previous_game_home_points,previous_game_home_percentage,previous_game_away_position,previous_game_away_points,previous_game_away_percentage,Day,Month,MinutesSinceMidnight,HomeProbability,AwayProbability
2012R0203,2012,2,2012-04-07,27.4,18.2,0.0,7,1900-01-01 14:10:00,22242,16,4.4,9.7,11.9,14.1,94,6,2.2,3.3,9.4,12.9,81,4.0,8.0,164.4,11.0,4.0,95.4,1.67,2.15,1.0,1.0,1.0,4.0,270.3,8.0,4.0,104.0,5,4,850,0.5988023952095809,0.46511627906976744
2012R0204,2012,2,2012-04-07,29.9,11.5,0.0,3,1900-01-01 14:40:00,35674,17,4.3,11.8,19.14,25.16,166,11,1.1,4.2,6.2,9.4,58,1.0,8.0,208.3,16.0,0.0,47.7,1.05,10.34,1.0,0.0,3.0,4.0,156.3,14.0,0.0,65.5,5,4,880,0.9523809523809523,0.09671179883945842
2012R0205,2012,2,2012-04-07,19.8,13.9,0.0,5,1900-01-01 19:10:00,34021,1,4.4,7.8,7.11,11.16,82,18,1.4,3.7,7.9,9.1,64,3.0,8.0,165.9,14.0,0.0,69.3,1.21,4.26,1.0,0.0,2.0,4.0,201.5,16.0,0.0,64.0,5,4,1150,0.8264462809917356,0.2347417840375587
2012R0206,2012,2,2012-04-07,19.8,9.0,3.6,1,1900-01-01 19:40:00,57268,4,2.8,5.1,11.12,12.13,85,14,1.6,2.1,4.13,8.16,64,9.0,4.0,99.5,15.0,0.0,69.0,1.14,5.49,0.0,0.0,13.0,0.0,83.9,15.0,0.0,64.8,5,4,1180,0.8771929824561404,0.18214936247723132
2012R0208,2012,2,2012-04-08,20.0,6.9,0.0,4,1900-01-01 16:40:00,21078,15,5.2,8.7,15.1,21.13,139,8,0.2,2.2,6.4,7.5,47,7.0,4.0,164.7,17.0,0.0,41.7,1.05,9.56,0.0,0.0,12.0,0.0,95.5,17.0,0.0,49.6,6,4,1000,0.9523809523809523,0.10460251046025104
2012R0209,2012,2,2012-04-09,15.2,10.1,1.4,1,1900-01-01 15:10:00,69231,7,4.1,7.3,10.7,14.8,92,10,3.4,8.6,13.7,13.12,90,10.0,4.0,99.0,8.0,4.0,109.7,2.48,1.53,0.0,1.0,11.0,0.0,96.2,6.0,4.0,119.1,0,4,910,0.40322580645161293,0.6535947712418301
2012R0301,2012,3,2012-04-13,24.8,8.0,0.4,1,1900-01-01 19:50:00,84259,3,7.1,9.7,15.11,18.14,122,4,3.2,6.3,8.6,9.8,62,2.0,12.0,194.7,13.0,4.0,81.1,1.83,1.93,1.0,1.0,2.0,8.0,193.8,9.0,4.0,99.5,4,4,1190,0.5464480874316939,0.5181347150259068
2012R0302,2012,3,2012-04-14,24.8,13.1,0.0,1,1900-01-01 13:45:00,49826,14,4.4,6.8,15.11,20.13,133,11,2.3,5.6,6.6,11.8,74,10.0,4.0,97.9,17.0,0.0,50.2,1.21,4.39,0.0,0.0,15.0,0.0,69.0,16.0,0.0,47.7,5,4,825,0.8264462809917356,0.22779043280182235
2012R0303,2012,3,2012-04-14,27.9,10.8,0.0,5,1900-01-01 13:40:00,19032,13,3.3,5.6,9.9,12.11,83,16,5.2,8.4,10.6,16.9,105,12.0,4.0,85.7,3.0,12.0,148.8,2.58,1.48,0.0,1.0,12.0,4.0,89.3,4.0,8.0,164.4,5,4,820,0.38759689922480617,0.6756756756756757
2012R0304,2012,3,2012-04-14,26.0,11.8,0.0,3,1900-01-01 14:40:00,33473,6,1.4,4.7,6.13,8.16,64,2,2.1,3.2,5.3,5.5,35,9.0,8.0,108.7,14.0,4.0,73.3,1.09,7.32,0.0,0.0,11.0,4.0,95.4,13.0,4.0,78.4,5,4,880,0.9174311926605504,0.13661202185792348
2012R0305,2012,3,2012-04-14,25.2,18.3,9.2,2,1900-01-01 19:40:00,17069,8,2.3,7.5,12.7,13.1,88,5,5.6,7.1,10.12,15.15,105,16.0,0.0,53.3,4.0,12.0,115.9,9.66,1.05,0.0,1.0,17.0,0.0,41.7,5.0,8.0,114.4,5,4,1180,0.10351966873706003,0.9523809523809523
2012R0306,2012,3,2012-04-14,24.8,13.1,0.0,4,1900-01-01 19:40:00,28971,18,1.2,1.5,2.6,5.1,40,15,4.5,6.6,13.9,15.13,103,15.0,0.0,59.5,5.0,8.0,185.8,2.49,1.52,0.0,1.0,14.0,0.0,69.3,7.0,4.0,164.7,5,4,1180,0.4016064257028112,0.6578947368421053
2012R0308,2012,3,2012-04-15,26.7,15.6,0.0,1,1900-01-01 15:15:00,33524,10,5.3,10.7,15.9,21.14,140,1,4.3,6.8,9.1,12.12,84,7.0,8.0,126.1,8.0,8.0,111.4,1.17,4.9,0.0,1.0,8.0,4.0,109.7,3.0,8.0,165.9,6,4,915,0.8547008547008548,0.2040816326530612
2012R0309,2012,3,2012-04-15,26.7,15.6,0.0,4,1900-01-01 16:40:00,29630,12,4.5,9.5,16.8,20.11,131,7,1.3,5.8,9.14,16.18,114,6.0,8.0,152.9,11.0,4.0,94.2,4.09,1.22,1.0,1.0,6.0,4.0,180.4,10.0,4.0,99.0,6,4,1000,0.24449877750611249,0.819672131147541
2012R0401,2012,4,2012-04-20,22.1,11.8,2.4,4,1900-01-01 19:50:00,30172,15,4.3,6.9,8.1,11.13,79,6,3.2,6.3,11.6,14.8,92,7.0,8.0,151.5,6.0,12.0,110.7,1.4,2.87,1.0,1.0,5.0,8.0,185.8,9.0,8.0,108.7,4,4,1190,0.7142857142857143,0.3484320557491289
2012R0402,2012,4,2012-04-21,24.0,13.3,2.6,1,1900-01-01 13:45:00,73172,3,4.4,4.7,5.12,11.13,79,5,3.6,8.11,12.17,15.19,109,4.0,12.0,152.4,3.0,16.0,120.8,1.11,6.62,1.0,1.0,2.0,12.0,194.7,4.0,12.0,115.9,5,4,825,0.9009009009009008,0.1510574018126888
2012R0403,2012,4,2012-04-21,24.0,13.3,2.6,4,1900-01-01 14:10:00,30741,4,7.5,8.8,13.11,14.13,97,13,2.2,5.7,8.8,10.13,73,12.0,8.0,90.7,14.0,4.0,83.2,1.22,4.1,0.0,0.0,13.0,4.0,81.1,12.0,4.0,85.7,5,4,850,0.819672131147541,0.24390243902439027
2012R0404,2012,4,2012-04-21,21.5,18.8,0.0,5,1900-01-01 16:10:00,28261,1,5.4,7.8,10.13,13.18,96,9,1.1,5.3,6.6,7.8,50,5.0,12.0,123.9,18.0,0.0,39.7,1.01,21.67,0.0,0.0,8.0,8.0,111.4,18.0,0.0,37.0,5,4,970,0.9900990099009901,0.046146746654360866
2012R0405,2012,4,2012-04-21,21.9,9.2,0.0,3,1900-01-01 17:40:00,40080,17,0.8,0.12,2.16,5.21,51,10,0.4,2.7,3.13,5.16,46,1.0,16.0,193.5,9.0,8.0,120.8,1.6,2.29,1.0,1.0,1.0,12.0,211.2,7.0,8.0,126.1,5,4,1060,0.625,0.4366812227074236
2012R0406,2012,4,2012-04-21,29.9,18.1,0.0,6,1900-01-01 19:40:00,21980,2,3.3,7.4,12.5,17.9,111,8,2.4,5.8,5.9,6.1,46,11.0,8.0,95.9,17.0,0.0,50.6,1.36,3.02,0.0,0.0,14.0,4.0,73.3,16.0,0.0,53.3,5,4,1180,0.7352941176470588,0.33112582781456956
2012R0407,2012,4,2012-04-22,23.2,14.5,7.2,8,1900-01-01 13:10:00,21952,7,4.1,7.3,10.4,11.9,75,14,3.1,3.6,7.1,9.11,65,10.0,8.0,97.7,13.0,4.0,95.5,1.15,5.19,0.0,1.0,11.0,4.0,94.2,10.0,4.0,97.9,6,4,790,0.8695652173913044,0.19267822736030826
2012R0408,2012,4,2012-04-22,25.2,16.3,0.0,7,1900-01-01 15:15:00,21049,16,5.5,9.7,14.9,17.11,113,12,1.3,6.7,7.11,10.17,77,2.0,16.0,148.2,8.0,8.0,128.1,1.88,1.86,1.0,1.0,3.0,12.0,148.8,6.0,8.0,152.9,6,4,915,0.5319148936170213,0.5376344086021505
2012R0409,2012,4,2012-04-22,23.7,13.5,1.4,1,1900-01-01 16:40:00,33565,11,1.5,3.8,7.1,9.13,67,18,3.2,6.5,10.7,13.1,88,16.0,0.0,54.7,15.0,4.0,71.9,2.99,1.37,0.0,0.0,17.0,0.0,50.2,15.0,0.0,59.5,6,4,1000,0.33444816053511706,0.7299270072992701
2012R0501,2012,5,2012-04-25,15.2,8.7,19.0,1,1900-01-01 14:40:00,86932,4,2.4,5.6,9.8,11.14,80,5,1.3,3.6,7.8,11.13,79,10.0,12.0,92.4,5.0,16.0,116.8,1.68,2.15,1.0,1.0,12.0,8.0,90.7,3.0,16.0,120.8,2,4,880,0.5952380952380952,0.46511627906976744
2012R0502,2012,5,2012-04-27,29.5,17.6,0.0,3,1900-01-01 18:45:00,38847,6,1.2,3.9,4.1,7.15,57,3,2.1,6.2,9.4,10.5,65,9.0,12.0,106.7,3.0,16.0,146.5,2.18,1.66,1.0,0.0,6.0,12.0,110.7,4.0,12.0,152.4,4,4,1125,0.4587155963302752,0.6024096385542169
2012R0504,2012,5,2012-04-28,21.5,8.2,0.0,4,1900-01-01 16:40:00,17680,12,4.9,8.13,14.22,17.25,127,8,2.5,9.8,10.12,13.15,93,7.0,12.0,129.7,17.0,0.0,55.3,1.01,15.53,0.0,0.0,8.0,8.0,128.1,17.0,0.0,50.6,5,4,1000,0.9900990099009901,0.0643915003219575
2012R0505,2012,5,2012-04-28,21.5,8.2,0.0,1,1900-01-01 19:40:00,24877,11,4.1,8.3,10.6,10.6,66,15,5.4,8.5,10.9,12.12,84,16.0,0.0,58.1,6.0,12.0,146.7,6.64,1.1,0.0,0.0,16.0,0.0,54.7,7.0,8.0,151.5,5,4,1180,0.15060240963855423,0.9090909090909091
2012R0506,2012,5,2012-04-28,21.2,16.1,38.4,6,1900-01-01 19:45:00,15534,2,0.5,0.7,1.9,4.17,41,7,4.1,7.5,10.6,12.7,79,12.0,8.0,87.6,8.0,12.0,106.7,3.61,1.28,1.0,1.0,11.0,8.0,95.9,10.0,8.0,97.7,5,4,1185,0.2770083102493075,0.78125
2012R0507,2012,5,2012-04-29,15.6,2.1,0.0,9,1900-01-01 13:10:00,19217,10,5.3,8.6,8.6,10.9,69,16,2.2,5.4,9.7,16.1,106,11.0,8.0,107.6,2.0,20.0,149.3,1.31,3.38,0.0,1.0,9.0,8.0,120.8,2.0,16.0,148.2,6,4,790,0.7633587786259541,0.2958579881656805
2012R0508,2012,5,2012-04-29,16.0,8.6,1.6,4,1900-01-01 15:15:00,28464,14,4.2,9.4,12.9,14.13,97,17,5.3,11.6,12.11,16.11,107,14.0,4.0,94.4,1.0,20.0,170.9,3.13,1.35,0.0,1.0,13.0,4.0,95.5,1.0,16.0,193.5,6,4,915,0.3194888178913738,0.7407407407407407
2012R0509,2012,5,2012-04-29,19.0,7.8,0.0,5,1900-01-01 16:10:00,41649,1,4.3,10.4,12.7,16.14,110,13,4.2,7.3,13.4,14.7,91,4.0,16.0,123.2,15.0,4.0,83.1,1.51,2.53,1.0,0.0,5.0,12.0,123.9,14.0,4.0,83.2,6,4,970,0.6622516556291391,0.3952569169960475
2012R0601,2012,6,2012-05-04,16.7,9.8,4.0,4,1900-01-01 19:50:00,38155,18,3.5,5.7,10.1,11.11,77,4,2.0,6.4,11.5,15.8,98,13.0,8.0,83.9,8.0,16.0,97.3,6.83,1.1,1.0,1.0,13.0,8.0,85.1,10.0,12.0,92.4,4,5,1190,0.14641288433382138,0.9090909090909091
2012R0604,2012,6,2012-05-05,23.3,14.9,0.0,2,1900-01-01 16:40:00,11670,8,3.1,8.2,10.2,14.3,87,6,3.0,5.3,10.7,14.1,94,16.0,0.0,60.2,7.0,16.0,106.9,6.45,1.11,0.0,0.0,17.0,0.0,55.3,9.0,12.0,106.7,5,5,1000,0.15503875968992248,0.9009009009009008
2012R0602,2012,6,2012-05-05,13.3,7.4,0.0,4,1900-01-01 13:40:00,36361,5,8.3,12.9,16.12,19.15,129,2,4.1,7.4,8.4,9.8,62,4.0,20.0,128.2,14.0,8.0,78.4,1.15,5.48,0.0,0.0,5.0,16.0,116.8,12.0,8.0,87.6,5,5,820,0.8695652173913044,0.18248175182481752
2012R0605,2012,6,2012-05-05,18.9,11.4,0.0,7,1900-01-01 19:40:00,23969,16,1.2,7.6,12.7,14.1,94,1,5.2,8.3,11.6,15.9,99,3.0,20.0,137.2,5.0,20.0,119.9,1.26,3.82,1.0,1.0,2.0,20.0,149.3,4.0,16.0,123.2,5,5,1180,0.7936507936507936,0.2617801047120419
2012R0606,2012,6,2012-05-05,13.3,7.4,0.0,1,1900-01-01 19:40:00,42290,15,3.2,7.3,12.7,13.1,88,10,3.6,8.9,13.11,18.15,123,9.0,12.0,126.5,11.0,12.0,112.9,3.6,1.28,1.0,0.0,6.0,12.0,146.7,11.0,8.0,107.6,5,5,1180,0.2777777777777778,0.78125
2012R0603,2012,6,2012-05-05,15.5,8.6,0.0,8,1900-01-01 13:45:00,18010,7,3.5,9.11,15.14,17.17,119,11,3.0,6.1,10.5,11.1,76,6.0,16.0,114.2,17.0,0.0,59.1,1.03,11.68,1.0,0.0,8.0,12.0,106.7,16.0,0.0,58.1,5,5,825,0.970873786407767,0.08561643835616438
2012R0607,2012,6,2012-05-06,15.6,8.9,1.6,4,1900-01-01 13:10:00,28213,3,3.5,6.8,9.14,15.2,110,9,2.1,5.4,6.7,6.7,43,2.0,20.0,157.8,18.0,0.0,42.4,1.01,23.67,1.0,0.0,3.0,16.0,146.5,18.0,0.0,43.0,6,5,790,0.9900990099009901,0.042247570764681025
2012R0608,2012,6,2012-05-06,18.5,11.4,0.0,5,1900-01-01 14:45:00,18522,13,1.2,2.2,6.4,8.6,54,14,3.2,8.7,9.1,13.13,91,15.0,4.0,79.5,12.0,8.0,102.1,2.19,1.66,0.0,0.0,15.0,4.0,83.1,14.0,4.0,94.4,6,5,885,0.4566210045662101,0.6024096385542169
2012R0609,2012,6,2012-05-06,20.5,14.8,10.4,3,1900-01-01 14:40:00,37202,17,4.4,7.1,12.15,17.18,120,12,4.0,7.2,12.2,15.5,95,1.0,24.0,161.5,10.0,12.0,119.6,1.28,3.61,1.0,1.0,1.0,20.0,170.9,7.0,12.0,129.7,6,5,880,0.78125,0.2770083102493075
2012R0701,2012,7,2012-05-11,17.0,9.4,1.8,1,1900-01-01 19:50:00,36430,11,3.3,3.5,5.11,6.13,49,10,2.6,8.12,10.18,15.25,115,18.0,0.0,56.8,9.0,16.0,123.1,11.5,1.03,0.0,1.0,17.0,0.0,59.1,11.0,12.0,112.9,4,5,1190,0.08695652173913043,0.970873786407767
2012R0704,2012,7,2012-05-12,15.5,7.1,0.2,1,1900-01-01 16:40:00,40352,14,5.6,7.9,8.11,13.13,91,16,0.2,2.7,6.9,8.14,62,12.0,12.0,106.9,5.0,20.0,125.5,1.82,1.94,1.0,0.0,12.0,8.0,102.1,3.0,20.0,137.2,5,5,1000,0.5494505494505494,0.5154639175257733
2012R0702,2012,7,2012-05-12,17.0,6.8,0.0,5,1900-01-01 12:45:00,35535,1,6.3,14.5,17.7,19.8,122,7,3.2,4.2,6.8,10.12,72,3.0,24.0,126.1,10.0,16.0,103.5,2.04,1.76,1.0,1.0,5.0,20.0,119.9,6.0,16.0,114.2,5,5,765,0.49019607843137253,0.5681818181818182
2012R0705,2012,7,2012-05-12,27.2,13.4,0.0,6,1900-01-01 19:40:00,27926,2,2.1,3.7,7.9,8.1,58,4,6.4,9.7,12.12,17.14,116,14.0,8.0,73.4,7.0,20.0,107.0,4.9,1.17,0.0,1.0,14.0,8.0,78.4,8.0,16.0,97.3,5,5,1180,0.2040816326530612,0.8547008547008548
2012R0706,2012,7,2012-05-12,15.5,7.1,0.2,4,1900-01-01 19:40:00,43260,5,1.6,5.1,12.14,16.17,113,17,1.3,3.5,3.7,7.1,52,2.0,24.0,136.6,1.0,24.0,138.4,1.57,2.37,1.0,1.0,4.0,20.0,128.2,1.0,24.0,161.5,5,5,1180,0.6369426751592356,0.42194092827004215
2012R0707,2012,7,2012-05-13,13.2,9.1,3.6,4,1900-01-01 13:10:00,20885,12,3.1,6.5,11.8,12.11,83,18,3.3,9.6,14.8,15.11,101,11.0,12.0,114.2,13.0,12.0,88.9,1.32,3.39,0.0,0.0,10.0,12.0,119.6,13.0,8.0,83.9,6,5,790,0.7575757575757576,0.2949852507374631
2012R0708,2012,7,2012-05-13,22.9,11.4,0.0,3,1900-01-01 14:40:00,30079,6,2.8,6.9,8.14,12.15,87,13,3.2,3.4,6.4,7.5,47,6.0,20.0,114.2,15.0,4.0,76.2,1.14,5.69,1.0,0.0,7.0,16.0,106.9,15.0,4.0,79.5,6,5,880,0.8771929824561404,0.17574692442882248
2012R0709,2012,7,2012-05-14,15.8,6.8,6.2,4,1900-01-01 19:40:00,38823,15,5.3,11.5,16.6,19.8,122,3,5.1,8.6,12.1,14.14,98,8.0,16.0,126.1,4.0,20.0,140.2,4.03,1.24,0.0,1.0,9.0,12.0,126.5,2.0,20.0,157.8,0,5,1180,0.24813895781637715,0.8064516129032259
2012R0801,2012,8,2012-05-18,17.2,8.8,0.0,1,1900-01-01 19:50:00,75650,4,3.6,7.9,10.11,14.12,96,7,2.4,6.6,7.12,11.18,84,5.0,24.0,107.9,10.0,16.0,101.4,1.61,2.29,1.0,0.0,7.0,20.0,107.0,10.0,16.0,103.5,4,5,1190,0.6211180124223602,0.4366812227074236
2012R0803,2012,8,2012-05-19,16.1,6.2,3.2,9,1900-01-01 14:10:00,12959,10,2.4,10.9,13.12,17.17,119,6,0.3,2.6,7.8,9.9,63,6.0,20.0,129.5,8.0,20.0,102.6,1.19,4.61,1.0,1.0,9.0,16.0,123.1,6.0,20.0,114.2,5,5,850,0.8403361344537815,0.21691973969631234
2012R0804,2012,8,2012-05-19,22.2,10.2,2.0,7,1900-01-01 16:40:00,20818,16,7.1,11.4,16.9,21.12,138,11,0.3,1.5,2.7,5.7,37,4.0,24.0,141.5,18.0,0.0,52.5,1.09,7.4,0.0,0.0,5.0,20.0,125.5,18.0,0.0,56.8,5,5,1000,0.9174311926605504,0.13513513513513511
2012R0802,2012,8,2012-05-19,17.0,8.3,3.0,5,1900-01-01 13:15:00,14508,13,5.1,6.2,8.6,14.11,95,12,4.1,7.5,11.9,14.9,93,15.0,8.0,79.3,12.0,12.0,112.2,2.64,1.47,0.0,0.0,15.0,4.0,76.2,11.0,12.0,114.2,5,5,795,0.3787878787878788,0.6802721088435374
2012R0806,2012,8,2012-05-19,14.4,10.5,1.8,1,1900-01-01 19:50:00,80900,5,6.2,12.7,16.9,19.14,128,14,4.2,6.8,11.16,15.19,109,3.0,28.0,133.4,13.0,12.0,103.0,1.49,2.59,1.0,1.0,2.0,24.0,136.6,12.0,12.0,106.9,5,5,1190,0.6711409395973155,0.3861003861003861
2012R0807,2012,8,2012-05-20,24.0,11.3,0.0,6,1900-01-01 13:10:00,16049,2,7.3,10.9,13.14,19.18,132,9,1.2,3.5,4.5,5.1,40,14.0,12.0,88.0,16.0,4.0,47.7,1.15,5.54,0.0,1.0,14.0,8.0,73.4,16.0,4.0,50.5,6,5,790,0.8695652173913044,0.18050541516245489
2012R0808,2012,8,2012-05-20,15.2,4.8,0.2,4,1900-01-01 15:15:00,35917,3,5.2,5.4,7.6,8.7,55,1,4.5,9.6,13.9,19.1,124,7.0,20.0,122.2,2.0,28.0,134.7,1.41,2.85,0.0,1.0,4.0,20.0,140.2,3.0,24.0,126.1,6,5,915,0.7092198581560284,0.3508771929824561
2012R0809,2012,8,2012-05-20,26.5,9.2,0.0,3,1900-01-01 14:40:00,38174,17,6.2,13.6,15.7,18.13,121,15,1.4,5.5,11.1,13.13,91,1.0,28.0,137.7,9.0,16.0,117.0,1.38,2.99,0.0,1.0,1.0,24.0,138.4,8.0,16.0,126.1,6,5,880,0.7246376811594204,0.33444816053511706
2012R0901,2012,9,2012-05-25,10.8,8.4,4.0,4,1900-01-01 19:50:00,29118,18,1.1,6.2,8.5,11.9,75,7,3.5,6.9,9.9,14.11,95,13.0,16.0,93.2,9.0,20.0,103.7,4.78,1.18,1.0,0.0,11.0,16.0,95.2,10.0,16.0,101.4,4,5,1190,0.20920502092050208,0.8474576271186441
2012R0902,2012,9,2012-05-26,16.0,7.6,28.0,1,1900-01-01 13:45:00,51617,14,4.4,8.8,13.9,21.11,137,10,1.3,4.9,8.1,10.15,75,12.0,16.0,110.6,8.0,20.0,116.4,3.61,1.28,0.0,1.0,13.0,12.0,103.0,6.0,20.0,129.5,5,5,825,0.2770083102493075,0.78125
2012R0903,2012,9,2012-05-26,21.0,11.4,8.2,2,1900-01-01 14:10:00,12416,8,2.5,7.6,7.8,10.1,70,13,4.4,7.7,14.14,17.16,118,17.0,0.0,60.2,15.0,12.0,86.7,2.55,1.5,0.0,1.0,17.0,0.0,60.3,15.0,8.0,79.3,5,5,850,0.3921568627450981,0.6666666666666666
2012R0904,2012,9,2012-05-26,16.0,7.6,28.0,4,1900-01-01 16:40:00,34737,15,3.1,8.7,14.14,16.15,111,16,4.4,5.4,8.6,12.11,83,7.0,20.0,118.8,5.0,24.0,130.7,1.89,1.86,0.0,1.0,9.0,16.0,117.0,4.0,24.0,141.5,5,5,1000,0.5291005291005292,0.5376344086021505
2012R0905,2012,9,2012-05-26,16.9,11.1,7.2,5,1900-01-01 19:10:00,44238,1,3.1,4.5,6.1,6.13,49,4,3.2,5.6,5.1,10.15,75,3.0,28.0,127.4,4.0,28.0,110.9,1.46,2.68,1.0,1.0,2.0,28.0,134.7,5.0,24.0,107.9,5,5,1150,0.684931506849315,0.3731343283582089
2012R0906,2012,9,2012-05-26,17.4,7.7,0.2,10,1900-01-01 19:40:00,11887,9,0.5,2.9,4.11,7.11,53,5,3.1,8.1,13.8,18.11,119,16.0,4.0,47.3,2.0,32.0,140.2,17.14,1.01,0.0,1.0,16.0,4.0,47.7,3.0,28.0,133.4,5,5,1180,0.058343057176196034,0.9900990099009901
2012R0907,2012,9,2012-05-27,14.5,8.8,4.6,4,1900-01-01 13:10:00,19988,12,6.4,13.8,15.8,17.1,112,2,3.2,5.4,11.6,15.6,96,11.0,16.0,112.7,14.0,12.0,87.7,1.24,4.04,0.0,1.0,12.0,12.0,112.2,14.0,12.0,88.0,6,5,790,0.8064516129032259,0.24752475247524752
2012R0908,2012,9,2012-05-27,14.5,8.8,4.6,1,1900-01-01 15:15:00,28371,3,3.3,7.8,8.14,15.17,107,11,3.4,5.7,6.1,6.13,49,6.0,24.0,128.9,18.0,0.0,51.8,1.04,10.33,0.0,0.0,7.0,20.0,122.2,18.0,0.0,52.5,6,5,915,0.9615384615384615,0.0968054211035818
2012R0909,2012,9,2012-05-27,24.5,6.2,0.0,3,1900-01-01 14:40:00,40905,17,0.4,2.8,7.14,11.18,84,6,1.1,3.2,3.3,5.6,36,1.0,32.0,142.6,10.0,20.0,95.5,1.35,3.12,1.0,0.0,1.0,28.0,137.7,8.0,20.0,102.6,6,5,880,0.7407407407407407,0.3205128205128205
2012R1001,2012,10,2012-06-01,16.1,3.1,0.0,4,1900-01-01 19:50:00,49337,15,3.4,9.6,10.14,16.17,113,14,3.7,9.8,12.11,18.13,121,9.0,20.0,115.3,10.0,20.0,110.1,1.85,1.91,1.0,1.0,7.0,20.0,118.8,12.0,16.0,110.6,4,6,1190,0.5405405405405405,0.5235602094240838
