GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage
2014R1109,2014,11,2014-06-01,21.4,10.6,1.0,Subiaco,5:40 PM,35914,West Coast,3.3,3.4,4.6,6.8,44,North Melbourne,4.0,6.6,10.9,12.1,82,11.0,16.0,117.9,8.0,24.0,110.6
2014R1201,2014,12,2014-06-06,14.9,7.3,2.2,Docklands,7:50 PM,36952,Geelong,3.1,10.6,12.7,16.11,107,Carlton,4.4,7.5,12.9,15.12,102,5.0,32.0,101.7,12.0,16.0,88.1
2014R1202,2014,12,2014-06-07,15.2,3.3,1.0,York Park,1:40 PM,15504,Hawthorn,3.4,10.6,16.7,19.9,123,West Coast,4.4,7.5,8.7,12.7,79,2.0,32.0,148.4,11.0,16.0,110.4
2014R1203,2014,12,2014-06-07,19.3,9.3,0.0,Adelaide Oval,4:10 PM,42374,Port Adelaide,4.3,7.6,13.1,19.15,129,St Kilda,2.2,4.5,5.5,9.5,59,1.0,40.0,149.3,17.0,12.0,62.1
2014R1204,2014,12,2014-06-07,18.8,8.8,0.0,Sydney Showground,7:40 PM,8429,Greater Western Sydney,2.1,4.4,5.9,9.12,66,Essendon,3.3,5.8,8.11,11.15,81,18.0,8.0,71.3,9.0,24.0,106.5
2014R1205,2014,12,2014-06-07,16.3,9.1,0.6,Docklands,7:40 PM,18054,Western Bulldogs,5.3,7.5,9.5,13.9,87,Brisbane Lions,4.3,11.8,13.9,14.11,95,14.0,12.0,82.7,16.0,12.0,62.9
2014R1206,2014,12,2014-06-08,22.9,15.3,0.0,Carrara,3:20 PM,21354,Gold Coast,1.6,3.9,6.13,10.14,74,Sydney,4.3,8.4,13.4,17.7,109,8.0,28.0,103.1,3.0,32.0,140.1
2014R1207,2014,12,2014-06-08,20.4,12.2,0.0,Subiaco,2:10 PM,35389,Fremantle,1.4,3.9,8.13,12.18,90,Adelaide,3.2,4.5,5.6,7.8,50,6.0,28.0,125.5,10.0,20.0,101.0
2014R1208,2014,12,2014-06-08,13.9,8.9,0.8,Docklands,7:10 PM,32977,North Melbourne,3.3,4.7,12.11,17.14,116,Richmond,3.4,10.6,11.8,13.1,88,7.0,28.0,112.8,13.0,12.0,94.4
2014R1209,2014,12,2014-06-09,14.4,2.9,0.0,M.C.G.,3:20 PM,68130,Melbourne,1.3,2.4,3.6,3.1,28,Collingwood,1.2,3.7,5.1,8.13,61,15.0,12.0,76.5,4.0,32.0,122.1
2014R1301,2014,13,2014-06-13,16.5,9.8,6.4,M.C.G.,7:50 PM,49624,Carlton,2.1,6.5,11.9,13.12,90,Hawthorn,6.2,9.5,12.8,18.1,118,12.0,16.0,87.0,2.0,36.0,146.8
2014R1302,2014,13,2014-06-14,15.4,8.7,0.2,M.C.G.,1:45 PM,22083,Richmond,1.3,5.9,7.11,12.13,85,Fremantle,3.1,7.5,13.8,16.9,105,15.0,12.0,93.1,5.0,32.0,125.3
2014R1303,2014,13,2014-06-14,20.6,13.0,6.0,S.C.G.,2:10 PM,41317,Sydney,2.8,6.12,11.13,14.14,98,Port Adelaide,1.2,6.5,9.1,13.16,94,3.0,36.0,136.2,1.0,40.0,143.6
2014R1304,2014,13,2014-06-14,18.2,1.9,0.0,Subiaco,2:40 PM,32942,West Coast,4.3,9.7,14.1,15.13,103,Gold Coast,3.3,6.4,9.5,15.1,100,11.0,20.0,109.7,8.0,28.0,102.6
2014R1305,2014,13,2014-06-14,16.4,6.8,7.8,Adelaide Oval,7:10 PM,47205,Adelaide,4.4,8.7,13.1,16.13,109,North Melbourne,1.2,4.3,6.7,10.13,73,10.0,24.0,104.5,7.0,28.0,107.5
2014R1306,2014,13,2014-06-14,21.0,15.3,0.8,Gabba,7:40 PM,12700,Brisbane Lions,4.2,9.3,12.3,12.8,80,Greater Western Sydney,4.3,9.4,15.6,19.11,125,17.0,12.0,63.0,16.0,12.0,76.4
2014R1307,2014,13,2014-06-15,14.8,8.4,20.6,Kardinia Park,1:10 PM,25180,Geelong,6.4,12.7,16.11,20.13,133,St Kilda,1.2,2.3,2.5,5.7,37,4.0,36.0,111.2,18.0,12.0,58.6
2014R1308,2014,13,2014-06-15,14.8,8.3,1.2,Docklands,3:20 PM,28339,Collingwood,3.2,9.4,12.6,15.8,98,Western Bulldogs,4.2,9.5,13.6,16.1,106,6.0,32.0,118.6,13.0,16.0,84.8
2014R1309,2014,13,2014-06-15,14.8,8.3,1.2,M.C.G.,4:40 PM,44626,Essendon,2.4,5.12,8.12,10.17,77,Melbourne,0.3,3.3,7.6,12.6,78,9.0,24.0,105.9,14.0,16.0,78.5
2014R1401,2014,14,2014-06-20,14.8,8.6,0.0,M.C.G.,7:50 PM,34648,Richmond,4.2,6.4,7.6,7.9,51,Sydney,1.2,4.2,7.5,9.8,62,16.0,12.0,92.5,3.0,40.0,135.4
2014R1402,2014,14,2014-06-21,16.4,12.3,4.6,Adelaide Oval,1:15 PM,34258,Port Adelaide,3.1,7.5,13.9,19.14,128,Western Bulldogs,3.5,5.5,6.7,8.8,56,1.0,44.0,148.5,13.0,16.0,80.8
2014R1403,2014,14,2014-06-21,15.5,10.8,0.6,M.C.G.,2:10 PM,70516,Hawthorn,4.3,7.7,12.1,17.13,115,Collingwood,3.1,6.4,9.7,13.8,86,2.0,40.0,145.7,6.0,32.0,113.6
2014R1404,2014,14,2014-06-21,25.8,14.9,0.0,Carrara,4:40 PM,18236,Gold Coast,3.2,5.6,10.12,17.16,118,Geelong,5.1,6.7,9.7,11.12,78,8.0,32.0,105.8,5.0,36.0,106.4
2014R1405,2014,14,2014-06-21,19.8,10.9,0.2,Subiaco,5:40 PM,25152,Fremantle,2.2,9.3,12.7,15.15,105,Brisbane Lions,0.1,0.1,2.3,3.4,22,4.0,36.0,134.2,17.0,12.0,59.9
2014R1406,2014,14,2014-06-21,15.5,10.8,0.6,Docklands,7:40 PM,30948,Essendon,7.0,9.2,11.1,15.11,101,Adelaide,2.6,5.7,9.7,14.8,92,9.0,28.0,106.2,11.0,24.0,103.3
2014R1407,2014,14,2014-06-22,18.6,8.0,0.6,Sydney Showground,1:10 PM,9059,Greater Western Sydney,5.1,10.2,13.4,15.1,100,Carlton,5.1,6.5,10.8,14.8,92,14.0,16.0,78.5,12.0,16.0,87.4
2014R1408,2014,14,2014-06-22,15.4,7.5,0.2,Docklands,3:20 PM,17317,St Kilda,4.3,6.5,8.7,10.1,70,West Coast,3.2,8.6,12.1,15.13,103,18.0,12.0,59.3,10.0,24.0,112.2
2014R1409,2014,14,2014-06-22,15.4,7.5,0.2,M.C.G.,4:40 PM,26615,Melbourne,3.0,6.0,8.4,10.6,66,North Melbourne,4.5,7.8,14.12,15.17,107,15.0,16.0,76.8,7.0,32.0,111.1
2014R1501,2014,15,2014-06-27,13.6,8.2,0.0,Docklands,7:50 PM,43732,Geelong,5.1,8.4,8.6,13.11,89,Essendon,1.3,3.5,8.1,11.14,80,5.0,40.0,106.8,10.0,28.0,104.9
2014R1502,2014,15,2014-06-28,10.9,6.5,9.0,York Park,1:45 PM,13178,Hawthorn,2.5,9.6,14.11,17.14,116,Gold Coast,3.0,5.0,6.0,10.3,63,1.0,44.0,147.9,8.0,32.0,101.2
2014R1503,2014,15,2014-06-28,13.0,9.0,0.0,Docklands,2:10 PM,28487,St Kilda,1.2,5.4,9.7,11.7,73,Richmond,6.2,10.4,13.7,18.9,117,18.0,12.0,59.6,13.0,16.0,96.5
2014R1504,2014,15,2014-06-28,15.6,2.6,0.0,Subiaco,2:40 PM,40490,Fremantle,3.3,5.4,10.6,13.1,88,West Coast,4.2,5.9,5.12,11.15,81,4.0,40.0,132.0,11.0,24.0,110.6
2014R1505,2014,15,2014-06-28,24.9,11.8,0.0,Gabba,7:40 PM,15862,Brisbane Lions,1.1,8.4,10.5,10.1,70,North Melbourne,3.5,4.7,6.9,9.12,66,17.0,16.0,61.9,7.0,32.0,110.0
2014R1506,2014,15,2014-06-28,23.2,11.3,0.0,S.C.G.,7:40 PM,27778,Sydney,4.4,8.9,12.11,15.16,106,Greater Western Sydney,1.4,1.7,4.1,8.12,60,3.0,44.0,137.9,16.0,16.0,77.0
2014R1507,2014,15,2014-06-29,11.8,8.0,2.4,Docklands,1:10 PM,24953,Western Bulldogs,4.1,7.4,10.4,14.7,91,Melbourne,1.3,3.4,10.5,13.7,85,12.0,20.0,82.4,15.0,16.0,78.1
2014R1508,2014,15,2014-06-29,14.5,9.7,1.2,Adelaide Oval,3:40 PM,50552,Adelaide,3.5,6.6,9.12,14.15,99,Port Adelaide,5.3,7.1,7.14,10.16,76,9.0,28.0,105.0,2.0,44.0,141.9
2014R1509,2014,15,2014-06-29,11.8,8.0,2.4,M.C.G.,7:10 PM,40939,Collingwood,6.3,8.8,10.12,13.13,91,Carlton,2.2,6.3,7.7,11.1,76,6.0,36.0,114.1,14.0,16.0,87.1
2014R1601,2014,16,2014-07-04,11.1,7.3,0.0,Docklands,7:50 PM,35025,North Melbourne,5.3,7.6,14.7,16.12,108,Hawthorn,4.2,6.6,10.9,13.1,88,7.0,36.0,110.9,2.0,44.0,142.0
2014R1602,2014,16,2014-07-05,14.7,8.0,0.2,M.C.G.,1:45 PM,34577,Richmond,5.2,7.3,10.4,12.7,79,Brisbane Lions,3.3,4.5,6.1,7.12,54,12.0,20.0,98.6,17.0,16.0,62.3
2014R1603,2014,16,2014-07-05,18.1,3.5,0.0,Sydney Showground,2:10 PM,8383,Greater Western Sydney,0.8,2.1,5.14,9.18,72,Adelaide,5.6,10.9,15.14,20.2,140,15.0,16.0,74.8,9.0,32.0,110.0
2014R1604,2014,16,2014-07-05,23.8,14.2,1.2,Carrara,4:40 PM,24032,Gold Coast,2.2,5.3,8.7,11.14,80,Collingwood,4.3,6.8,6.13,10.15,75,8.0,36.0,101.5,6.0,36.0,112.7
2014R1605,2014,16,2014-07-05,14.0,11.4,3.8,Adelaide Oval,7:10 PM,46786,Port Adelaide,1.4,2.8,4.14,7.18,60,Essendon,2.4,6.8,7.12,8.14,62,3.0,44.0,139.4,10.0,32.0,104.8
2014R1606,2014,16,2014-07-05,31.2,19.2,0.0,Marrara Oval,7:10 PM,9290,Melbourne,0.2,1.5,3.7,4.1,34,Fremantle,2.1,6.3,13.5,15.7,97,16.0,16.0,74.7,4.0,44.0,137.3
2014R1607,2014,16,2014-07-06,13.4,9.4,0.6,Docklands,1:10 PM,29297,Carlton,6.2,10.2,17.6,24.7,151,St Kilda,2.0,7.5,9.5,10.6,66,13.0,20.0,93.6,18.0,12.0,58.1
2014R1608,2014,16,2014-07-06,19.7,14.7,1.2,Subiaco,1:20 PM,25076,West Coast,2.2,4.5,6.7,7.9,51,Sydney,3.4,5.12,7.14,10.19,79,11.0,24.0,107.7,1.0,48.0,138.8
2014R1609,2014,16,2014-07-06,13.7,8.9,0.4,Kardinia Park,4:40 PM,24766,Geelong,3.3,7.5,9.8,10.9,69,Western Bulldogs,0.4,3.6,6.11,7.14,56,5.0,44.0,107.5,14.0,20.0,82.3
2014R1701,2014,17,2014-07-11,15.5,6.4,0.2,Adelaide Oval,7:20 PM,50321,Adelaide,3.0,7.4,11.4,14.8,92,Hawthorn,4.3,8.4,13.9,15.14,104,10.0,32.0,108.4,3.0,48.0,139.9
2014R1702,2014,17,2014-07-12,10.8,5.9,5.2,M.C.G.,1:45 PM,36385,Melbourne,0.2,2.5,4.6,5.6,36,Geelong,3.7,11.1,12.13,14.18,102,16.0,16.0,71.8,4.0,48.0,112.4
2014R1703,2014,17,2014-07-12,9.0,5.0,0.0,Bellerive Oval,2:10 PM,10641,North Melbourne,5.3,8.4,12.7,13.14,92,St Kilda,0.3,1.9,2.11,3.15,33,6.0,40.0,115.5,18.0,12.0,57.0
2014R1704,2014,17,2014-07-12,25.3,15.2,0.0,Cazaly's Stadium,4:40 PM,9746,Western Bulldogs,5.1,5.5,7.12,13.16,94,Gold Coast,2.3,6.6,7.1,9.12,66,13.0,24.0,84.9,9.0,36.0,99.5
2014R1705,2014,17,2014-07-12,18.5,5.8,0.0,S.C.G.,7:40 PM,34965,Sydney,2.4,6.6,16.1,18.14,122,Carlton,1.2,5.5,5.6,7.9,51,1.0,52.0,143.5,14.0,20.0,89.5
2014R1706,2014,17,2014-07-12,22.6,2.6,0.0,Gabba,7:40 PM,13610,Brisbane Lions,1.1,4.3,6.6,9.1,64,West Coast,3.2,5.3,9.5,11.1,76,17.0,16.0,63.3,11.0,28.0,108.2
2014R1707,2014,17,2014-07-13,13.4,2.7,3.6,Docklands,1:10 PM,21483,Richmond,4.2,11.6,14.7,19.12,126,Port Adelaide,3.3,8.4,12.6,16.1,106,12.0,24.0,100.1,5.0,44.0,133.9
2014R1708,2014,17,2014-07-13,13.4,2.7,3.6,M.C.G.,3:20 PM,58996,Essendon,4.0,8.1,14.1,16.7,103,Collingwood,2.4,2.6,4.9,5.9,39,7.0,36.0,110.0,8.0,36.0,106.6
2014R1709,2014,17,2014-07-13,19.3,3.9,0.0,Subiaco,2:40 PM,33597,Fremantle,4.1,9.5,14.5,21.1,136,Greater Western Sydney,1.3,4.5,7.6,9.6,60,2.0,48.0,142.5,15.0,16.0,72.5
2014R1801,2014,18,2014-07-18,12.5,4.8,3.0,Docklands,7:50 PM,36689,Carlton,4.3,9.7,10.13,16.13,109,North Melbourne,3.0,7.4,11.4,13.8,86,13.0,24.0,91.5,6.0,40.0,112.5
2014R1802,2014,18,2014-07-19,12.8,6.6,0.8,Docklands,4:40 PM,16594,St Kilda,4.3,9.6,15.14,17.16,118,Fremantle,1.1,3.2,5.6,9.6,60,18.0,16.0,61.6,4.0,48.0,133.2
2014R1803,2014,18,2014-07-19,16.2,6.1,0.0,Sydney Showground,7:40 PM,7697,Greater Western Sydney,2.4,4.6,7.9,12.15,87,Geelong,2.5,4.1,10.14,13.16,94,16.0,16.0,73.5,3.0,52.0,112.1
2014R1804,2014,18,2014-07-20,14.9,3.6,0.0,Adelaide Oval,12:40 PM,37894,Port Adelaide,4.4,7.6,8.9,10.12,72,Melbourne,2.3,5.5,8.7,10.9,69,5.0,48.0,132.4,17.0,16.0,73.0
2014R1805,2014,18,2014-07-20,13.4,6.7,0.0,Docklands,4:40 PM,34476,Western Bulldogs,3.3,8.6,12.8,14.1,94,Essendon,4.2,7.5,10.7,15.11,101,14.0,24.0,85.4,7.0,40.0,109.8
2014R1806,2014,18,2014-07-25,19.5,11.0,1.4,Subiaco,6:40 PM,32270,West Coast,2.1,4.1,5.4,6.6,42,Richmond,3.2,5.6,7.8,8.11,59,11.0,28.0,106.6,12.0,28.0,101.3
2014R1807,2014,18,2014-07-26,22.7,12.2,0.0,Gabba,4:40 PM,27167,Brisbane Lions,7.7,10.11,14.14,16.14,110,Gold Coast,1.2,3.3,6.6,8.8,56,15.0,20.0,67.7,10.0,36.0,96.0
2014R1808,2014,18,2014-07-26,15.2,10.4,0.8,M.C.G.,7:40 PM,72768,Hawthorn,2.7,4.8,11.11,15.14,104,Sydney,2.3,5.9,9.14,13.16,94,2.0,52.0,138.0,1.0,52.0,138.8
2014R1809,2014,18,2014-07-27,16.0,6.2,1.8,M.C.G.,4:40 PM,41486,Collingwood,3.0,5.4,8.8,12.1,82,Adelaide,5.5,7.8,9.13,14.14,98,9.0,36.0,105.0,8.0,36.0,109.0
2014R1901,2014,19,2014-07-31,16.7,7.7,1.6,Subiaco,6:10 PM,35401,Fremantle,5.1,6.5,8.7,12.11,83,Carlton,4.2,4.6,8.11,11.12,78,4.0,52.0,131.5,13.0,24.0,91.6
2014R1902,2014,19,2014-08-01,19.8,15.6,0.0,S.C.G.,7:50 PM,36804,Sydney,5.3,7.8,9.8,11.13,79,Essendon,1.1,3.4,6.6,8.9,57,2.0,56.0,138.8,7.0,40.0,107.7
2014R1903,2014,19,2014-08-02,12.9,1.9,1.6,Adelaide Oval,1:10 PM,49470,Adelaide,6.0,9.2,15.7,16.9,105,West Coast,5.5,10.8,14.11,20.16,136,10.0,36.0,106.3,11.0,32.0,108.2
2014R1904,2014,19,2014-08-02,12.0,2.4,11.2,M.C.G.,4:40 PM,23095,Richmond,3.2,8.5,10.1,13.11,89,Greater Western Sydney,2.3,2.7,6.1,8.14,62,12.0,32.0,103.1,16.0,16.0,73.3
2014R1905,2014,19,2014-08-02,12.0,2.4,11.2,Docklands,7:40 PM,32564,North Melbourne,2.7,3.1,8.14,10.19,79,Geelong,2.6,8.8,11.12,16.15,111,6.0,40.0,109.3,3.0,56.0,113.7
2014R1906,2014,19,2014-08-02,19.9,11.4,0.0,Carrara,7:40 PM,12027,Gold Coast,2.5,5.7,11.12,17.15,117,St Kilda,1.3,4.6,7.9,9.1,64,9.0,40.0,99.4,18.0,16.0,61.1
2014R1907,2014,19,2014-08-03,13.6,-1.7,0.0,Docklands,1:10 PM,18079,Melbourne,3.3,4.8,5.13,6.15,51,Brisbane Lions,3.3,4.3,5.6,11.8,74,17.0,16.0,72.8,15.0,24.0,70.0
2014R1908,2014,19,2014-08-03,12.7,-1.0,0.0,York Park,3:20 PM,14187,Hawthorn,5.2,7.6,11.7,16.11,107,Western Bulldogs,2.1,2.5,5.7,6.9,45,1.0,56.0,141.1,14.0,24.0,82.8
2014R1909,2014,19,2014-08-03,13.6,-1.7,0.0,M.C.G.,4:40 PM,32807,Collingwood,2.3,6.6,9.7,11.1,76,Port Adelaide,1.0,5.7,8.8,10.1,70,8.0,40.0,105.1,5.0,48.0,130.2
2014R2001,2014,20,2014-08-08,15.7,9.9,3.4,M.C.G.,7:50 PM,58032,Richmond,1.2,7.4,9.8,14.11,95,Essendon,3.2,6.4,8.7,11.11,77,12.0,36.0,104.1,8.0,40.0,105.9
2014R2002,2014,20,2014-08-09,13.3,-4.5,0.2,Manuka Oval,1:45 PM,10211,Greater Western Sydney,1.4,6.5,6.6,7.9,51,North Melbourne,4.1,7.3,15.6,19.12,126,17.0,16.0,71.4,6.0,44.0,114.0
2014R2003,2014,20,2014-08-09,13.6,6.3,0.0,Docklands,2:10 PM,28840,Carlton,4.2,11.6,12.1,14.13,97,Gold Coast,1.1,4.2,5.6,8.1,58,13.0,28.0,94.0,10.0,40.0,97.2
2014R2004,2014,20,2014-08-09,13.6,6.3,0.0,M.C.G.,4:40 PM,37088,Hawthorn,4.4,10.8,15.8,17.13,115,Melbourne,2.1,4.5,7.8,9.11,65,1.0,60.0,142.6,16.0,16.0,71.6
2014R2005,2014,20,2014-08-09,17.7,7.0,0.0,Adelaide Oval,7:10 PM,50087,Port Adelaide,2.3,3.7,5.12,7.16,58,Sydney,2.2,5.6,8.9,12.12,84,5.0,48.0,126.7,2.0,60.0,139.1
2014R2006,2014,20,2014-08-09,16.3,2.8,0.0,Kardinia Park,7:40 PM,26885,Geelong,4.2,7.4,11.6,12.9,81,Fremantle,1.4,5.5,7.6,11.13,79,3.0,60.0,113.1,4.0,52.0,129.4
2014R2007,2014,20,2014-08-10,24.6,11.6,0.0,Gabba,1:10 PM,19657,Brisbane Lions,4.0,6.3,7.7,9.9,63,Adelaide,6.3,12.11,16.14,25.18,168,15.0,24.0,67.1,7.0,40.0,112.4
2014R2008,2014,20,2014-08-10,12.0,8.4,2.2,Docklands,3:20 PM,30095,St Kilda,3.1,7.4,10.6,15.9,99,Western Bulldogs,7.4,10.6,13.1,18.14,122,18.0,16.0,62.3,14.0,28.0,85.0
2014R2009,2014,20,2014-08-10,24.0,12.4,0.0,Subiaco,2:40 PM,36458,West Coast,6.5,9.7,15.1,19.12,126,Collingwood,2.1,7.2,8.4,10.6,66,11.0,36.0,111.8,9.0,40.0,100.9
2014R2101,2014,21,2014-08-15,16.8,1.6,0.0,Docklands,7:50 PM,38812,Carlton,1.4,5.6,9.1,11.1,76,Geelong,3.2,6.5,8.13,11.16,82,13.0,28.0,94.0,2.0,64.0,112.8
2014R2102,2014,21,2014-08-16,16.8,7.9,0.0,S.C.G.,1:45 PM,31361,Sydney,6.3,8.8,15.9,19.13,127,St Kilda,1.1,2.4,5.7,8.8,56,1.0,64.0,142.7,18.0,16.0,61.3
2014R2103,2014,21,2014-08-16,18.5,14.2,1.8,Carrara,2:10 PM,10042,Gold Coast,3.2,4.3,5.4,7.5,47,Port Adelaide,1.5,2.8,4.12,7.14,56,11.0,40.0,96.8,5.0,52.0,126.5
2014R2104,2014,21,2014-08-16,12.7,4.1,0.6,Docklands,4:40 PM,35905,Essendon,2.1,4.5,9.7,11.11,77,West Coast,2.4,8.4,11.6,11.8,74,7.0,44.0,105.8,12.0,36.0,111.1
2014R2105,2014,21,2014-08-16,13.6,10.6,0.0,Adelaide Oval,7:10 PM,50459,Adelaide,2.3,4.1,5.13,9.15,69,Richmond,5.1,7.5,8.14,10.19,79,8.0,40.0,111.2,9.0,40.0,104.5
2014R2106,2014,21,2014-08-16,12.7,4.1,0.6,M.C.G.,7:40 PM,32929,Collingwood,4.3,5.3,6.6,8.8,56,Brisbane Lions,6.1,10.7,15.11,18.15,123,10.0,40.0,96.9,15.0,28.0,71.5
2014R2107,2014,21,2014-08-17,14.2,7.0,0.8,Docklands,1:10 PM,27164,North Melbourne,5.2,8.2,12.5,17.9,111,Western Bulldogs,1.0,5.6,7.11,8.13,61,6.0,48.0,116.7,14.0,28.0,83.2
2014R2108,2014,21,2014-08-17,14.2,7.0,0.8,M.C.G.,3:20 PM,17227,Melbourne,2.4,2.9,2.11,3.16,34,Greater Western Sydney,2.1,6.4,10.7,15.8,98,17.0,16.0,69.5,16.0,20.0,74.8
2014R2109,2014,21,2014-08-17,26.9,11.1,0.0,Subiaco,2:40 PM,38506,Fremantle,3.0,10.3,15.6,17.8,110,Hawthorn,4.7,10.9,11.11,13.13,91,4.0,56.0,128.8,3.0,60.0,138.5
2014R2201,2014,22,2014-08-22,21.0,10.6,0.0,Adelaide Oval,7:20 PM,52505,Port Adelaide,5.6,9.12,16.15,20.2,140,Carlton,1.2,2.4,3.7,5.7,37,5.0,56.0,132.4,13.0,28.0,89.3
2014R2202,2014,22,2014-08-23,17.9,6.7,0.0,Bellerive Oval,1:45 PM,10702,North Melbourne,4.3,5.6,9.12,14.17,101,Adelaide,2.3,5.7,10.11,13.16,94,6.0,52.0,116.2,11.0,40.0,110.2
2014R2203,2014,22,2014-08-23,19.5,5.0,0.0,Docklands,2:10 PM,33281,Essendon,3.2,7.6,11.9,16.12,108,Gold Coast,2.3,4.6,10.8,13.11,89,7.0,48.0,106.7,12.0,40.0,96.0
2014R2204,2014,22,2014-08-23,18.4,7.6,0.0,Sydney Showground,4:40 PM,10851,Greater Western Sydney,3.4,6.6,8.11,9.13,67,Collingwood,2.3,5.5,7.7,11.9,75,16.0,20.0,75.3,9.0,44.0,97.4
2014R2205,2014,22,2014-08-23,21.5,6.6,0.0,Subiaco,5:40 PM,35083,West Coast,6.1,9.5,16.9,18.11,119,Melbourne,1.1,3.3,5.4,8.5,53,10.0,40.0,114.7,17.0,16.0,67.9
2014R2206,2014,22,2014-08-23,19.5,5.0,0.0,M.C.G.,7:40 PM,72216,Hawthorn,2.2,3.2,9.7,14.1,94,Geelong,3.2,8.3,9.3,11.5,71,2.0,64.0,138.3,3.0,64.0,110.8
2014R2207,2014,22,2014-08-24,22.8,14.0,6.0,Gabba,1:10 PM,17473,Brisbane Lions,0.4,2.5,4.8,6.12,48,Fremantle,4.8,9.1,10.13,15.16,106,15.0,28.0,70.1,4.0,60.0,131.9
2014R2208,2014,22,2014-08-24,16.3,8.8,0.8,Docklands,3:20 PM,22430,Western Bulldogs,1.2,5.5,7.1,9.13,67,Sydney,7.3,11.5,17.7,20.1,130,14.0,28.0,81.2,1.0,68.0,145.1
2014R2209,2014,22,2014-08-24,16.3,8.8,0.8,M.C.G.,4:40 PM,47200,Richmond,6.0,8.3,13.5,15.8,98,St Kilda,2.2,4.7,5.9,10.12,72,8.0,44.0,105.8,18.0,16.0,61.8
2014R2301,2014,23,2014-08-29,14.8,6.0,0.0,M.C.G.,7:50 PM,48980,Collingwood,2.3,4.6,5.8,8.8,56,Hawthorn,1.4,8.8,12.9,18.13,121,11.0,44.0,94.1,2.0,68.0,140.8
2014R2302,2014,23,2014-08-30,20.5,9.0,0.0,M.C.G.,1:45 PM,56663,Carlton,6.3,7.4,11.4,14.6,90,Essendon,1.3,9.6,11.11,13.12,90,13.0,30.0,89.7,7.0,50.0,106.3
2014R2303,2014,23,2014-08-30,18.7,14.7,51.2,Subiaco,1:10 PM,38209,Fremantle,3.3,7.5,13.8,16.9,105,Port Adelaide,3.3,7.6,9.1,14.13,97,4.0,64.0,130.4,5.0,56.0,129.9
2014R2304,2014,23,2014-08-30,17.2,11.9,0.6,Stadium Australia,4:40 PM,31227,Sydney,2.1,4.3,7.6,9.11,65,Richmond,5.3,6.4,8.5,10.8,68,1.0,68.0,142.9,8.0,48.0,105.8
2014R2305,2014,23,2014-08-30,18.9,5.6,0.0,Kardinia Park,7:40 PM,24659,Geelong,5.2,11.6,16.13,21.17,143,Brisbane Lions,2.4,7.5,10.6,12.9,81,3.0,68.0,113.8,15.0,28.0,69.3
2014R2306,2014,23,2014-08-30,20.5,9.0,0.0,Docklands,7:40 PM,17174,North Melbourne,4.3,8.5,13.9,19.9,123,Melbourne,4.3,8.5,9.7,14.9,93,6.0,56.0,117.0,17.0,16.0,68.4
2014R2307,2014,23,2014-08-31,23.4,13.4,0.0,Carrara,1:10 PM,11840,Gold Coast,6.3,9.6,11.8,15.9,99,West Coast,6.2,9.8,20.1,23.13,151,12.0,40.0,93.7,9.0,44.0,116.9
2014R2308,2014,23,2014-08-31,22.8,9.9,0.0,Adelaide Oval,2:50 PM,44969,Adelaide,4.2,11.5,15.5,22.9,141,St Kilda,2.2,3.3,8.7,9.8,62,10.0,44.0,114.1,18.0,16.0,60.8
2014R2309,2014,23,2014-08-31,20.8,11.3,0.0,Docklands,4:40 PM,14725,Western Bulldogs,2.4,5.8,11.14,15.19,109,Greater Western Sydney,4.0,10.4,12.6,18.7,115,14.0,28.0,81.9,16.0,24.0,76.7
2014QF01,2014,-4,2014-09-05,15.4,3.3,0.0,M.C.G.,7:50 PM,74757,Hawthorn,3.4,6.5,10.8,15.14,104,Geelong,2.1,6.5,8.6,10.8,68,,,,,,
2014EF01,2014,-5,2014-09-06,19.5,5.9,0.0,M.C.G.,7:15 PM,78561,North Melbourne,2.3,2.4,9.5,14.9,93,Essendon,2.4,6.7,10.8,12.9,81,,,,,,
2014QF02,2014,-4,2014-09-06,17.8,8.8,4.4,Stadium Australia,2:45 PM,35998,Sydney,3.4,5.8,9.1,13.15,93,Fremantle,3.1,5.3,6.6,10.9,69,,,,,,
2014EF02,2014,-5,2014-09-07,23.2,10.6,0.0,Adelaide Oval,2:50 PM,49886,Port Adelaide,8.1,14.5,19.8,20.12,132,Richmond,1.1,3.2,6.5,11.9,75,,,,,,
2014SF01,2014,-3,2014-09-12,14.4,3.5,0.0,M.C.G.,7:50 PM,65964,Geelong,5.1,5.6,8.9,13.14,92,North Melbourne,7.1,9.6,12.9,14.14,98,,,,,,
2014SF02,2014,-3,2014-09-13,21.2,11.0,0.4,Subiaco,5:45 PM,42338,Fremantle,3.5,6.11,8.13,11.17,83,Port Adelaide,2.2,3.5,9.9,15.15,105,,,,,,
2014PF01,2014,-2,2014-09-19,21.6,5.9,0.0,Stadium Australia,7:50 PM,48029,Sydney,4.5,9.1,13.17,19.22,136,North Melbourne,1.2,4.4,6.7,9.11,65,,,,,,
