iter	RMSE
839	3071.03771
840	3067.761763
841	3067.721632
842	3067.436302
843	3066.632626
844	3064.780379
845	3062.126794
846	3058.765418
847	3057.850772
848	3055.329203
849	3052.99948
850	3052.062709
851	3050.74778
852	3049.647007
853	3047.287513
854	3046.396216
855	3042.993628
856	3039.054743
857	3036.875957
858	3034.090128
859	3033.143637
860	3029.673527
861	3028.835672
862	3027.312837
863	3024.925803
864	3023.724923
865	3022.602932
866	3022.016066
867	3020.205224
868	3018.648564
869	3017.449871
870	3014.91758
871	3013.189744
872	3010.530433
873	3008.142257
874	3008.109628
875	3006.36448
876	3003.353466
877	3002.869344
878	3000.253338
879	2997.561692
880	2993.476555
881	2992.340137
882	2990.941498
883	2990.397348
884	2985.656362
885	2982.926354
886	2980.155844
887	2976.085127
888	2975.22551
889	2975.121054
890	2971.531856
891	2968.818596
892	2966.708687
893	2964.151959
894	2963.226694
895	2962.013549
896	2958.938815
897	2956.497606
898	2956.222923
899	2954.071849
900	2952.325013
901	2950.625295
902	2946.835811
903	2945.104927
904	2943.299622
905	2941.348542
906	2937.978012
907	2934.424233
908	2933.348998
909	2932.501119
910	2929.79989
911	2923.595592
912	2921.198036
913	2918.475209
914	2916.663309
915	2916.637643
916	2915.762607
917	2913.420082
918	2913.388287
919	2911.789
920	2908.386239
921	2908.363933
922	2908.337063
923	2906.792572
924	2903.942021
925	2900.404747
926	2898.277546
927	2896.0413
928	2894.348685
929	2892.87332
930	2889.754957
931	2886.400687
932	2885.260766
933	2884.295505
934	2881.855673
935	2879.123028
936	2877.61481
937	2874.864056
938	2869.421805
939	2867.173163
940	2867.141018
941	2866.284986
942	2863.448746
943	2861.886131
944	2860.015703
945	2857.422815
946	2855.268833
947	2852.079059
948	2850.215045
949	2848.853546
950	2846.95131
951	2844.132394
952	2842.70753
953	2839.943232
954	2834.467156
955	2834.130529
956	2830.558974
957	2828.604455
958	2826.807046
959	2825.223084
960	2825.108711
961	2823.083269
962	2822.783753
963	2820.840211
964	2818.30732
965	2816.179305
966	2814.558491
967	2812.516892
968	2811.213704
969	2808.584466
970	2805.341294
971	2803.716683
972	2799.506105
973	2798.425975
974	2796.480423
975	2794.575471
976	2792.618264
977	2791.164643
978	2788.603701
979	2787.617201
980	2785.645373
981	2783.603567
982	2782.150579
983	2781.008577
984	2779.492592
985	2779.425545
986	2778.292724
987	2777.128724
988	2774.709483
989	2773.00107
990	2770.675354
991	2769.439469
992	2768.875039
993	2767.5649
994	2764.386968
995	2761.820684
996	2759.552127
997	2758.144981
998	2756.959796
999	2755.32192
