GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Day,Month
2016R2001,2016,20,2016-08-05,13.7,2.6,0.0,M.C.G.,1900-01-01 19:50:00,49122,Richmond,3.0,7.3,10.7,14.8,92,Collingwood,5.2,6.3,8.7,11.11,77,13.0,32.0,83.0,12.0,32.0,91.1,Friday,8
2016R2002,2016,20,2016-08-06,15.4,9.3,2.7,S.C.G.,1900-01-01 13:45:00,30204,Sydney,6.5,9.1,14.14,14.16,100,Port Adelaide,0.0,2.3,3.6,4.9,33,2.0,56.0,144.2,10.0,36.0,108.9,Saturday,8
2016R2003,2016,20,2016-08-06,13.7,4.5,0.0,M.C.G.,1900-01-01 14:10:00,38818,Melbourne,5.2,9.2,12.6,17.8,110,Hawthorn,3.3,7.9,10.12,11.15,81,11.0,36.0,102.6,1.0,60.0,120.7,Saturday,8
2016R2004,2016,20,2016-08-06,21.4,13.1,0.0,Carrara,1900-01-01 16:35:00,9108,Gold Coast,5.2,9.5,12.6,13.6,84,Greater Western Sydney,4.2,8.5,11.6,14.8,92,14.0,24.0,80.2,4.0,56.0,140.2,Saturday,8
2016R2005,2016,20,2016-08-06,13.7,4.5,0.0,Docklands,1900-01-01 19:25:00,30740,Western Bulldogs,1.4,4.5,7.7,9.7,61,North Melbourne,2.2,2.4,4.5,7.5,47,7.0,52.0,116.1,8.0,48.0,111.5,Saturday,8
2016R2006,2016,20,2016-08-06,16.1,2.3,0.0,Adelaide Oval,1900-01-01 19:10:00,43549,Adelaide,7.4,14.1,22.13,27.15,177,Brisbane Lions,3.0,5.0,6.1,6.3,39,3.0,56.0,141.1,17.0,8.0,60.3,Saturday,8
2016R2007,2016,20,2016-08-07,15.8,6.7,0.0,M.C.G.,1900-01-01 13:10:00,37797,Carlton,1.2,3.5,6.7,7.9,51,St Kilda,4.3,10.5,14.6,19.8,122,15.0,24.0,76.6,9.0,40.0,95.1,Sunday,8
2016R2008,2016,20,2016-08-07,15.8,6.7,0.0,Docklands,1900-01-01 15:20:00,29254,Geelong,3.2,7.4,11.1,15.1,100,Essendon,0.3,0.4,3.4,4.1,34,5.0,56.0,137.1,18.0,4.0,57.0,Sunday,8
2016R2009,2016,20,2016-08-07,17.7,10.3,5.0,Subiaco,1900-01-01 14:40:00,36215,Fremantle,3.2,5.6,7.7,9.1,64,West Coast,2.2,7.5,12.7,17.8,110,16.0,12.0,77.7,6.0,52.0,131.0,Sunday,8
2016R2101,2016,21,2016-08-12,13.5,5.9,0.0,Docklands,1900-01-01 19:50:00,35010,Western Bulldogs,3.3,7.6,11.7,14.11,95,Collingwood,2.4,7.5,11.7,14.8,92,7.0,56.0,115.3,12.0,32.0,91.4,Friday,8
2016R2102,2016,21,2016-08-13,23.7,11.6,0.0,Gabba,1900-01-01 13:45:00,17432,Brisbane Lions,7.2,12.3,14.7,15.9,99,Carlton,3.2,5.5,9.12,13.17,95,17.0,12.0,61.9,15.0,24.0,77.7,Saturday,8
2016R2103,2016,21,2016-08-13,14.2,6.4,2.2,M.C.G.,1900-01-01 14:10:00,50657,Hawthorn,8.4,9.7,11.9,14.12,96,North Melbourne,1.0,6.2,8.7,8.9,57,1.0,64.0,122.4,8.0,48.0,108.5,Saturday,8
2016R2104,2016,21,2016-08-13,20.0,4.0,0.0,Sydney Showground,1900-01-01 16:35:00,10385,Greater Western Sydney,3.3,6.7,12.1,14.12,96,West Coast,1.4,5.8,8.11,14.13,97,5.0,56.0,137.6,6.0,56.0,129.2,Saturday,8
2016R2105,2016,21,2016-08-13,14.2,6.4,2.2,Docklands,1900-01-01 19:25:00,33059,St Kilda,5.0,7.5,9.8,11.1,76,Sydney,4.1,8.4,16.7,23.8,146,10.0,40.0,91.8,2.0,60.0,146.9,Saturday,8
2016R2106,2016,21,2016-08-13,15.5,6.1,0.0,Adelaide Oval,1900-01-01 19:10:00,33426,Port Adelaide,1.2,2.4,6.5,8.6,54,Melbourne,4.3,8.5,9.9,13.16,94,11.0,36.0,106.1,9.0,40.0,104.8,Saturday,8
2016R2107,2016,21,2016-08-14,17.2,7.6,0.6,Docklands,1900-01-01 13:10:00,16622,Essendon,3.3,6.6,7.7,11.9,75,Gold Coast,3.1,5.5,8.8,9.15,69,18.0,8.0,58.7,14.0,24.0,80.6,Sunday,8
2016R2108,2016,21,2016-08-14,17.2,7.6,0.6,M.C.G.,1900-01-01 15:20:00,45667,Richmond,2.4,7.4,11.6,12.6,78,Geelong,2.2,3.7,4.13,10.22,82,13.0,32.0,83.5,4.0,60.0,135.4,Sunday,8
2016R2109,2016,21,2016-08-14,21.9,4.6,0.0,Subiaco,1900-01-01 14:40:00,30116,Fremantle,2.1,6.2,7.3,11.4,70,Adelaide,4.4,10.9,16.1,21.16,142,16.0,12.0,75.6,3.0,60.0,143.8,Sunday,8
2016R2201,2016,22,2016-08-19,15.9,9.5,0.0,Subiaco,1900-01-01 18:10:00,38581,West Coast,5.3,9.4,12.13,13.14,92,Hawthorn,2.1,4.2,7.2,10.7,67,6.0,60.0,129.5,4.0,64.0,119.7,Friday,8
2016R2202,2016,22,2016-08-20,11.8,6.4,0.8,Bellerive Oval,1900-01-01 13:45:00,16495,North Melbourne,3.4,4.8,9.13,10.16,76,Sydney,5.4,6.8,11.9,12.13,85,8.0,48.0,107.6,1.0,64.0,145.1,Saturday,8
2016R2203,2016,22,2016-08-20,12.9,5.4,13.0,M.C.G.,1900-01-01 14:10:00,35255,Richmond,2.1,2.5,3.9,6.1,46,St Kilda,3.5,5.8,5.1,7.13,55,13.0,32.0,83.5,9.0,44.0,92.5,Saturday,8
2016R2204,2016,22,2016-08-20,17.5,7.6,2.0,Sydney Showground,1900-01-01 16:35:00,9556,Greater Western Sydney,5.4,8.7,12.1,19.15,129,Fremantle,4.3,5.5,5.6,5.7,37,5.0,60.0,142.5,16.0,12.0,72.7,Saturday,8
2016R2205,2016,22,2016-08-20,12.9,5.4,13.0,Docklands,1900-01-01 19:25:00,17644,Collingwood,7.3,12.8,16.13,16.22,118,Gold Coast,0.2,1.6,4.8,6.11,47,12.0,36.0,95.4,15.0,24.0,78.4,Saturday,8
2016R2206,2016,22,2016-08-20,15.3,8.8,5.6,Adelaide Oval,1900-01-01 19:10:00,49541,Port Adelaide,4.3,6.4,12.7,14.1,94,Adelaide,4.2,7.11,11.14,15.19,109,11.0,36.0,105.0,2.0,64.0,142.3,Saturday,8
2016R2207,2016,22,2016-08-21,14.2,8.9,2.0,M.C.G.,1900-01-01 13:10:00,40693,Carlton,4.5,7.8,10.1,11.12,78,Melbourne,2.2,4.8,6.1,7.16,58,14.0,28.0,79.4,10.0,40.0,103.5,Sunday,8
2016R2208,2016,22,2016-08-21,22.9,9.1,4.4,Gabba,1900-01-01 15:20:00,20477,Brisbane Lions,1.3,7.4,8.5,10.9,69,Geelong,7.3,9.7,14.11,19.15,129,17.0,12.0,61.5,3.0,64.0,137.7,Sunday,8
2016R2209,2016,22,2016-08-21,14.2,8.9,2.0,Docklands,1900-01-01 16:40:00,25308,Essendon,1.2,5.7,5.9,7.11,53,Western Bulldogs,6.2,9.5,12.8,14.9,93,18.0,8.0,58.6,7.0,60.0,117.4,Sunday,8
2016R2301,2016,23,2016-08-26,14.2,6.5,0.0,Adelaide Oval,1900-01-01 19:40:00,50785,Adelaide,2.3,6.4,6.11,10.11,71,West Coast,2.4,7.9,12.12,14.16,100,5.0,64.0,138.3,6.0,64.0,130.0,Friday,8
2016R2302,2016,23,2016-08-27,14.1,5.2,0.2,Kardinia Park,1900-01-01 13:45:00,24413,Geelong,8.2,11.6,14.1,24.11,155,Melbourne,2.0,3.2,3.6,6.8,44,2.0,68.0,143.8,11.0,40.0,97.6,Saturday,8
2016R2303,2016,23,2016-08-27,15.8,6.9,0.2,M.C.G.,1900-01-01 14:10:00,46566,Essendon,3.4,8.9,14.11,15.13,103,Carlton,2.6,5.8,6.12,10.19,79,18.0,12.0,61.0,14.0,28.0,79.3,Saturday,8
2016R2304,2016,23,2016-08-27,20.4,7.5,3.0,S.C.G.,1900-01-01 16:35:00,36570,Sydney,5.6,14.9,22.11,25.14,164,Richmond,0.5,1.6,2.8,7.9,51,1.0,68.0,151.2,13.0,32.0,79.5,Saturday,8
2016R2305,2016,23,2016-08-27,15.8,6.9,0.2,Docklands,1900-01-01 19:25:00,22295,North Melbourne,3.1,5.3,6.8,9.9,63,Greater Western Sydney,2.5,6.8,10.11,14.16,100,8.0,48.0,105.2,4.0,64.0,143.1,Saturday,8
2016R2306,2016,23,2016-08-27,21.8,10.3,1.8,Carrara,1900-01-01 19:25:00,9213,Gold Coast,1.4,2.7,7.1,9.12,66,Port Adelaide,2.3,6.4,10.7,13.11,89,15.0,24.0,78.2,10.0,40.0,106.0,Saturday,8
2016R2307,2016,23,2016-08-28,18.2,9.3,0.0,Docklands,1900-01-01 13:10:00,19633,St Kilda,5.5,11.7,17.8,25.11,161,Brisbane Lions,3.4,6.8,9.11,15.13,103,9.0,48.0,95.7,17.0,12.0,61.6,Sunday,8
2016R2308,2016,23,2016-08-28,18.2,9.3,0.0,M.C.G.,1900-01-01 15:20:00,52968,Hawthorn,2.4,7.7,13.8,17.1,112,Collingwood,4.2,9.6,11.8,17.9,111,3.0,68.0,118.6,12.0,36.0,95.6,Sunday,8
2016R2309,2016,23,2016-08-28,16.5,10.9,7.6,Subiaco,1900-01-01 14:40:00,34765,Fremantle,4.1,7.2,9.3,10.9,69,Western Bulldogs,2.4,4.9,6.12,6.13,49,16.0,16.0,74.3,7.0,60.0,115.4,Sunday,8
2017R0101,2017,1,2017-03-23,25.8,15.0,0.0,M.C.G.,1900-01-01 19:20:00,73137,Carlton,4.3,7.4,12.4,14.5,89,Richmond,7.3,13.5,15.11,20.12,132,16.0,0.0,67.4,3.0,4.0,148.3,Thursday,3
2017R0102,2017,1,2017-03-24,25.7,11.7,0.0,M.C.G.,1900-01-01 19:50:00,66254,Collingwood,1.5,7.9,9.11,12.14,86,Western Bulldogs,5.1,9.1,14.6,15.1,100,11.0,0.0,86.0,8.0,4.0,116.3,Friday,3
2017R0103,2017,1,2017-03-25,30.3,14.5,0.0,Docklands,1900-01-01 16:35:00,36249,St Kilda,6.2,7.8,9.9,13.12,90,Melbourne,2.3,9.4,15.7,18.12,120,13.0,0.0,75.0,6.0,4.0,133.3,Saturday,3
2017R0104,2017,1,2017-03-25,26.5,19.1,4.6,S.C.G.,1900-01-01 16:35:00,33129,Sydney,4.3,8.5,10.6,12.1,82,Port Adelaide,4.2,9.3,14.4,17.8,110,14.0,0.0,74.5,5.0,4.0,134.1,Saturday,3
2017R0105,2017,1,2017-03-25,30.3,14.5,0.0,M.C.G.,1900-01-01 19:25:00,78294,Essendon,4.4,5.8,12.12,17.14,116,Hawthorn,2.3,6.1,10.14,12.19,91,7.0,4.0,127.5,12.0,0.0,78.4,Saturday,3
2017R0106,2017,1,2017-03-25,27.7,21.4,6.6,Carrara,1900-01-01 19:05:00,12710,Gold Coast,2.2,3.5,11.6,14.12,96,Brisbane Lions,7.3,11.3,14.5,15.8,98,10.0,0.0,98.0,9.0,4.0,102.1,Saturday,3
2017R0107,2017,1,2017-03-26,26.2,18.2,0.0,Docklands,1900-01-01 13:10:00,21997,North Melbourne,4.6,8.8,11.1,13.15,93,West Coast,3.3,9.8,16.8,21.1,136,15.0,0.0,68.4,4.0,4.0,146.2,Sunday,3
2017R0108,2017,1,2017-03-26,33.9,20.4,0.0,Adelaide Oval,1900-01-01 14:45:00,43993,Adelaide,2.3,7.9,15.14,22.15,147,Greater Western Sydney,4.5,6.7,11.7,14.7,91,1.0,4.0,161.5,18.0,0.0,61.9,Sunday,3
2017R0109,2017,1,2017-03-26,22.4,16.6,2.2,Subiaco,1900-01-01 16:40:00,34638,Fremantle,2.2,4.6,6.9,10.13,73,Geelong,5.1,11.3,14.5,18.7,115,17.0,0.0,63.5,2.0,4.0,157.5,Sunday,3
2017R0201,2017,2,2017-03-30,18.6,8.3,2.8,M.C.G.,1900-01-01 19:20:00,58236,Richmond,2.4,3.5,9.8,14.15,99,Collingwood,2.4,4.9,7.13,11.14,80,3.0,8.0,136.7,11.0,0.0,83.4,Thursday,3
2017R0202,2017,2,2017-03-31,18.4,9.6,2.8,Docklands,1900-01-01 19:50:00,42834,Western Bulldogs,2.6,7.7,12.11,16.14,110,Sydney,4.1,6.5,9.7,13.9,87,8.0,8.0,121.4,15.0,0.0,76.8,Friday,3
2017R0203,2017,2,2017-04-01,19.1,8.6,0.0,M.C.G.,1900-01-01 13:45:00,37420,Hawthorn,6.2,8.3,11.1,13.11,89,Adelaide,2.2,5.8,11.14,16.17,113,14.0,0.0,78.6,2.0,8.0,144.4,Saturday,4
2017R0204,2017,2,2017-04-01,26.1,12.6,0.0,Sydney Showground,1900-01-01 16:35:00,8022,Greater Western Sydney,7.4,10.8,16.12,24.16,160,Gold Coast,1.2,5.4,7.8,8.1,58,9.0,4.0,122.4,17.0,0.0,59.7,Saturday,4
2017R0205,2017,2,2017-04-01,29.0,20.0,0.2,Gabba,1900-01-01 18:25:00,21749,Brisbane Lions,3.2,5.6,11.9,12.12,84,Essendon,4.2,10.5,12.8,17.9,111,10.0,4.0,87.9,6.0,8.0,129.7,Saturday,4
2017R0206,2017,2,2017-04-01,30.1,14.9,0.0,Subiaco,1900-01-01 16:40:00,37749,West Coast,4.0,8.3,13.5,18.8,116,St Kilda,6.7,8.12,12.17,13.19,97,5.0,8.0,132.6,13.0,0.0,79.2,Saturday,4
2017R0207,2017,2,2017-04-02,18.7,11.5,0.2,Docklands,1900-01-01 13:10:00,30917,Geelong,2.1,7.6,12.7,17.1,112,North Melbourne,6.2,8.6,16.8,17.9,111,7.0,8.0,123.4,12.0,0.0,82.3,Sunday,4
2017R0208,2017,2,2017-04-02,18.7,11.5,0.2,M.C.G.,1900-01-01 15:20:00,46727,Melbourne,3.2,6.4,7.5,13.8,86,Carlton,2.2,4.6,7.8,9.1,64,4.0,8.0,133.8,16.0,0.0,70.2,Sunday,4
2017R0209,2017,2,2017-04-02,21.3,12.9,0.0,Adelaide Oval,1900-01-01 16:10:00,38388,Port Adelaide,7.3,11.8,18.9,22.13,145,Fremantle,2.1,3.3,7.4,8.8,56,1.0,8.0,184.8,18.0,0.0,49.6,Sunday,4
2017R0301,2017,3,2017-04-07,24.2,14.3,0.0,S.C.G.,1900-01-01 19:50:00,35310,Sydney,1.1,5.7,7.11,11.13,79,Collingwood,4.4,7.4,9.8,11.14,80,16.0,0.0,82.7,12.0,4.0,88.5,Friday,4
2017R0302,2017,3,2017-04-08,25.0,14.6,0.0,Bellerive Oval,1900-01-01 13:45:00,8758,North Melbourne,3.2,5.4,8.6,10.7,67,Greater Western Sydney,3.4,6.11,9.15,15.19,109,17.0,0.0,75.9,5.0,8.0,132.4,Saturday,4
2017R0303,2017,3,2017-04-08,28.9,17.2,0.0,M.C.G.,1900-01-01 14:10:00,42523,Richmond,2.2,5.6,9.8,11.1,76,West Coast,2.6,5.13,7.14,8.17,65,2.0,12.0,131.2,6.0,8.0,119.2,Saturday,4
2017R0304,2017,3,2017-04-08,28.9,17.2,0.0,Docklands,1900-01-01 16:35:00,29733,Geelong,5.2,9.2,14.2,20.6,126,Melbourne,2.4,7.11,12.17,13.19,97,3.0,12.0,125.6,8.0,8.0,108.2,Saturday,4
2017R0305,2017,3,2017-04-08,23.6,8.7,0.0,Subiaco,1900-01-01 17:40:00,28865,Fremantle,4.4,6.7,8.1,13.11,89,Western Bulldogs,1.3,5.6,10.12,10.13,73,15.0,4.0,65.5,9.0,8.0,108.0,Saturday,4
2017R0306,2017,3,2017-04-08,28.6,14.3,0.0,Adelaide Oval,1900-01-01 19:10:00,53698,Port Adelaide,4.6,6.6,9.8,12.11,83,Adelaide,3.3,7.9,11.1,15.1,100,4.0,8.0,142.0,1.0,12.0,136.9,Saturday,4
2017R0307,2017,3,2017-04-09,15.1,10.6,14.2,Docklands,1900-01-01 13:10:00,23097,St Kilda,4.4,7.1,9.16,14.23,107,Brisbane Lions,1.2,5.4,9.8,11.1,76,10.0,4.0,94.2,13.0,4.0,82.2,Sunday,4
2017R0308,2017,3,2017-04-09,15.1,10.6,14.2,M.C.G.,1900-01-01 15:20:00,48022,Carlton,1.5,3.1,5.14,7.15,57,Essendon,3.1,4.3,6.4,6.6,42,14.0,4.0,80.8,7.0,8.0,115.9,Sunday,4
2017R0309,2017,3,2017-04-09,26.6,18.4,1.0,Carrara,1900-01-01 16:40:00,14728,Gold Coast,3.3,7.8,17.1,21.13,139,Hawthorn,2.3,3.6,6.1,7.11,53,11.0,4.0,94.2,18.0,0.0,63.3,Sunday,4
2017R0401,2017,4,2017-04-13,26.8,12.9,0.0,Subiaco,1900-01-01 18:10:00,38063,West Coast,2.2,5.9,9.1,13.13,91,Sydney,2.2,4.3,7.4,10.5,65,5.0,12.0,123.3,16.0,0.0,80.1,Thursday,4
2017R0402,2017,4,2017-04-14,17.8,11.4,0.0,Docklands,1900-01-01 16:20:00,42814,North Melbourne,2.4,4.7,8.11,12.14,86,Western Bulldogs,2.2,2.8,7.15,12.17,89,17.0,0.0,80.0,6.0,12.0,106.9,Friday,4
2017R0403,2017,4,2017-04-15,16.6,10.1,0.0,M.C.G.,1900-01-01 13:45:00,27829,Melbourne,2.5,9.7,9.1,15.14,104,Fremantle,3.2,6.4,13.8,16.1,106,8.0,8.0,105.4,12.0,8.0,74.1,Saturday,4
2017R0404,2017,4,2017-04-15,20.0,5.5,0.2,Manuka Oval,1900-01-01 16:35:00,9185,Greater Western Sydney,4.5,8.7,11.1,16.16,112,Port Adelaide,4.2,8.8,11.14,11.15,81,4.0,12.0,133.7,7.0,8.0,119.7,Saturday,4
2017R0405,2017,4,2017-04-15,16.6,10.1,0.0,Docklands,1900-01-01 19:25:00,24968,Carlton,2.4,6.6,7.7,12.1,82,Gold Coast,3.0,6.1,13.3,17.6,108,14.0,4.0,79.3,9.0,8.0,102.0,Saturday,4
2017R0406,2017,4,2017-04-15,22.7,8.8,0.0,Adelaide Oval,1900-01-01 19:10:00,47492,Adelaide,9.2,15.6,17.7,24.9,153,Essendon,3.2,7.2,10.9,13.1,88,2.0,16.0,146.2,11.0,8.0,92.7,Saturday,4
2017R0407,2017,4,2017-04-16,22.2,8.6,0.0,Docklands,1900-01-01 15:20:00,36650,Collingwood,2.6,3.7,5.8,7.13,55,St Kilda,1.3,4.7,8.12,9.15,69,13.0,4.0,86.7,10.0,8.0,98.9,Sunday,4
2017R0408,2017,4,2017-04-16,26.6,16.4,0.0,Gabba,1900-01-01 16:40:00,21669,Brisbane Lions,3.2,4.3,8.6,10.7,67,Richmond,5.6,10.9,13.14,17.17,119,15.0,4.0,75.1,3.0,16.0,141.5,Sunday,4
2017R0409,2017,4,2017-04-17,18.4,11.9,0.0,M.C.G.,1900-01-01 15:20:00,62360,Hawthorn,2.0,2.6,4.1,6.12,48,Geelong,2.7,5.12,9.14,20.14,134,18.0,0.0,56.0,1.0,16.0,148.0,Monday,4
2017R0501,2017,5,2017-04-21,21.8,18.3,12.4,Adelaide Oval,1900-01-01 19:20:00,43120,Port Adelaide,5.3,8.6,14.16,20.17,137,Carlton,1.4,2.9,2.9,6.11,47,6.0,12.0,140.1,16.0,4.0,67.1,Friday,4
2017R0502,2017,5,2017-04-22,21.9,15.9,5.5,Docklands,1900-01-01 13:45:00,31822,Western Bulldogs,3.7,5.13,9.18,17.2,122,Brisbane Lions,5.0,12.3,12.5,14.6,90,5.0,16.0,112.8,14.0,4.0,74.8,Saturday,4
2017R0503,2017,5,2017-04-22,25.0,17.6,16.8,Carrara,1900-01-01 16:35:00,12672,Gold Coast,2.2,4.3,8.5,13.8,86,Adelaide,7.6,11.9,17.12,23.15,153,12.0,8.0,89.2,1.0,20.0,152.4,Saturday,4
2017R0504,2017,5,2017-04-22,25.9,18.2,0.0,S.C.G.,1900-01-01 19:25:00,34824,Sydney,4.1,4.4,8.7,9.9,63,Greater Western Sydney,5.5,9.6,11.11,15.15,105,18.0,0.0,75.8,4.0,16.0,138.7,Saturday,4
2017R0505,2017,5,2017-04-22,28.6,15.3,0.0,Subiaco,1900-01-01 17:40:00,33319,Fremantle,2.3,2.6,4.1,9.13,67,North Melbourne,2.3,6.5,7.7,9.8,62,9.0,12.0,78.4,17.0,0.0,81.7,Saturday,4
2017R0506,2017,5,2017-04-23,22.3,13.5,5.4,Docklands,1900-01-01 15:20:00,33884,St Kilda,4.1,8.5,12.7,13.1,88,Geelong,6.1,8.3,11.8,19.12,126,11.0,8.0,91.5,2.0,20.0,147.0,Sunday,4
2017R0507,2017,5,2017-04-23,22.3,13.5,5.4,M.C.G.,1900-01-01 16:40:00,28997,Hawthorn,3.4,9.8,12.9,19.11,125,West Coast,2.2,5.5,7.8,11.9,75,15.0,4.0,70.4,7.0,12.0,105.9,Sunday,4
2017R0508,2017,5,2017-04-24,23.6,15.4,0.4,M.C.G.,1900-01-01 19:25:00,85657,Richmond,3.1,6.6,7.11,12.16,88,Melbourne,3.4,7.6,11.7,11.9,75,3.0,20.0,136.7,10.0,8.0,101.7,Monday,4
2017R0509,2017,5,2017-04-25,18.3,15.6,27.8,M.C.G.,1900-01-01 15:20:00,87685,Essendon,4.3,6.6,11.9,15.1,100,Collingwood,1.2,5.9,9.12,11.16,82,8.0,12.0,97.9,13.0,4.0,85.7,Tuesday,4
2017R0601,2017,6,2017-04-28,16.5,-1.8,0.0,Manuka Oval,1900-01-01 19:50:00,14048,Greater Western Sydney,3.3,6.3,8.6,11.9,75,Western Bulldogs,2.4,6.12,7.17,9.19,73,2.0,20.0,133.3,7.0,16.0,110.5,Friday,4
2017R0602,2017,6,2017-04-29,20.9,7.0,0.0,York Park,1900-01-01 13:45:00,15571,Hawthorn,2.1,3.4,4.5,8.7,55,St Kilda,3.5,6.8,14.13,19.16,130,17.0,4.0,65.2,9.0,12.0,106.0,Saturday,4
2017R0603,2017,6,2017-04-29,19.1,13.6,0.0,M.C.G.,1900-01-01 14:10:00,32678,Carlton,1.3,5.4,10.7,15.7,97,Sydney,3.2,6.6,8.1,11.12,78,14.0,8.0,74.8,18.0,0.0,76.6,Saturday,4
2017R0604,2017,6,2017-04-29,26.3,15.3,0.0,Gabba,1900-01-01 16:35:00,13638,Brisbane Lions,2.2,3.4,7.5,10.7,67,Port Adelaide,7.4,11.11,18.14,22.18,150,16.0,4.0,68.4,5.0,16.0,152.2,Saturday,4
2017R0605,2017,6,2017-04-29,19.1,13.6,0.0,Docklands,1900-01-01 19:25:00,15431,North Melbourne,3.4,7.8,12.9,16.11,107,Gold Coast,4.4,7.6,11.8,14.1,94,15.0,4.0,86.7,13.0,8.0,89.0,Saturday,4
2017R0606,2017,6,2017-04-29,27.6,8.7,0.0,Subiaco,1900-01-01 18:10:00,40836,West Coast,7.2,10.5,13.6,16.7,103,Fremantle,1.2,3.2,6.4,9.8,62,6.0,16.0,113.1,11.0,12.0,75.2,Saturday,4
2017R0607,2017,6,2017-04-30,17.5,12.5,0.0,Docklands,1900-01-01 13:10:00,44040,Essendon,2.2,4.8,6.12,10.14,74,Melbourne,2.4,4.6,12.9,17.1,112,10.0,12.0,91.7,8.0,12.0,108.4,Sunday,4
2017R0608,2017,6,2017-04-30,17.5,12.5,0.0,M.C.G.,1900-01-01 15:20:00,46457,Geelong,3.1,5.4,8.7,11.12,78,Collingwood,3.5,7.9,13.12,15.17,107,3.0,20.0,131.9,12.0,8.0,93.3,Sunday,4
2017R0609,2017,6,2017-04-30,19.0,15.1,0.0,Adelaide Oval,1900-01-01 16:10:00,51069,Adelaide,5.0,11.6,18.11,21.14,140,Richmond,6.3,7.3,8.3,10.4,64,1.0,24.0,160.9,4.0,20.0,112.0,Sunday,4
2017R0701,2017,7,2017-05-05,19.9,3.8,0.0,Docklands,1900-01-01 19:50:00,21160,St Kilda,2.4,6.7,10.9,16.12,108,Greater Western Sydney,4.2,7.6,11.1,12.13,85,8.0,16.0,108.8,2.0,20.0,123.5,Friday,5
2017R0702,2017,7,2017-05-06,18.5,8.4,0.0,Bellerive Oval,1900-01-01 13:45:00,10064,North Melbourne,10.4,12.6,17.12,22.13,145,Adelaide,0.0,5.6,9.7,13.8,86,14.0,8.0,96.8,1.0,24.0,138.1,Saturday,5
2017R0703,2017,7,2017-05-06,19.8,9.9,0.0,M.C.G.,1900-01-01 14:10:00,70279,Collingwood,1.3,3.5,7.6,8.8,56,Carlton,3.4,6.5,11.5,12.7,79,15.0,8.0,90.4,13.0,12.0,80.6,Saturday,5
2017R0704,2017,7,2017-05-06,20.1,9.1,0.0,Adelaide Oval,1900-01-01 16:05:00,38333,Port Adelaide,2.3,5.7,7.13,12.15,87,West Coast,4.1,7.3,12.4,15.7,97,7.0,16.0,141.4,4.0,20.0,112.9,Saturday,5
2017R0705,2017,7,2017-05-06,19.8,9.9,0.0,Docklands,1900-01-01 19:25:00,46387,Western Bulldogs,1.1,4.6,8.11,11.14,80,Richmond,5.3,7.6,9.7,11.9,75,5.0,20.0,110.0,6.0,20.0,109.6,Saturday,5
2017R0706,2017,7,2017-05-06,24.1,15.9,0.0,Carrara,1900-01-01 19:25:00,13648,Gold Coast,5.5,9.9,12.11,18.16,124,Geelong,3.1,7.3,10.7,15.9,99,11.0,12.0,93.8,3.0,20.0,121.9,Saturday,5
2017R0707,2017,7,2017-05-07,21.0,14.5,0.2,S.C.G.,1900-01-01 13:10:00,25619,Sydney,7.5,12.1,17.13,20.15,135,Brisbane Lions,2.0,6.2,9.5,12.9,81,17.0,4.0,87.4,18.0,4.0,67.0,Sunday,5
2017R0708,2017,7,2017-05-07,14.8,7.2,2.0,M.C.G.,1900-01-01 15:20:00,38693,Melbourne,1.1,4.2,11.6,14.7,91,Hawthorn,5.4,8.7,11.7,14.1,94,10.0,12.0,106.7,16.0,8.0,69.5,Sunday,5
2017R0709,2017,7,2017-05-07,30.8,11.7,0.0,Subiaco,1900-01-01 14:40:00,33393,Fremantle,2.2,5.6,11.1,17.14,116,Essendon,4.3,7.7,11.12,11.13,79,9.0,16.0,83.6,12.0,12.0,87.8,Sunday,5
2017R0801,2017,8,2017-05-12,22.5,8.6,0.0,Subiaco,1900-01-01 18:10:00,38934,West Coast,4.2,8.6,9.1,9.15,69,Western Bulldogs,1.4,5.7,6.11,8.13,61,3.0,24.0,112.9,8.0,20.0,107.8,Friday,5
2017R0802,2017,8,2017-05-13,17.0,7.5,7.2,York Park,1900-01-01 13:45:00,10553,Hawthorn,4.3,7.7,11.11,17.11,113,Brisbane Lions,2.2,5.4,7.6,11.9,75,14.0,12.0,76.5,18.0,4.0,66.9,Saturday,5
2017R0803,2017,8,2017-05-13,15.8,8.3,0.0,Docklands,1900-01-01 14:10:00,38014,St Kilda,4.3,6.5,9.8,12.13,85,Carlton,4.0,6.1,9.3,10.6,66,6.0,20.0,110.7,13.0,12.0,80.2,Saturday,5
2017R0804,2017,8,2017-05-13,22.9,12.4,0.2,Sydney Showground,1900-01-01 16:35:00,11360,Greater Western Sydney,2.2,8.5,12.8,15.12,102,Collingwood,6.4,8.6,12.7,15.9,99,2.0,24.0,120.5,17.0,8.0,91.4,Saturday,5
2017R0805,2017,8,2017-05-13,15.8,8.3,0.0,M.C.G.,1900-01-01 19:25:00,57173,Essendon,6.2,9.4,14.7,17.8,110,Geelong,1.5,3.8,7.9,13.15,93,11.0,16.0,91.4,5.0,20.0,116.5,Saturday,5
