GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Day,Month
2014R1308,2014,13,2014-06-15,14.8,8.3,1.2,Docklands,1900-01-01 15:20:00,28339,Collingwood,3.2,9.4,12.6,15.8,98,Western Bulldogs,4.2,9.5,13.6,16.1,106,6.0,32.0,118.6,13.0,16.0,84.8,Sunday,6
2014R1309,2014,13,2014-06-15,14.8,8.3,1.2,M.C.G.,1900-01-01 16:40:00,44626,Essendon,2.4,5.12,8.12,10.17,77,Melbourne,0.3,3.3,7.6,12.6,78,9.0,24.0,105.9,14.0,16.0,78.5,Sunday,6
2014R1401,2014,14,2014-06-20,14.8,8.6,0.0,M.C.G.,1900-01-01 19:50:00,34648,Richmond,4.2,6.4,7.6,7.9,51,Sydney,1.2,4.2,7.5,9.8,62,16.0,12.0,92.5,3.0,40.0,135.4,Friday,6
2014R1402,2014,14,2014-06-21,16.4,12.3,4.6,Adelaide Oval,1900-01-01 13:15:00,34258,Port Adelaide,3.1,7.5,13.9,19.14,128,Western Bulldogs,3.5,5.5,6.7,8.8,56,1.0,44.0,148.5,13.0,16.0,80.8,Saturday,6
2014R1403,2014,14,2014-06-21,15.5,10.8,0.6,M.C.G.,1900-01-01 14:10:00,70516,Hawthorn,4.3,7.7,12.1,17.13,115,Collingwood,3.1,6.4,9.7,13.8,86,2.0,40.0,145.7,6.0,32.0,113.6,Saturday,6
2014R1404,2014,14,2014-06-21,25.8,14.9,0.0,Carrara,1900-01-01 16:40:00,18236,Gold Coast,3.2,5.6,10.12,17.16,118,Geelong,5.1,6.7,9.7,11.12,78,8.0,32.0,105.8,5.0,36.0,106.4,Saturday,6
2014R1405,2014,14,2014-06-21,19.8,10.9,0.2,Subiaco,1900-01-01 17:40:00,25152,Fremantle,2.2,9.3,12.7,15.15,105,Brisbane Lions,0.1,0.1,2.3,3.4,22,4.0,36.0,134.2,17.0,12.0,59.9,Saturday,6
2014R1406,2014,14,2014-06-21,15.5,10.8,0.6,Docklands,1900-01-01 19:40:00,30948,Essendon,7.0,9.2,11.1,15.11,101,Adelaide,2.6,5.7,9.7,14.8,92,9.0,28.0,106.2,11.0,24.0,103.3,Saturday,6
2014R1407,2014,14,2014-06-22,18.6,8.0,0.6,Sydney Showground,1900-01-01 13:10:00,9059,Greater Western Sydney,5.1,10.2,13.4,15.1,100,Carlton,5.1,6.5,10.8,14.8,92,14.0,16.0,78.5,12.0,16.0,87.4,Sunday,6
2014R1408,2014,14,2014-06-22,15.4,7.5,0.2,Docklands,1900-01-01 15:20:00,17317,St Kilda,4.3,6.5,8.7,10.1,70,West Coast,3.2,8.6,12.1,15.13,103,18.0,12.0,59.3,10.0,24.0,112.2,Sunday,6
2014R1409,2014,14,2014-06-22,15.4,7.5,0.2,M.C.G.,1900-01-01 16:40:00,26615,Melbourne,3.0,6.0,8.4,10.6,66,North Melbourne,4.5,7.8,14.12,15.17,107,15.0,16.0,76.8,7.0,32.0,111.1,Sunday,6
2014R1501,2014,15,2014-06-27,13.6,8.2,0.0,Docklands,1900-01-01 19:50:00,43732,Geelong,5.1,8.4,8.6,13.11,89,Essendon,1.3,3.5,8.1,11.14,80,5.0,40.0,106.8,10.0,28.0,104.9,Friday,6
2014R1502,2014,15,2014-06-28,10.9,6.5,9.0,York Park,1900-01-01 13:45:00,13178,Hawthorn,2.5,9.6,14.11,17.14,116,Gold Coast,3.0,5.0,6.0,10.3,63,1.0,44.0,147.9,8.0,32.0,101.2,Saturday,6
2014R1503,2014,15,2014-06-28,13.0,9.0,0.0,Docklands,1900-01-01 14:10:00,28487,St Kilda,1.2,5.4,9.7,11.7,73,Richmond,6.2,10.4,13.7,18.9,117,18.0,12.0,59.6,13.0,16.0,96.5,Saturday,6
2014R1504,2014,15,2014-06-28,15.6,2.6,0.0,Subiaco,1900-01-01 14:40:00,40490,Fremantle,3.3,5.4,10.6,13.1,88,West Coast,4.2,5.9,5.12,11.15,81,4.0,40.0,132.0,11.0,24.0,110.6,Saturday,6
2014R1505,2014,15,2014-06-28,24.9,11.8,0.0,Gabba,1900-01-01 19:40:00,15862,Brisbane Lions,1.1,8.4,10.5,10.1,70,North Melbourne,3.5,4.7,6.9,9.12,66,17.0,16.0,61.9,7.0,32.0,110.0,Saturday,6
2014R1506,2014,15,2014-06-28,23.2,11.3,0.0,S.C.G.,1900-01-01 19:40:00,27778,Sydney,4.4,8.9,12.11,15.16,106,Greater Western Sydney,1.4,1.7,4.1,8.12,60,3.0,44.0,137.9,16.0,16.0,77.0,Saturday,6
2014R1507,2014,15,2014-06-29,11.8,8.0,2.4,Docklands,1900-01-01 13:10:00,24953,Western Bulldogs,4.1,7.4,10.4,14.7,91,Melbourne,1.3,3.4,10.5,13.7,85,12.0,20.0,82.4,15.0,16.0,78.1,Sunday,6
2014R1508,2014,15,2014-06-29,14.5,9.7,1.2,Adelaide Oval,1900-01-01 15:40:00,50552,Adelaide,3.5,6.6,9.12,14.15,99,Port Adelaide,5.3,7.1,7.14,10.16,76,9.0,28.0,105.0,2.0,44.0,141.9,Sunday,6
2014R1509,2014,15,2014-06-29,11.8,8.0,2.4,M.C.G.,1900-01-01 19:10:00,40939,Collingwood,6.3,8.8,10.12,13.13,91,Carlton,2.2,6.3,7.7,11.1,76,6.0,36.0,114.1,14.0,16.0,87.1,Sunday,6
2014R1601,2014,16,2014-07-04,11.1,7.3,0.0,Docklands,1900-01-01 19:50:00,35025,North Melbourne,5.3,7.6,14.7,16.12,108,Hawthorn,4.2,6.6,10.9,13.1,88,7.0,36.0,110.9,2.0,44.0,142.0,Friday,7
2014R1602,2014,16,2014-07-05,14.7,8.0,0.2,M.C.G.,1900-01-01 13:45:00,34577,Richmond,5.2,7.3,10.4,12.7,79,Brisbane Lions,3.3,4.5,6.1,7.12,54,12.0,20.0,98.6,17.0,16.0,62.3,Saturday,7
2014R1603,2014,16,2014-07-05,18.1,3.5,0.0,Sydney Showground,1900-01-01 14:10:00,8383,Greater Western Sydney,0.8,2.1,5.14,9.18,72,Adelaide,5.6,10.9,15.14,20.2,140,15.0,16.0,74.8,9.0,32.0,110.0,Saturday,7
2014R1604,2014,16,2014-07-05,23.8,14.2,1.2,Carrara,1900-01-01 16:40:00,24032,Gold Coast,2.2,5.3,8.7,11.14,80,Collingwood,4.3,6.8,6.13,10.15,75,8.0,36.0,101.5,6.0,36.0,112.7,Saturday,7
2014R1605,2014,16,2014-07-05,14.0,11.4,3.8,Adelaide Oval,1900-01-01 19:10:00,46786,Port Adelaide,1.4,2.8,4.14,7.18,60,Essendon,2.4,6.8,7.12,8.14,62,3.0,44.0,139.4,10.0,32.0,104.8,Saturday,7
2014R1606,2014,16,2014-07-05,31.2,19.2,0.0,Marrara Oval,1900-01-01 19:10:00,9290,Melbourne,0.2,1.5,3.7,4.1,34,Fremantle,2.1,6.3,13.5,15.7,97,16.0,16.0,74.7,4.0,44.0,137.3,Saturday,7
2014R1607,2014,16,2014-07-06,13.4,9.4,0.6,Docklands,1900-01-01 13:10:00,29297,Carlton,6.2,10.2,17.6,24.7,151,St Kilda,2.0,7.5,9.5,10.6,66,13.0,20.0,93.6,18.0,12.0,58.1,Sunday,7
2014R1608,2014,16,2014-07-06,19.7,14.7,1.2,Subiaco,1900-01-01 13:20:00,25076,West Coast,2.2,4.5,6.7,7.9,51,Sydney,3.4,5.12,7.14,10.19,79,11.0,24.0,107.7,1.0,48.0,138.8,Sunday,7
2014R1609,2014,16,2014-07-06,13.7,8.9,0.4,Kardinia Park,1900-01-01 16:40:00,24766,Geelong,3.3,7.5,9.8,10.9,69,Western Bulldogs,0.4,3.6,6.11,7.14,56,5.0,44.0,107.5,14.0,20.0,82.3,Sunday,7
2014R1701,2014,17,2014-07-11,15.5,6.4,0.2,Adelaide Oval,1900-01-01 19:20:00,50321,Adelaide,3.0,7.4,11.4,14.8,92,Hawthorn,4.3,8.4,13.9,15.14,104,10.0,32.0,108.4,3.0,48.0,139.9,Friday,7
2014R1702,2014,17,2014-07-12,10.8,5.9,5.2,M.C.G.,1900-01-01 13:45:00,36385,Melbourne,0.2,2.5,4.6,5.6,36,Geelong,3.7,11.1,12.13,14.18,102,16.0,16.0,71.8,4.0,48.0,112.4,Saturday,7
2014R1703,2014,17,2014-07-12,9.0,5.0,0.0,Bellerive Oval,1900-01-01 14:10:00,10641,North Melbourne,5.3,8.4,12.7,13.14,92,St Kilda,0.3,1.9,2.11,3.15,33,6.0,40.0,115.5,18.0,12.0,57.0,Saturday,7
2014R1704,2014,17,2014-07-12,25.3,15.2,0.0,Cazaly's Stadium,1900-01-01 16:40:00,9746,Western Bulldogs,5.1,5.5,7.12,13.16,94,Gold Coast,2.3,6.6,7.1,9.12,66,13.0,24.0,84.9,9.0,36.0,99.5,Saturday,7
2014R1705,2014,17,2014-07-12,18.5,5.8,0.0,S.C.G.,1900-01-01 19:40:00,34965,Sydney,2.4,6.6,16.1,18.14,122,Carlton,1.2,5.5,5.6,7.9,51,1.0,52.0,143.5,14.0,20.0,89.5,Saturday,7
2014R1706,2014,17,2014-07-12,22.6,2.6,0.0,Gabba,1900-01-01 19:40:00,13610,Brisbane Lions,1.1,4.3,6.6,9.1,64,West Coast,3.2,5.3,9.5,11.1,76,17.0,16.0,63.3,11.0,28.0,108.2,Saturday,7
2014R1707,2014,17,2014-07-13,13.4,2.7,3.6,Docklands,1900-01-01 13:10:00,21483,Richmond,4.2,11.6,14.7,19.12,126,Port Adelaide,3.3,8.4,12.6,16.1,106,12.0,24.0,100.1,5.0,44.0,133.9,Sunday,7
2014R1708,2014,17,2014-07-13,13.4,2.7,3.6,M.C.G.,1900-01-01 15:20:00,58996,Essendon,4.0,8.1,14.1,16.7,103,Collingwood,2.4,2.6,4.9,5.9,39,7.0,36.0,110.0,8.0,36.0,106.6,Sunday,7
2014R1709,2014,17,2014-07-13,19.3,3.9,0.0,Subiaco,1900-01-01 14:40:00,33597,Fremantle,4.1,9.5,14.5,21.1,136,Greater Western Sydney,1.3,4.5,7.6,9.6,60,2.0,48.0,142.5,15.0,16.0,72.5,Sunday,7
2014R1801,2014,18,2014-07-18,12.5,4.8,3.0,Docklands,1900-01-01 19:50:00,36689,Carlton,4.3,9.7,10.13,16.13,109,North Melbourne,3.0,7.4,11.4,13.8,86,13.0,24.0,91.5,6.0,40.0,112.5,Friday,7
2014R1802,2014,18,2014-07-19,12.8,6.6,0.8,Docklands,1900-01-01 16:40:00,16594,St Kilda,4.3,9.6,15.14,17.16,118,Fremantle,1.1,3.2,5.6,9.6,60,18.0,16.0,61.6,4.0,48.0,133.2,Saturday,7
2014R1803,2014,18,2014-07-19,16.2,6.1,0.0,Sydney Showground,1900-01-01 19:40:00,7697,Greater Western Sydney,2.4,4.6,7.9,12.15,87,Geelong,2.5,4.1,10.14,13.16,94,16.0,16.0,73.5,3.0,52.0,112.1,Saturday,7
2014R1804,2014,18,2014-07-20,14.9,3.6,0.0,Adelaide Oval,1900-01-01 12:40:00,37894,Port Adelaide,4.4,7.6,8.9,10.12,72,Melbourne,2.3,5.5,8.7,10.9,69,5.0,48.0,132.4,17.0,16.0,73.0,Sunday,7
2014R1805,2014,18,2014-07-20,13.4,6.7,0.0,Docklands,1900-01-01 16:40:00,34476,Western Bulldogs,3.3,8.6,12.8,14.1,94,Essendon,4.2,7.5,10.7,15.11,101,14.0,24.0,85.4,7.0,40.0,109.8,Sunday,7
2014R1806,2014,18,2014-07-25,19.5,11.0,1.4,Subiaco,1900-01-01 18:40:00,32270,West Coast,2.1,4.1,5.4,6.6,42,Richmond,3.2,5.6,7.8,8.11,59,11.0,28.0,106.6,12.0,28.0,101.3,Friday,7
2014R1807,2014,18,2014-07-26,22.7,12.2,0.0,Gabba,1900-01-01 16:40:00,27167,Brisbane Lions,7.7,10.11,14.14,16.14,110,Gold Coast,1.2,3.3,6.6,8.8,56,15.0,20.0,67.7,10.0,36.0,96.0,Saturday,7
2014R1808,2014,18,2014-07-26,15.2,10.4,0.8,M.C.G.,1900-01-01 19:40:00,72768,Hawthorn,2.7,4.8,11.11,15.14,104,Sydney,2.3,5.9,9.14,13.16,94,2.0,52.0,138.0,1.0,52.0,138.8,Saturday,7
2014R1809,2014,18,2014-07-27,16.0,6.2,1.8,M.C.G.,1900-01-01 16:40:00,41486,Collingwood,3.0,5.4,8.8,12.1,82,Adelaide,5.5,7.8,9.13,14.14,98,9.0,36.0,105.0,8.0,36.0,109.0,Sunday,7
2014R1901,2014,19,2014-07-31,16.7,7.7,1.6,Subiaco,1900-01-01 18:10:00,35401,Fremantle,5.1,6.5,8.7,12.11,83,Carlton,4.2,4.6,8.11,11.12,78,4.0,52.0,131.5,13.0,24.0,91.6,Thursday,7
2014R1902,2014,19,2014-08-01,19.8,15.6,0.0,S.C.G.,1900-01-01 19:50:00,36804,Sydney,5.3,7.8,9.8,11.13,79,Essendon,1.1,3.4,6.6,8.9,57,2.0,56.0,138.8,7.0,40.0,107.7,Friday,8
2014R1903,2014,19,2014-08-02,12.9,1.9,1.6,Adelaide Oval,1900-01-01 13:10:00,49470,Adelaide,6.0,9.2,15.7,16.9,105,West Coast,5.5,10.8,14.11,20.16,136,10.0,36.0,106.3,11.0,32.0,108.2,Saturday,8
2014R1904,2014,19,2014-08-02,12.0,2.4,11.2,M.C.G.,1900-01-01 16:40:00,23095,Richmond,3.2,8.5,10.1,13.11,89,Greater Western Sydney,2.3,2.7,6.1,8.14,62,12.0,32.0,103.1,16.0,16.0,73.3,Saturday,8
2014R1905,2014,19,2014-08-02,12.0,2.4,11.2,Docklands,1900-01-01 19:40:00,32564,North Melbourne,2.7,3.1,8.14,10.19,79,Geelong,2.6,8.8,11.12,16.15,111,6.0,40.0,109.3,3.0,56.0,113.7,Saturday,8
2014R1906,2014,19,2014-08-02,19.9,11.4,0.0,Carrara,1900-01-01 19:40:00,12027,Gold Coast,2.5,5.7,11.12,17.15,117,St Kilda,1.3,4.6,7.9,9.1,64,9.0,40.0,99.4,18.0,16.0,61.1,Saturday,8
2014R1907,2014,19,2014-08-03,13.6,-1.7,0.0,Docklands,1900-01-01 13:10:00,18079,Melbourne,3.3,4.8,5.13,6.15,51,Brisbane Lions,3.3,4.3,5.6,11.8,74,17.0,16.0,72.8,15.0,24.0,70.0,Sunday,8
2014R1908,2014,19,2014-08-03,12.7,-1.0,0.0,York Park,1900-01-01 15:20:00,14187,Hawthorn,5.2,7.6,11.7,16.11,107,Western Bulldogs,2.1,2.5,5.7,6.9,45,1.0,56.0,141.1,14.0,24.0,82.8,Sunday,8
2014R1909,2014,19,2014-08-03,13.6,-1.7,0.0,M.C.G.,1900-01-01 16:40:00,32807,Collingwood,2.3,6.6,9.7,11.1,76,Port Adelaide,1.0,5.7,8.8,10.1,70,8.0,40.0,105.1,5.0,48.0,130.2,Sunday,8
2014R2001,2014,20,2014-08-08,15.7,9.9,3.4,M.C.G.,1900-01-01 19:50:00,58032,Richmond,1.2,7.4,9.8,14.11,95,Essendon,3.2,6.4,8.7,11.11,77,12.0,36.0,104.1,8.0,40.0,105.9,Friday,8
2014R2002,2014,20,2014-08-09,13.3,-4.5,0.2,Manuka Oval,1900-01-01 13:45:00,10211,Greater Western Sydney,1.4,6.5,6.6,7.9,51,North Melbourne,4.1,7.3,15.6,19.12,126,17.0,16.0,71.4,6.0,44.0,114.0,Saturday,8
2014R2003,2014,20,2014-08-09,13.6,6.3,0.0,Docklands,1900-01-01 14:10:00,28840,Carlton,4.2,11.6,12.1,14.13,97,Gold Coast,1.1,4.2,5.6,8.1,58,13.0,28.0,94.0,10.0,40.0,97.2,Saturday,8
2014R2004,2014,20,2014-08-09,13.6,6.3,0.0,M.C.G.,1900-01-01 16:40:00,37088,Hawthorn,4.4,10.8,15.8,17.13,115,Melbourne,2.1,4.5,7.8,9.11,65,1.0,60.0,142.6,16.0,16.0,71.6,Saturday,8
2014R2005,2014,20,2014-08-09,17.7,7.0,0.0,Adelaide Oval,1900-01-01 19:10:00,50087,Port Adelaide,2.3,3.7,5.12,7.16,58,Sydney,2.2,5.6,8.9,12.12,84,5.0,48.0,126.7,2.0,60.0,139.1,Saturday,8
2014R2006,2014,20,2014-08-09,16.3,2.8,0.0,Kardinia Park,1900-01-01 19:40:00,26885,Geelong,4.2,7.4,11.6,12.9,81,Fremantle,1.4,5.5,7.6,11.13,79,3.0,60.0,113.1,4.0,52.0,129.4,Saturday,8
2014R2007,2014,20,2014-08-10,24.6,11.6,0.0,Gabba,1900-01-01 13:10:00,19657,Brisbane Lions,4.0,6.3,7.7,9.9,63,Adelaide,6.3,12.11,16.14,25.18,168,15.0,24.0,67.1,7.0,40.0,112.4,Sunday,8
2014R2008,2014,20,2014-08-10,12.0,8.4,2.2,Docklands,1900-01-01 15:20:00,30095,St Kilda,3.1,7.4,10.6,15.9,99,Western Bulldogs,7.4,10.6,13.1,18.14,122,18.0,16.0,62.3,14.0,28.0,85.0,Sunday,8
2014R2009,2014,20,2014-08-10,24.0,12.4,0.0,Subiaco,1900-01-01 14:40:00,36458,West Coast,6.5,9.7,15.1,19.12,126,Collingwood,2.1,7.2,8.4,10.6,66,11.0,36.0,111.8,9.0,40.0,100.9,Sunday,8
2014R2101,2014,21,2014-08-15,16.8,1.6,0.0,Docklands,1900-01-01 19:50:00,38812,Carlton,1.4,5.6,9.1,11.1,76,Geelong,3.2,6.5,8.13,11.16,82,13.0,28.0,94.0,2.0,64.0,112.8,Friday,8
2014R2102,2014,21,2014-08-16,16.8,7.9,0.0,S.C.G.,1900-01-01 13:45:00,31361,Sydney,6.3,8.8,15.9,19.13,127,St Kilda,1.1,2.4,5.7,8.8,56,1.0,64.0,142.7,18.0,16.0,61.3,Saturday,8
2014R2103,2014,21,2014-08-16,18.5,14.2,1.8,Carrara,1900-01-01 14:10:00,10042,Gold Coast,3.2,4.3,5.4,7.5,47,Port Adelaide,1.5,2.8,4.12,7.14,56,11.0,40.0,96.8,5.0,52.0,126.5,Saturday,8
2014R2104,2014,21,2014-08-16,12.7,4.1,0.6,Docklands,1900-01-01 16:40:00,35905,Essendon,2.1,4.5,9.7,11.11,77,West Coast,2.4,8.4,11.6,11.8,74,7.0,44.0,105.8,12.0,36.0,111.1,Saturday,8
2014R2105,2014,21,2014-08-16,13.6,10.6,0.0,Adelaide Oval,1900-01-01 19:10:00,50459,Adelaide,2.3,4.1,5.13,9.15,69,Richmond,5.1,7.5,8.14,10.19,79,8.0,40.0,111.2,9.0,40.0,104.5,Saturday,8
2014R2106,2014,21,2014-08-16,12.7,4.1,0.6,M.C.G.,1900-01-01 19:40:00,32929,Collingwood,4.3,5.3,6.6,8.8,56,Brisbane Lions,6.1,10.7,15.11,18.15,123,10.0,40.0,96.9,15.0,28.0,71.5,Saturday,8
2014R2107,2014,21,2014-08-17,14.2,7.0,0.8,Docklands,1900-01-01 13:10:00,27164,North Melbourne,5.2,8.2,12.5,17.9,111,Western Bulldogs,1.0,5.6,7.11,8.13,61,6.0,48.0,116.7,14.0,28.0,83.2,Sunday,8
2014R2108,2014,21,2014-08-17,14.2,7.0,0.8,M.C.G.,1900-01-01 15:20:00,17227,Melbourne,2.4,2.9,2.11,3.16,34,Greater Western Sydney,2.1,6.4,10.7,15.8,98,17.0,16.0,69.5,16.0,20.0,74.8,Sunday,8
2014R2109,2014,21,2014-08-17,26.9,11.1,0.0,Subiaco,1900-01-01 14:40:00,38506,Fremantle,3.0,10.3,15.6,17.8,110,Hawthorn,4.7,10.9,11.11,13.13,91,4.0,56.0,128.8,3.0,60.0,138.5,Sunday,8
2014R2201,2014,22,2014-08-22,21.0,10.6,0.0,Adelaide Oval,1900-01-01 19:20:00,52505,Port Adelaide,5.6,9.12,16.15,20.2,140,Carlton,1.2,2.4,3.7,5.7,37,5.0,56.0,132.4,13.0,28.0,89.3,Friday,8
2014R2202,2014,22,2014-08-23,17.9,6.7,0.0,Bellerive Oval,1900-01-01 13:45:00,10702,North Melbourne,4.3,5.6,9.12,14.17,101,Adelaide,2.3,5.7,10.11,13.16,94,6.0,52.0,116.2,11.0,40.0,110.2,Saturday,8
2014R2203,2014,22,2014-08-23,19.5,5.0,0.0,Docklands,1900-01-01 14:10:00,33281,Essendon,3.2,7.6,11.9,16.12,108,Gold Coast,2.3,4.6,10.8,13.11,89,7.0,48.0,106.7,12.0,40.0,96.0,Saturday,8
2014R2204,2014,22,2014-08-23,18.4,7.6,0.0,Sydney Showground,1900-01-01 16:40:00,10851,Greater Western Sydney,3.4,6.6,8.11,9.13,67,Collingwood,2.3,5.5,7.7,11.9,75,16.0,20.0,75.3,9.0,44.0,97.4,Saturday,8
2014R2205,2014,22,2014-08-23,21.5,6.6,0.0,Subiaco,1900-01-01 17:40:00,35083,West Coast,6.1,9.5,16.9,18.11,119,Melbourne,1.1,3.3,5.4,8.5,53,10.0,40.0,114.7,17.0,16.0,67.9,Saturday,8
2014R2206,2014,22,2014-08-23,19.5,5.0,0.0,M.C.G.,1900-01-01 19:40:00,72216,Hawthorn,2.2,3.2,9.7,14.1,94,Geelong,3.2,8.3,9.3,11.5,71,2.0,64.0,138.3,3.0,64.0,110.8,Saturday,8
2014R2207,2014,22,2014-08-24,22.8,14.0,6.0,Gabba,1900-01-01 13:10:00,17473,Brisbane Lions,0.4,2.5,4.8,6.12,48,Fremantle,4.8,9.1,10.13,15.16,106,15.0,28.0,70.1,4.0,60.0,131.9,Sunday,8
2014R2208,2014,22,2014-08-24,16.3,8.8,0.8,Docklands,1900-01-01 15:20:00,22430,Western Bulldogs,1.2,5.5,7.1,9.13,67,Sydney,7.3,11.5,17.7,20.1,130,14.0,28.0,81.2,1.0,68.0,145.1,Sunday,8
2014R2209,2014,22,2014-08-24,16.3,8.8,0.8,M.C.G.,1900-01-01 16:40:00,47200,Richmond,6.0,8.3,13.5,15.8,98,St Kilda,2.2,4.7,5.9,10.12,72,8.0,44.0,105.8,18.0,16.0,61.8,Sunday,8
2014R2301,2014,23,2014-08-29,14.8,6.0,0.0,M.C.G.,1900-01-01 19:50:00,48980,Collingwood,2.3,4.6,5.8,8.8,56,Hawthorn,1.4,8.8,12.9,18.13,121,11.0,44.0,94.1,2.0,68.0,140.8,Friday,8
2014R2302,2014,23,2014-08-30,20.5,9.0,0.0,M.C.G.,1900-01-01 13:45:00,56663,Carlton,6.3,7.4,11.4,14.6,90,Essendon,1.3,9.6,11.11,13.12,90,13.0,30.0,89.7,7.0,50.0,106.3,Saturday,8
2014R2303,2014,23,2014-08-30,18.7,14.7,51.2,Subiaco,1900-01-01 13:10:00,38209,Fremantle,3.3,7.5,13.8,16.9,105,Port Adelaide,3.3,7.6,9.1,14.13,97,4.0,64.0,130.4,5.0,56.0,129.9,Saturday,8
2014R2304,2014,23,2014-08-30,17.2,11.9,0.6,Stadium Australia,1900-01-01 16:40:00,31227,Sydney,2.1,4.3,7.6,9.11,65,Richmond,5.3,6.4,8.5,10.8,68,1.0,68.0,142.9,8.0,48.0,105.8,Saturday,8
2014R2305,2014,23,2014-08-30,18.9,5.6,0.0,Kardinia Park,1900-01-01 19:40:00,24659,Geelong,5.2,11.6,16.13,21.17,143,Brisbane Lions,2.4,7.5,10.6,12.9,81,3.0,68.0,113.8,15.0,28.0,69.3,Saturday,8
2014R2306,2014,23,2014-08-30,20.5,9.0,0.0,Docklands,1900-01-01 19:40:00,17174,North Melbourne,4.3,8.5,13.9,19.9,123,Melbourne,4.3,8.5,9.7,14.9,93,6.0,56.0,117.0,17.0,16.0,68.4,Saturday,8
2014R2307,2014,23,2014-08-31,23.4,13.4,0.0,Carrara,1900-01-01 13:10:00,11840,Gold Coast,6.3,9.6,11.8,15.9,99,West Coast,6.2,9.8,20.1,23.13,151,12.0,40.0,93.7,9.0,44.0,116.9,Sunday,8
2014R2308,2014,23,2014-08-31,22.8,9.9,0.0,Adelaide Oval,1900-01-01 14:50:00,44969,Adelaide,4.2,11.5,15.5,22.9,141,St Kilda,2.2,3.3,8.7,9.8,62,10.0,44.0,114.1,18.0,16.0,60.8,Sunday,8
2014R2309,2014,23,2014-08-31,20.8,11.3,0.0,Docklands,1900-01-01 16:40:00,14725,Western Bulldogs,2.4,5.8,11.14,15.19,109,Greater Western Sydney,4.0,10.4,12.6,18.7,115,14.0,28.0,81.9,16.0,24.0,76.7,Sunday,8
2015R0101,2015,1,2015-04-02,17.9,10.9,0.4,M.C.G.,1900-01-01 19:20:00,83493,Carlton,4.7,6.9,6.12,11.12,78,Richmond,2.3,7.1,9.13,15.15,105,16.0,0.0,74.3,3.0,4.0,134.6,Thursday,4
2015R0102,2015,1,2015-04-04,23.8,7.8,0.0,M.C.G.,1900-01-01 13:40:00,27013,Melbourne,2.5,7.7,12.9,17.13,115,Gold Coast,1.2,3.6,8.8,13.11,89,4.0,4.0,129.2,15.0,0.0,77.4,Saturday,4
2015R0103,2015,1,2015-04-04,19.3,16.7,23.0,Stadium Australia,1900-01-01 16:35:00,23274,Sydney,0.1,1.7,3.8,10.12,72,Essendon,4.3,5.5,9.6,9.6,60,5.0,4.0,120.0,14.0,0.0,83.3,Saturday,4
2015R0104,2015,1,2015-04-04,28.5,21.0,0.4,Gabba,1900-01-01 18:20:00,31240,Brisbane Lions,2.3,3.5,7.6,11.8,74,Collingwood,3.3,7.6,12.11,12.14,86,13.0,0.0,86.0,6.0,4.0,116.2,Saturday,4
2015R0105,2015,1,2015-04-04,23.8,7.8,0.0,Docklands,1900-01-01 19:20:00,22366,Western Bulldogs,4.0,7.5,11.6,14.13,97,West Coast,3.1,7.1,12.2,14.3,87,8.0,4.0,111.5,11.0,0.0,89.7,Saturday,4
2015R0106,2015,1,2015-04-05,20.2,7.9,0.0,Docklands,1900-01-01 13:10:00,18794,St Kilda,3.0,5.2,7.5,11.12,78,Greater Western Sydney,3.5,7.9,9.12,12.15,87,12.0,0.0,89.7,7.0,4.0,111.5,Sunday,4
2015R0107,2015,1,2015-04-05,20.9,14.2,0.0,Adelaide Oval,1900-01-01 14:50:00,45607,Adelaide,6.4,12.1,15.12,21.14,140,North Melbourne,2.1,3.1,9.4,9.9,63,1.0,4.0,222.2,18.0,0.0,45.0,Sunday,4
2015R0108,2015,1,2015-04-05,30.4,17.3,0.0,Subiaco,1900-01-01 16:40:00,34099,Fremantle,2.1,5.3,7.5,11.9,75,Port Adelaide,2.5,5.5,7.8,10.8,68,9.0,4.0,110.3,10.0,0.0,90.7,Sunday,4
2015R0109,2015,1,2015-04-06,19.2,9.0,0.0,M.C.G.,1900-01-01 15:20:00,73584,Hawthorn,3.3,9.7,16.13,17.21,123,Geelong,4.3,5.3,6.6,8.13,61,2.0,4.0,201.6,17.0,0.0,49.6,Monday,4
2015R0201,2015,2,2015-04-10,24.1,19.1,12.4,Subiaco,1900-01-01 18:10:00,34588,West Coast,4.1,7.8,14.1,20.11,131,Carlton,6.1,6.1,7.6,9.8,62,7.0,4.0,137.1,16.0,0.0,59.3,Friday,4
2015R0202,2015,2,2015-04-11,24.9,9.3,0.0,M.C.G.,1900-01-01 13:45:00,49945,Richmond,2.3,3.6,6.8,9.12,66,Western Bulldogs,3.5,5.8,10.13,12.13,85,9.0,4.0,104.9,5.0,8.0,119.0,Saturday,4
2015R0203,2015,2,2015-04-11,22.3,6.0,0.0,Manuka Oval,1900-01-01 14:10:00,8811,Greater Western Sydney,0.2,2.6,11.8,15.11,101,Melbourne,4.2,7.3,7.6,8.8,56,3.0,8.0,140.3,13.0,4.0,90.0,Saturday,4
