GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Day,Month,MinutesSinceMidnight,finalPosition,finalPoints,finalPercentage,finalAPosition,finalAPoints,finalAPercentage
2015R0302,2015,3,2015-04-18,21.8,12.4,7.0,2,1900-01-01 13:45:00,54854,3,2.4,5.7,7.12,11.18,84,5,3.4,10.4,14.6,16.9,105,17.0,0.0,65.7,8.0,8.0,104.7,5,4,825,18,16,64.8,15,24,74.0
2015R0303,2015,3,2015-04-18,19.3,13.6,0.0,18,1900-01-01 13:40:00,43713,1,3.1,5.3,9.4,12.8,80,11,3.4,4.6,6.9,7.13,55,1.0,12.0,171.3,12.0,4.0,83.7,5,4,820,7,54,115.7,13,28,77.0
2015R0304,2015,3,2015-04-18,29.4,20.2,1.0,8,1900-01-01 16:35:00,31966,16,4.3,10.6,14.12,16.15,111,9,1.6,3.13,7.15,12.18,90,2.0,12.0,141.8,7.0,8.0,113.5,5,4,995,4,64,127.1,11,44,99.0
2015R0305,2015,3,2015-04-18,21.8,12.4,7.0,5,1900-01-01 19:20:00,22586,12,2.0,5.4,11.7,16.9,105,13,3.3,8.6,12.9,17.11,113,11.0,4.0,99.0,13.0,4.0,82.7,5,4,1160,8,52,106.5,9,48,106.8
2015R0306,2015,3,2015-04-18,27.7,18.6,3.4,7,1900-01-01 19:20:00,22441,2,3.1,4.5,6.7,8.1,58,14,4.4,8.5,13.7,21.11,137,18.0,0.0,51.4,5.0,8.0,139.4,5,4,1160,17,16,67.5,5,60,123.1
2015R0307,2015,3,2015-04-19,14.8,4.3,2.2,13,1900-01-01 13:10:00,15559,10,2.3,11.6,14.7,19.13,127,18,2.1,6.1,8.6,8.9,57,4.0,8.0,166.3,9.0,8.0,85.4,6,4,790,3,64,158.4,6,56,115.1
2015R0308,2015,3,2015-04-19,15.0,8.1,5.4,11,1900-01-01 15:20:00,20813,7,5.3,7.6,13.8,16.9,105,8,6.5,8.12,9.15,13.18,96,15.0,4.0,70.0,16.0,0.0,80.6,6,4,920,10,48,101.1,16,18,72.9
2015R0309,2015,3,2015-04-19,28.2,14.3,0.0,4,1900-01-01 14:40:00,39138,17,0.4,3.5,6.7,12.9,81,6,9.2,14.5,16.7,17.9,111,10.0,4.0,110.7,3.0,12.0,138.8,6,4,880,2,66,148.2,1,68,118.7
2015R0401,2015,4,2015-04-24,21.1,12.7,0.0,2,1900-01-01 19:50:00,58175,14,3.5,5.9,6.13,6.15,51,11,4.2,6.5,10.9,12.11,83,9.0,8.0,118.1,12.0,8.0,96.3,4,4,1190,5,60,123.1,13,28,77.0
2015R0402,2015,4,2015-04-25,,,,17,1900-01-01 13:10:00,12125,15,5.3,8.6,10.8,12.9,81,3,1.2,6.4,12.9,18.13,121,15.0,4.0,77.6,14.0,4.0,81.8,5,4,790,14,26,78.4,18,16,64.8
2015R0403,2015,4,2015-04-25,14.6,10.6,0.0,2,1900-01-01 14:40:00,88395,5,2.0,4.8,5.1,6.13,49,4,3.2,4.9,7.12,9.15,69,11.0,8.0,97.0,3.0,12.0,128.3,5,4,880,15,24,74.0,12,40,106.3
2015R0404,2015,4,2015-04-25,17.4,4.5,0.0,12,1900-01-01 17:40:00,6917,9,4.4,8.8,12.18,16.23,119,8,1.2,4.6,5.8,7.11,53,2.0,12.0,133.2,17.0,0.0,70.9,5,4,1060,11,44,99.0,16,18,72.9
2015R0405,2015,4,2015-04-25,16.8,8.7,13.2,18,1900-01-01 19:10:00,49831,13,8.2,12.4,15.8,15.9,99,10,1.2,3.7,8.9,13.13,91,13.0,8.0,89.3,7.0,8.0,141.4,5,4,1150,9,48,106.8,3,64,158.4
2015R0406,2015,4,2015-04-25,23.2,11.9,0.0,4,1900-01-01 18:45:00,39009,6,4.2,9.3,9.4,11.8,74,16,1.1,1.3,5.8,8.12,60,1.0,16.0,135.3,4.0,12.0,125.0,5,4,1125,1,68,118.7,4,64,127.1
2015R0407,2015,4,2015-04-26,23.4,16.7,0.0,7,1900-01-01 13:10:00,16632,2,1.1,4.4,5.9,9.11,65,17,5.3,8.8,12.11,17.16,118,18.0,0.0,52.3,8.0,8.0,124.5,6,4,790,17,16,67.5,2,66,148.2
2015R0408,2015,4,2015-04-26,15.9,9.5,,11,1900-01-01 15:20:00,23452,7,4.3,4.6,6.8,9.13,67,12,1.2,5.4,7.8,12.11,83,16.0,4.0,72.2,10.0,8.0,103.5,6,4,920,10,48,101.1,8,52,106.5
2015R0409,2015,4,2015-04-26,15.1,9.5,,5,1900-01-01 16:40:00,19915,18,6.5,10.9,16.14,18.17,125,1,1.1,5.4,5.5,10.8,68,6.0,12.0,104.6,5.0,12.0,123.5,6,4,1000,6,56,115.1,7,54,115.7
2015R0501,2015,5,2015-05-01,22.8,5.5,0.0,2,1900-01-01 19:50:00,71759,3,1.1,2.3,5.6,6.9,45,4,4.4,8.9,14.11,18.12,120,17.0,4.0,72.0,2.0,16.0,147.5,4,5,1190,18,16,64.8,12,40,106.3
2015R0502,2015,5,2015-05-02,22.0,13.0,0.0,2,1900-01-01 13:45:00,45228,14,0.5,2.6,6.8,11.1,76,7,2.2,7.4,9.9,12.13,85,11.0,8.0,111.8,14.0,8.0,78.4,5,5,825,5,60,123.1,10,48,101.1
2015R0503,2015,5,2015-05-02,23.6,16.3,9.0,8,1900-01-01 14:10:00,25541,16,2.5,4.9,8.1,10.13,73,18,5.1,6.8,10.9,11.11,77,6.0,12.0,118.3,3.0,16.0,104.8,5,5,850,4,64,127.1,6,56,115.1
2015R0504,2015,5,2015-05-02,25.7,15.2,83.6,3,1900-01-01 16:35:00,12464,8,2.3,7.9,14.1,18.1,118,2,2.3,3.5,7.8,7.12,54,15.0,4.0,86.9,18.0,0.0,51.0,5,5,995,16,18,72.9,17,16,67.5
2015R0505,2015,5,2015-05-02,22.0,13.0,0.0,5,1900-01-01 19:20:00,38077,12,3.1,4.3,7.8,10.1,70,10,6.4,7.8,12.13,19.16,130,12.0,8.0,90.6,4.0,12.0,149.9,5,5,1160,8,52,106.5,3,64,158.4
2015R0506,2015,5,2015-05-02,21.8,11.2,0.0,4,1900-01-01 17:40:00,34554,17,4.2,9.4,12.1,18.12,120,9,3.4,3.4,4.8,4.9,33,5.0,12.0,145.9,8.0,12.0,102.9,5,5,1060,2,66,148.2,11,44,99.0
2015R0507,2015,5,2015-05-03,18.8,7.1,0.0,2,1900-01-01 13:10:00,22892,11,2.2,5.4,6.8,6.14,50,6,5.3,8.6,11.8,18.1,118,13.0,8.0,81.8,1.0,20.0,151.1,6,5,790,13,28,77.0,1,68,118.7
2015R0508,2015,5,2015-05-03,18.8,7.1,0.0,5,1900-01-01 15:20:00,29869,15,2.6,6.7,10.1,11.14,80,5,3.2,6.6,9.11,11.16,82,16.0,4.0,80.8,9.0,12.0,98.2,6,5,920,14,26,78.4,15,24,74.0
2015R0509,2015,5,2015-05-03,20.6,11.0,0.0,18,1900-01-01 16:10:00,49617,1,2.3,4.8,9.11,13.13,91,13,5.1,8.1,12.6,18.7,115,7.0,12.0,111.4,10.0,12.0,96.7,6,5,970,7,54,115.7,9,48,106.8
2015R0601,2015,6,2015-05-08,16.7,9.3,0.2,2,1900-01-01 19:50:00,52152,4,1.3,2.6,6.9,8.11,59,7,7.1,11.4,12.8,15.1,100,3.0,16.0,126.7,12.0,12.0,88.4,4,5,1190,12,40,106.3,10,48,101.1
2015R0602,2015,6,2015-05-09,15.5,11.3,0.0,9,1900-01-01 13:45:00,17544,12,3.2,6.8,13.1,16.13,109,14,2.1,5.8,6.11,10.14,74,9.0,12.0,97.9,13.0,8.0,102.2,5,5,825,8,52,106.5,5,60,123.1
2015R0603,2015,6,2015-05-09,19.4,11.4,0.0,5,1900-01-01 14:10:00,29619,18,3.3,10.4,11.6,13.9,87,15,2.2,2.3,9.6,14.1,94,7.0,16.0,102.5,14.0,8.0,84.8,5,5,850,6,56,115.1,14,26,78.4
2015R0604,2015,6,2015-05-09,21.1,8.2,0.0,15,1900-01-01 16:35:00,13556,9,2.2,7.4,11.5,16.12,108,10,4.5,6.6,12.9,14.14,98,6.0,16.0,104.3,8.0,12.0,136.4,5,5,995,11,44,99.0,3,64,158.4
2015R0605,2015,6,2015-05-09,23.7,14.0,0.0,3,1900-01-01 17:10:00,12464,8,3.3,4.4,6.9,11.12,78,1,5.2,9.4,14.7,18.11,119,16.0,4.0,82.8,5.0,16.0,117.8,5,5,1030,16,18,72.9,7,54,115.7
2015R0606,2015,6,2015-05-09,19.4,11.4,0.0,2,1900-01-01 19:20:00,26894,11,1.1,1.3,4.5,7.8,50,16,4.3,7.7,11.9,12.16,88,15.0,8.0,77.6,4.0,16.0,125.6,5,5,1160,13,28,77.0,4,64,127.1
2015R0607,2015,6,2015-05-09,23.4,7.9,0.0,4,1900-01-01 18:10:00,37535,6,4.3,9.4,12.6,12.8,80,5,2.1,3.3,3.6,7.1,52,1.0,24.0,151.5,11.0,12.0,92.4,5,5,1090,1,68,118.7,15,24,74.0
2015R0608,2015,6,2015-05-10,15.7,12.0,10.6,5,1900-01-01 15:20:00,20273,3,3.2,6.4,9.7,11.9,75,2,3.1,5.4,10.9,12.12,84,17.0,4.0,74.3,18.0,4.0,57.9,6,5,920,18,16,64.8,17,16,67.5
2015R0609,2015,6,2015-05-10,18.1,14.6,2.0,18,1900-01-01 16:10:00,38508,13,3.4,7.6,8.6,10.8,68,17,3.4,4.7,8.11,11.12,78,10.0,12.0,95.3,2.0,16.0,141.1,6,5,970,9,48,106.8,2,66,148.2
2015R0701,2015,7,2015-05-15,13.9,10.4,2.0,5,1900-01-01 19:50:00,43972,5,5.0,6.3,8.1,12.1,82,12,2.6,7.9,9.13,13.15,93,11.0,12.0,91.7,9.0,16.0,99.8,4,5,1190,15,24,74.0,8,52,106.5
2015R0702,2015,7,2015-05-16,15.9,5.8,0.2,18,1900-01-01 13:15:00,43532,1,3.3,9.3,15.6,18.11,119,15,3.3,5.8,7.12,10.13,73,4.0,20.0,123.6,14.0,8.0,80.9,5,5,795,7,54,115.7,14,26,78.4
2015R0703,2015,7,2015-05-16,18.0,10.4,0.0,2,1900-01-01 14:10:00,41935,10,6.2,10.6,18.8,24.11,155,11,2.0,3.3,4.6,7.8,50,6.0,16.0,153.0,15.0,8.0,67.3,5,5,850,3,64,158.4,13,28,77.0
2015R0704,2015,7,2015-05-16,18.0,10.4,0.0,5,1900-01-01 16:35:00,16676,3,2.0,4.1,8.2,9.3,57,9,4.4,8.1,16.15,19.21,135,18.0,4.0,68.6,5.0,20.0,117.5,5,5,995,18,16,64.8,11,44,99.0
2015R0705,2015,7,2015-05-16,19.8,12.8,0.8,1,1900-01-01 19:20:00,28063,16,4.3,8.4,11.9,18.12,120,7,4.4,9.7,10.1,11.11,77,3.0,20.0,130.5,13.0,12.0,84.0,5,5,1160,4,64,127.1,10,48,101.1
2015R0706,2015,7,2015-05-16,15.8,12.6,4.0,4,1900-01-01 17:40:00,26964,17,3.3,7.6,19.6,21.9,135,8,1.1,1.2,2.6,6.7,43,2.0,20.0,156.6,17.0,4.0,73.6,5,5,1060,2,66,148.2,16,18,72.9
2015R0707,2015,7,2015-05-17,20.0,5.8,0.0,5,1900-01-01 13:10:00,18170,18,1.0,4.3,8.4,14.4,88,6,5.3,7.6,11.8,15.11,101,8.0,16.0,100.0,1.0,28.0,144.4,6,5,790,6,56,115.1,1,68,118.7
2015R0708,2015,7,2015-05-17,20.0,5.8,0.0,2,1900-01-01 15:20:00,59034,14,1.2,9.5,12.6,16.9,105,4,4.4,7.5,12.7,15.1,100,10.0,12.0,102.7,7.0,16.0,120.4,6,5,920,5,60,123.1,12,40,106.3
2015R0709,2015,7,2015-05-17,23.0,14.9,1.0,7,1900-01-01 16:40:00,15957,2,1.2,7.6,11.8,15.12,102,13,2.3,3.9,6.13,8.17,65,16.0,8.0,66.7,12.0,12.0,90.2,6,5,1000,17,16,67.5,9,48,106.8
2015R0801,2015,8,2015-05-22,15.0,8.7,0.4,5,1900-01-01 19:50:00,32032,7,6.1,11.5,18.6,22.8,140,3,2.4,5.7,8.8,9.9,63,10.0,16.0,96.0,18.0,4.0,64.9,4,5,1190,10,48,101.1,18,16,64.8
2015R0802,2015,8,2015-05-23,13.5,9.8,0.0,5,1900-01-01 13:45:00,23598,15,1.2,6.4,10.5,12.6,78,17,7.3,8.4,15.6,20.11,131,15.0,8.0,77.6,2.0,24.0,158.2,5,5,825,14,26,78.4,2,66,148.2
2015R0803,2015,8,2015-05-23,18.6,9.4,28.0,15,1900-01-01 14:10:00,9481,9,6.4,8.7,16.1,16.12,108,1,3.3,5.5,9.6,12.12,84,4.0,24.0,118.9,6.0,20.0,116.3,5,5,850,11,44,99.0,7,54,115.7
2015R0804,2015,8,2015-05-23,22.4,15.6,0.2,3,1900-01-01 16:35:00,16440,8,1.3,6.5,6.7,9.9,63,4,5.2,10.4,15.8,20.12,132,17.0,4.0,69.8,5.0,20.0,129.9,5,5,995,16,18,72.9,12,40,106.3
2015R0805,2015,8,2015-05-23,13.5,9.8,0.0,2,1900-01-01 19:20:00,63319,10,0.4,4.9,8.11,9.15,69,16,5.1,7.4,8.7,11.7,73,7.0,16.0,145.8,3.0,24.0,127.4,5,5,1160,3,64,158.4,4,64,127.1
2015R0806,2015,8,2015-05-23,22.2,6.6,0.0,4,1900-01-01 17:40:00,35836,6,5.3,9.8,13.11,17.13,115,12,1.1,4.4,5.6,5.12,42,1.0,32.0,155.3,12.0,16.0,90.4,5,5,1060,1,68,118.7,8,52,106.5
2015R0807,2015,8,2015-05-24,17.3,5.1,0.0,5,1900-01-01 13:10:00,36857,5,5.2,9.5,16.9,21.1,136,2,5.3,8.6,10.6,12.6,78,9.0,16.0,101.9,16.0,8.0,65.2,6,5,790,15,24,74.0,17,16,67.5
2015R0808,2015,8,2015-05-24,17.3,5.1,0.0,2,1900-01-01 15:20:00,29381,11,3.3,7.5,10.1,15.13,103,18,2.3,3.9,8.9,9.1,64,14.0,12.0,75.3,11.0,16.0,94.6,6,5,920,13,28,77.0,6,56,115.1
2015R0809,2015,8,2015-05-24,17.1,5.7,0.0,18,1900-01-01 16:10:00,44451,13,0.3,3.6,4.1,5.13,43,14,3.4,7.5,7.5,11.1,76,13.0,12.0,86.6,8.0,16.0,107.6,6,5,970,9,48,106.8,5,60,123.1
2015R0901,2015,9,2015-05-29,21.1,15.7,0.4,8,1900-01-01 19:50:00,32105,16,5.2,9.4,15.8,19.8,122,3,1.4,2.4,5.5,9.8,62,3.0,28.0,134.5,18.0,4.0,63.2,4,5,1190,4,64,127.1,18,16,64.8
2015R0902,2015,9,2015-05-30,14.1,7.3,3.8,13,1900-01-01 13:45:00,11320,10,3.0,6.4,12.7,14.9,93,8,2.1,4.2,5.3,6.4,40,6.0,20.0,151.3,17.0,4.0,67.2,5,5,825,3,64,158.4,16,18,72.9
2015R0903,2015,9,2015-05-30,24.0,12.4,0.0,19,1900-01-01 13:40:00,4866,11,3.2,6.2,7.3,8.6,54,13,1.2,8.4,12.6,18.7,115,15.0,12.0,71.5,11.0,16.0,95.5,5,5,820,13,28,77.0,9,48,106.8
2015R0904,2015,9,2015-05-30,17.0,9.0,0.0,5,1900-01-01 16:35:00,16395,18,8.1,10.5,13.12,16.17,113,9,2.0,5.0,7.0,11.2,68,9.0,20.0,100.8,5.0,24.0,110.3,5,5,995,6,56,115.1,11,44,99.0
2015R0905,2015,9,2015-05-30,17.0,9.0,0.0,2,1900-01-01 19:20:00,83804,14,3.2,5.6,7.1,10.12,72,5,1.4,3.7,6.8,8.11,59,8.0,20.0,108.9,10.0,16.0,99.9,5,5,1160,5,60,123.1,15,24,74.0
2015R0906,2015,9,2015-05-30,15.7,8.4,0.0,18,1900-01-01 19:10:00,45518,1,3.4,4.9,7.12,7.15,57,6,3.1,4.3,9.4,10.8,68,7.0,20.0,113.4,1.0,36.0,151.6,5,5,1150,7,54,115.7,1,68,118.7
2015R0907,2015,9,2015-05-31,26.1,16.1,0.0,7,1900-01-01 13:10:00,16898,2,7.1,8.2,11.6,13.8,86,15,2.3,9.6,12.9,16.12,108,16.0,8.0,66.8,14.0,12.0,82.0,6,5,790,17,16,67.5,14,26,78.4
2015R0908,2015,9,2015-05-31,17.2,9.6,0.0,2,1900-01-01 15:20:00,43452,4,1.2,4.3,13.5,17.1,112,12,4.4,10.6,10.9,14.11,95,4.0,24.0,128.2,13.0,16.0,89.7,6,5,920,12,40,106.3,8,52,106.5
2015R0909,2015,9,2015-05-31,22.4,5.2,0.0,4,1900-01-01 14:40:00,37676,17,2.6,4.17,9.21,16.24,120,7,3.1,5.2,9.3,10.4,64,2.0,28.0,161.2,12.0,16.0,89.9,6,5,880,2,66,148.2,10,48,101.1
2015R1001,2015,10,2015-06-05,23.4,9.2,0.0,4,1900-01-01 18:10:00,38019,6,3.1,5.2,8.5,10.1,70,14,8.1,12.3,13.4,15.7,97,1.0,36.0,139.8,8.0,24.0,111.6,4,6,1090,1,68,118.7,5,60,123.1
2015R1002,2015,10,2015-06-06,16.8,8.6,0.4,2,1900-01-01 13:40:00,32035,3,4.1,6.2,11.3,14.6,90,1,6.3,8.9,10.13,14.15,99,17.0,4.0,65.7,7.0,24.0,113.0,5,6,820,18,16,64.8,7,54,115.7
2015R1003,2015,10,2015-06-06,22.1,9.7,0.0,3,1900-01-01 16:35:00,13068,8,2.2,2.6,4.8,5.11,41,16,5.5,9.8,10.11,13.15,93,18.0,4.0,65.2,2.0,32.0,140.4,5,6,995,16,18,72.9,4,64,127.1
2015R1004,2015,10,2015-06-06,16.8,8.6,0.4,5,1900-01-01 19:20:00,40632,5,0.5,0.6,3.9,7.11,53,7,3.1,9.5,15.6,19.8,122,13.0,16.0,91.5,10.0,20.0,98.2,5,6,1160,15,24,74.0,10,48,101.1
2015R1005,2015,10,2015-06-06,20.1,5.6,0.0,18,1900-01-01 19:10:00,40907,13,5.1,9.3,10.4,16.4,100,18,4.5,6.5,8.6,9.8,62,9.0,20.0,100.5,11.0,20.0,96.4,5,6,1150,9,48,106.8,6,56,115.1
2015R1006,2015,10,2015-06-07,21.7,5.7,0.0,15,1900-01-01 13:10:00,9079,9,1.3,7.5,10.8,14.13,97,2,2.1,4.3,6.6,10.7,67,5.0,28.0,113.0,16.0,8.0,67.0,6,6,790,11,44,99.0,17,16,67.5
2015R1007,2015,10,2015-06-07,19.8,10.7,0.2,9,1900-01-01 15:20:00,12011,12,4.4,5.4,9.6,13.7,85,17,1.4,5.11,7.12,10.15,75,12.0,20.0,91.6,3.0,28.0,152.4,6,6,920,8,52,106.5,2,66,148.2
2015R1008,2015,10,2015-06-07,13.7,10.4,0.0,5,1900-01-01 16:40:00,33886,15,2.3,3.5,7.8,10.9,69,10,4.5,8.1,14.11,20.12,132,14.0,12.0,78.3,6.0,24.0,155.2,6,6,1000,14,26,78.4,3,64,158.4
2015R1009,2015,10,2015-06-08,17.5,9.9,0.0,2,1900-01-01 15:20:00,66120,11,3.1,9.1,13.4,13.7,85,4,7.1,11.3,15.4,17.8,110,15.0,12.0,72.2,4.0,28.0,128.4,0,6,920,13,28,77.0,12,40,106.3
2015R1101,2015,11,2015-06-12,17.9,3.4,0.0,18,1900-01-01 19:20:00,46140,13,5.2,7.3,10.3,11.3,69,7,5.1,8.4,12.7,14.8,92,10.0,20.0,97.9,9.0,24.0,100.7,4,6,1160,9,48,106.8,10,48,101.1
2015R1102,2015,11,2015-06-13,20.4,15.9,2.0,3,1900-01-01 13:40:00,8911,8,2.0,3.1,5.2,7.4,46,6,1.3,3.7,5.11,6.17,53,17.0,4.0,66.2,1.0,40.0,138.2,5,6,820,16,18,72.9,1,68,118.7
2015R1103,2015,11,2015-06-13,17.8,8.3,0.0,4,1900-01-01 14:35:00,37306,17,2.5,7.7,9.8,14.12,96,5,2.0,3.2,5.7,6.1,46,3.0,32.0,155.9,13.0,16.0,87.0,5,6,875,2,66,148.2,15,24,74.0
2015R1104,2015,11,2015-06-13,17.9,3.4,0.0,5,1900-01-01 19:20:00,32127,12,3.4,4.6,8.11,10.15,75,16,4.3,9.5,12.7,14.7,91,12.0,20.0,90.8,2.0,36.0,138.4,5,6,1160,8,52,106.5,4,64,127.1
2015R1105,2015,11,2015-06-14,17.4,3.4,0.0,2,1900-01-01 13:10:00,43390,4,4.3,8.6,10.1,18.11,119,9,2.3,5.9,7.11,11.11,77,4.0,32.0,130.7,5.0,28.0,107.0,6,6,790,12,40,106.3,11,44,99.0
2015R1106,2015,11,2015-06-14,17.4,3.4,0.0,5,1900-01-01 16:40:00,25217,15,3.5,9.6,11.9,12.13,85,11,3.4,8.6,11.9,12.11,83,14.0,16.0,80.1,15.0,12.0,74.2,6,6,1000,14,26,78.4,13,28,77.0
2015R1201,2015,12,2015-06-18,16.5,10.5,2.8,18,1900-01-01 19:20:00,49108,1,4.1,7.2,11.7,12.13,85,10,6.2,9.6,13.9,17.12,114,7.0,24.0,108.4,5.0,28.0,152.9,3,6,1160,7,54,115.7,3,64,158.4
2015R1202,2015,12,2015-06-19,11.9,6.0,0.0,2,1900-01-01 19:50:00,45178,14,4.2,8.3,10.6,10.1,70,17,4.3,7.6,12.8,13.12,90,8.0,24.0,108.0,2.0,36.0,153.5,4,6,1190,5,60,123.1,2,66,148.2
2015R1203,2015,12,2015-06-20,11.8,2.8,0.0,2,1900-01-01 13:40:00,27693,3,4.2,10.3,15.7,17.8,110,13,4.3,9.5,11.8,16.1,106,16.0,8.0,69.0,12.0,20.0,97.8,5,6,820,18,16,64.8,9,48,106.8
2015R1204,2015,12,2015-06-20,16.3,6.9,0.2,15,1900-01-01 16:35:00,7824,9,1.4,4.8,8.12,8.13,61,12,6.2,10.4,13.5,18.9,117,6.0,28.0,101.0,11.0,24.0,96.3,5,6,995,11,44,99.0,8,52,106.5
2015R1205,2015,12,2015-06-20,11.8,2.8,0.0,5,1900-01-01 19:20:00,21129,18,5.3,8.6,13.11,22.14,146,2,2.1,5.3,8.5,11.8,74,9.0,24.0,104.2,17.0,8.0,65.1,5,6,1160,6,56,115.1,17,16,67.5
2015R1206,2015,12,2015-06-21,12.4,3.2,0.2,11,1900-01-01 15:20:00,28007,7,3.1,6.4,11.5,13.11,89,11,5.2,7.3,13.4,18.5,113,10.0,24.0,98.4,15.0,16.0,78.3,6,6,920,10,48,101.1,13,28,77.0
2015R1301,2015,13,2015-06-25,20.7,4.5,0.0,4,1900-01-01 18:10:00,37145,6,3.2,7.4,9.6,12.8,80,4,3.4,7.6,9.6,11.7,73,1.0,44.0,135.5,5.0,32.0,127.3,3,6,1090,1,68,118.7,12,40,106.3
2015R1302,2015,13,2015-06-26,17.9,10.1,9.2,8,1900-01-01 19:50:00,37579,16,3.4,8.7,10.8,11.11,77,14,2.4,3.5,10.1,14.11,95,3.0,36.0,131.7,6.0,28.0,109.3,4,6,1190,4,64,127.1,5,60,123.1
2015R1303,2015,13,2015-06-27,14.2,4.4,0.0,2,1900-01-01 13:40:00,62500,10,2.4,5.8,11.14,16.18,114,5,2.5,5.7,7.8,11.1,76,4.0,32.0,152.7,13.0,16.0,84.7,5,6,820,3,64,158.4,15,24,74.0
2015R1304,2015,13,2015-06-27,22.6,14.9,0.0,7,1900-01-01 16:35:00,18146,2,4.3,6.5,10.7,10.9,69,1,2.3,3.6,5.13,11.16,82,17.0,8.0,66.3,7.0,28.0,109.1,5,6,995,17,16,67.5,7,54,115.7
2015R1305,2015,13,2015-06-27,14.2,4.4,0.0,5,1900-01-01 19:20:00,26511,15,1.5,3.7,5.9,7.14,56,18,1.3,3.4,7.7,9.8,62,14.0,16.0,80.6,8.0,28.0,104.5,5,6,1160,14,26,78.4,6,56,115.1
2015R1306,2015,13,2015-06-28,14.2,8.2,0.0,5,1900-01-01 15:20:00,30207,3,3.3,8.7,11.14,14.19,103,8,5.5,6.7,8.9,9.15,69,16.0,12.0,73.2,18.0,4.0,66.3,6,6,920,18,16,64.8,16,18,72.9
2015R1401,2015,14,2015-07-02,17.2,6.1,0.0,8,1900-01-01 19:20:00,28316,16,4.1,8.5,12.7,14.1,94,13,4.1,6.6,8.7,12.12,84,3.0,40.0,129.8,12.0,20.0,97.1,3,7,1160,4,64,127.1,9,48,106.8
2015R1402,2015,14,2015-07-03,10.9,3.5,4.2,2,1900-01-01 19:50:00,75880,4,3.5,7.7,9.16,12.19,91,10,4.2,8.5,12.7,15.11,101,5.0,32.0,123.7,4.0,36.0,148.7,4,7,1190,12,40,106.3,3,64,158.4
2015R1403,2015,14,2015-07-04,9.9,7.0,1.6,2,1900-01-01 13:40:00,35968,14,1.4,3.7,5.12,10.18,78,9,2.3,4.6,8.9,10.9,69,6.0,32.0,109.5,9.0,28.0,100.2,5,7,820,5,60,123.1,11,44,99.0
2015R1404,2015,14,2015-07-04,21.7,12.0,0.0,3,1900-01-01 16:40:00,14444,8,2.3,5.5,11.9,19.11,125,12,0.4,3.6,6.9,10.1,70,17.0,8.0,72.4,11.0,24.0,92.2,5,7,1000,16,18,72.9,8,52,106.5
2015R1405,2015,14,2015-07-04,9.9,7.0,1.6,5,1900-01-01 19:30:00,31445,18,3.3,4.4,7.8,9.1,64,3,1.1,4.7,4.11,7.11,53,7.0,32.0,105.3,16.0,12.0,73.7,5,7,1170,6,56,115.1,18,16,64.8
2015R1406,2015,14,2015-07-04,31.4,17.9,0.0,14,1900-01-01 19:10:00,11873,11,2.4,5.5,8.6,9.6,60,17,5.4,7.8,10.14,16.18,114,15.0,16.0,76.0,2.0,40.0,156.0,5,7,1150,13,28,77.0,2,66,148.2
2015R1407,2015,14,2015-07-05,15.3,7.2,0.0,5,1900-01-01 13:10:00,38020,5,1.0,5.1,7.3,8.4,52,15,5.3,10.8,17.9,25.12,162,14.0,16.0,77.6,13.0,20.0,90.1,6,7,790,15,24,74.0,14,26,78.4
2015R1408,2015,14,2015-07-05,20.5,10.7,1.8,4,1900-01-01 14:40:00,32970,6,3.0,5.2,6.5,13.6,84,2,3.2,5.2,6.2,7.6,48,1.0,48.0,137.8,18.0,8.0,65.7,6,7,880,1,68,118.7,17,16,67.5
2015R1501,2015,15,2015-07-09,18.5,10.2,0.0,18,1900-01-01 19:20:00,44496,13,5.3,6.6,8.11,9.12,66,4,1.1,5.5,7.6,9.9,63,12.0,24.0,97.5,7.0,32.0,122.0,3,7,1160,9,48,106.8,12,40,106.3
2015R1502,2015,15,2015-07-10,14.0,7.3,0.0,2,1900-01-01 19:50:00,52564,14,2.2,4.5,8.7,10.11,71,3,1.4,2.7,4.9,5.11,41,5.0,36.0,112.0,16.0,12.0,72.9,4,7,1190,5,60,123.1,18,16,64.8
2015R1503,2015,15,2015-07-11,13.4,9.8,0.6,2,1900-01-01 13:40:00,38861,5,1.3,3.4,9.7,10.9,69,11,1.3,3.9,4.13,7.18,60,14.0,20.0,79.4,15.0,16.0,76.6,5,7,820,15,24,74.0,13,28,77.0
2015R1504,2015,15,2015-07-11,27.1,19.1,0.4,16,1900-01-01 16:35:00,9449,18,1.1,3.3,4.9,14.11,95,8,5.3,6.3,9.5,11.7,73,6.0,36.0,106.9,17.0,8.0,72.7,5,7,995,6,56,115.1,16,18,72.9
2015R1505,2015,15,2015-07-11,13.4,9.8,0.6,5,1900-01-01 19:20:00,31270,12,3.2,10.5,14.7,18.12,120,7,3.3,4.8,7.11,11.13,79,10.0,28.0,95.8,11.0,26.0,95.2,5,7,1160,8,52,106.5,10,48,101.1
