GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,homePosition,homePoints,homePercentage,awayPosition,awayPoints,awayPercentage,Home Odds,Away Odds,previous_game_home_win_loss,previous_game_away_win_loss,previous_game_home_position,previous_game_home_points,previous_game_home_percentage,previous_game_away_position,previous_game_away_points,previous_game_away_percentage,Rivalry,HomeTeamEncode,AwayTeamEncode,VenueEncode,StadiumCapacity,DayC,Day,Month,MinutesSinceMidnight,HomeProbability,AwayProbability,isFinal,CapacityUtilisation
2015R1903,2015,19,2015-08-08,12.3,8.2,0.0,Docklands,1900-01-01 14:10:00,20590,Western Bulldogs,2.2,9.7,12.13,19.14,128,Port Adelaide,3.3,3.5,6.7,9.1,64,4.0,48.0,117.1,12.0,32.0,98.7,1.7,2.15,1.0,1.0,5.0,44.0,113.1,12.0,32.0,102.9,0,18,13,4,53359,Saturday,5,8,850,0.5882352941176471,0.46511627906976744,0,0.3858767967915441
2015R1905,2015,19,2015-08-08,14.4,6.6,0.0,Kardinia Park,1900-01-01 19:20:00,27910,Geelong,3.4,6.4,9.9,14.11,95,Sydney,4.1,8.5,8.7,9.9,63,8.0,42.0,104.6,5.0,48.0,112.4,1.86,1.95,1.0,1.0,8.0,38.0,102.4,4.0,48.0,115.9,0,7,16,8,40000,Saturday,5,8,1160,0.5376344086021505,0.5128205128205129,0,0.69775
2015R1902,2015,19,2015-08-08,12.3,8.2,0.0,M.C.G.,1900-01-01 13:45:00,48133,Collingwood,3.2,7.7,9.9,16.9,105,Carlton,2.2,5.3,7.6,13.9,87,11.0,36.0,111.8,17.0,12.0,66.2,1.22,4.21,0.0,0.0,11.0,32.0,111.2,16.0,12.0,65.2,1,4,3,1,100024,Saturday,5,8,825,0.819672131147541,0.23752969121140144,0,0.48121450851795566
2015R1906,2015,19,2015-08-08,15.2,8.4,6.4,Subiaco,1900-01-01 17:40:00,34843,West Coast,5.3,6.5,9.6,11.8,74,Hawthorn,2.3,5.5,8.8,13.1,88,2.0,54.0,149.5,3.0,52.0,161.5,2.4,1.56,0.0,0.0,2.0,54.0,154.4,3.0,48.0,164.2,0,17,10,3,42922,Saturday,5,8,1060,0.4166666666666667,0.641025641025641,0,0.811774847397605
2015R1904,2015,19,2015-08-08,22.1,7.5,0.0,Gabba,1900-01-01 16:35:00,19920,Brisbane Lions,3.6,6.7,10.12,14.16,100,Gold Coast,3.4,6.8,13.11,17.12,114,18.0,8.0,64.3,16.0,14.0,76.2,2.57,1.51,0.0,0.0,18.0,8.0,62.7,17.0,10.0,74.0,0,2,8,6,42000,Saturday,5,8,995,0.38910505836575876,0.6622516556291391,0,0.4742857142857143
2015R1907,2015,19,2015-08-09,13.0,7.1,0.0,M.C.G.,1900-01-01 13:10:00,30695,Melbourne,2.0,6.4,11.6,14.8,92,North Melbourne,7.4,9.4,12.1,19.13,127,14.0,24.0,80.2,6.0,44.0,109.0,3.39,1.32,1.0,1.0,14.0,24.0,80.9,7.0,40.0,107.2,0,11,12,1,100024,Sunday,6,8,790,0.2949852507374631,0.7575757575757576,0,0.30687634967607774
2015R1908,2015,19,2015-08-09,17.7,3.3,0.0,Sydney Showground,1900-01-01 15:20:00,10093,Greater Western Sydney,2.4,3.5,8.7,14.9,93,Essendon,3.5,4.7,5.9,8.13,61,10.0,40.0,102.4,15.0,20.0,75.5,1.26,3.88,0.0,0.0,10.0,36.0,100.3,15.0,20.0,76.1,0,9,5,9,25000,Sunday,6,8,920,0.7936507936507936,0.2577319587628866,0,0.40372
2015R1909,2015,19,2015-08-09,13.0,7.1,0.0,Docklands,1900-01-01 16:40:00,16409,St Kilda,2.4,2.8,3.9,8.11,59,Fremantle,7.1,12.2,14.5,15.6,96,13.0,24.0,85.9,1.0,64.0,128.8,2.72,1.46,0.0,1.0,13.0,24.0,87.4,1.0,60.0,127.1,0,15,6,4,53359,Sunday,6,8,1000,0.3676470588235294,0.684931506849315,0,0.30752075563635
2015R2001,2015,20,2015-08-14,19.0,7.1,0.0,S.C.G.,1900-01-01 19:50:00,38408,Sydney,3.4,5.6,8.9,13.9,87,Collingwood,2.3,4.7,8.14,10.16,76,5.0,52.0,112.5,11.0,36.0,110.4,1.35,3.24,0.0,1.0,5.0,48.0,112.4,11.0,36.0,111.8,0,16,4,7,48000,Friday,4,8,1190,0.7407407407407407,0.30864197530864196,0,0.8001666666666667
2015R2002,2015,20,2015-08-15,14.7,9.4,0.0,Docklands,1900-01-01 13:45:00,25914,Essendon,4.3,4.6,6.1,8.11,59,Adelaide,3.3,9.6,16.8,27.9,171,15.0,20.0,71.8,8.0,46.0,111.4,3.54,1.3,0.0,1.0,15.0,20.0,75.5,9.0,42.0,104.5,0,5,1,4,53359,Saturday,5,8,825,0.2824858757062147,0.7692307692307692,0,0.4856537791187991
2015R2004,2015,20,2015-08-15,14.4,10.1,1.2,Adelaide Oval,1900-01-01 16:05:00,32436,Port Adelaide,5.5,9.1,11.13,16.15,111,Greater Western Sydney,3.6,8.6,12.9,13.12,90,12.0,36.0,100.0,10.0,40.0,100.9,1.26,3.91,0.0,1.0,12.0,32.0,98.7,10.0,40.0,102.4,0,13,9,10,53583,Saturday,5,8,965,0.7936507936507936,0.2557544757033248,0,0.6053412462908012
2015R2005,2015,20,2015-08-15,22.6,8.0,0.0,Gabba,1900-01-01 19:20:00,17744,Brisbane Lions,3.2,8.7,15.9,20.11,131,Carlton,6.3,6.7,9.1,9.13,67,17.0,12.0,68.8,18.0,12.0,65.2,1.64,2.27,0.0,0.0,18.0,8.0,64.3,17.0,12.0,66.2,0,2,3,6,42000,Saturday,5,8,1160,0.6097560975609756,0.44052863436123346,0,0.42247619047619045
2015R2006,2015,20,2015-08-15,14.7,9.4,0.0,M.C.G.,1900-01-01 19:20:00,55802,Geelong,3.2,6.7,10.8,12.13,85,Hawthorn,7.2,9.4,15.7,19.7,121,9.0,42.0,101.9,3.0,56.0,160.3,4.17,1.23,1.0,1.0,8.0,42.0,104.6,3.0,52.0,161.5,1,7,10,1,100024,Saturday,5,8,1160,0.23980815347721823,0.8130081300813008,0,0.5578861073342398
2015R2007,2015,20,2015-08-16,16.7,3.3,0.0,M.C.G.,1900-01-01 13:10:00,38508,Richmond,6.1,8.2,14.5,22.6,138,Gold Coast,2.0,5.3,7.3,8.7,55,6.0,48.0,114.5,16.0,14.0,73.6,1.12,6.34,0.0,1.0,7.0,44.0,108.9,16.0,14.0,76.2,0,14,8,1,100024,Sunday,6,8,790,0.8928571428571428,0.15772870662460567,0,0.38498760297528595
2015R2008,2015,20,2015-08-16,16.7,3.3,0.0,Docklands,1900-01-01 15:20:00,27805,Western Bulldogs,8.3,14.5,14.7,24.9,153,Melbourne,0.2,2.4,7.7,8.7,55,4.0,52.0,123.2,14.0,24.0,76.4,1.22,4.28,1.0,0.0,4.0,48.0,117.1,14.0,24.0,80.2,0,18,11,4,53359,Sunday,6,8,920,0.819672131147541,0.2336448598130841,0,0.5210929740062595
2015R2009,2015,20,2015-08-16,23.3,9.1,0.0,Subiaco,1900-01-01 14:40:00,41959,Fremantle,1.3,2.6,5.1,11.14,80,West Coast,7.2,8.7,11.12,15.14,104,1.0,64.0,124.7,2.0,58.0,148.3,1.64,2.26,1.0,0.0,1.0,64.0,128.8,2.0,54.0,149.5,1,6,17,3,42922,Sunday,6,8,880,0.6097560975609756,0.4424778761061947,0,0.9775639532174643
2015R2101,2015,21,2015-08-21,18.0,10.1,0.0,Docklands,1900-01-01 19:50:00,28657,Hawthorn,2.3,5.6,11.7,13.8,86,Port Adelaide,4.5,7.5,11.8,16.12,108,3.0,56.0,154.2,10.0,40.0,101.2,1.07,8.64,1.0,1.0,3.0,56.0,160.3,12.0,36.0,100.0,0,10,13,4,53359,Friday,4,8,1190,0.9345794392523364,0.11574074074074073,0,0.5370602897355647
2015R2102,2015,21,2015-08-22,19.3,9.9,0.0,M.C.G.,1900-01-01 13:45:00,63178,Collingwood,3.3,3.1,6.13,7.14,56,Richmond,7.3,10.6,14.9,23.9,147,12.0,36.0,104.2,5.0,52.0,120.2,2.92,1.41,0.0,1.0,11.0,36.0,110.4,6.0,48.0,114.5,1,4,14,1,100024,Saturday,5,8,825,0.3424657534246575,0.7092198581560284,0,0.6316284091817964
2015R2103,2015,21,2015-08-22,27.9,10.4,0.0,Sydney Showground,1900-01-01 14:10:00,19507,Greater Western Sydney,2.2,3.5,4.6,6.8,44,Sydney,6.0,7.5,14.8,20.13,133,11.0,40.0,95.7,4.0,56.0,118.2,2.53,1.52,0.0,1.0,10.0,40.0,100.9,5.0,52.0,112.5,0,9,16,9,25000,Saturday,5,8,850,0.3952569169960475,0.6578947368421053,0,0.78028
2015R2104,2015,21,2015-08-22,22.9,16.8,18.8,Carrara,1900-01-01 16:35:00,16253,Gold Coast,5.3,9.5,12.7,14.13,97,Essendon,4.1,7.7,11.7,14.11,95,16.0,18.0,75.0,15.0,20.0,73.1,1.52,2.52,0.0,0.0,16.0,14.0,73.6,15.0,20.0,71.8,0,8,5,2,25000,Saturday,5,8,995,0.6578947368421053,0.3968253968253968,0,0.65012
2015R2105,2015,21,2015-08-22,19.3,9.9,0.0,Docklands,1900-01-01 19:20:00,25245,St Kilda,5.4,8.7,11.9,14.13,97,Geelong,5.1,9.2,13.4,15.7,97,13.0,26.0,85.5,9.0,44.0,101.8,4.4,1.21,0.0,0.0,13.0,24.0,84.8,9.0,42.0,101.9,0,15,7,4,53359,Saturday,5,8,1160,0.22727272727272727,0.8264462809917356,0,0.4731160628947319
2015R2106,2015,21,2015-08-22,17.0,8.6,0.6,Adelaide Oval,1900-01-01 19:10:00,46609,Adelaide,2.3,10.4,14.6,20.11,131,Brisbane Lions,3.3,3.3,6.5,6.8,44,8.0,50.0,116.4,18.0,12.0,66.6,1.07,8.81,1.0,1.0,8.0,46.0,111.4,17.0,12.0,68.8,0,1,2,10,53583,Saturday,5,8,1150,0.9345794392523364,0.11350737797956867,0,0.869846779762238
2015R2107,2015,21,2015-08-23,16.5,5.7,0.0,Docklands,1900-01-01 13:10:00,23857,North Melbourne,3.2,6.5,9.8,14.1,94,Fremantle,7.2,8.6,10.8,12.11,83,7.0,52.0,110.9,1.0,64.0,122.2,1.66,2.23,1.0,0.0,7.0,48.0,110.8,1.0,64.0,124.7,0,12,6,4,53359,Sunday,6,8,790,0.6024096385542169,0.4484304932735426,0,0.44710358140145057
2015R2108,2015,21,2015-08-23,16.5,5.7,0.0,M.C.G.,1900-01-01 15:20:00,33962,Carlton,6.2,10.2,11.3,12.6,78,Melbourne,1.2,2.3,6.9,7.13,55,17.0,16.0,67.2,14.0,24.0,76.2,3.08,1.38,0.0,0.0,18.0,12.0,65.2,14.0,24.0,76.4,0,3,11,1,100024,Sunday,6,8,920,0.3246753246753247,0.7246376811594204,0,0.3395385107574182
2015R2109,2015,21,2015-08-23,18.8,5.2,0.0,Subiaco,1900-01-01 14:40:00,37733,West Coast,5.5,11.9,16.1,25.12,162,Western Bulldogs,3.2,9.5,12.6,13.7,85,2.0,62.0,150.8,6.0,52.0,116.1,1.3,3.56,1.0,1.0,2.0,58.0,148.3,4.0,52.0,123.2,0,17,18,3,42922,Sunday,6,8,880,0.7692307692307692,0.2808988764044944,0,0.8791062858207912
2015R2201,2015,22,2015-08-28,13.2,5.9,17.6,M.C.G.,1900-01-01 19:50:00,40582,Geelong,1.1,3.3,6.6,9.8,62,Collingwood,7.1,11.5,13.6,17.8,110,11.0,44.0,98.9,12.0,40.0,106.8,1.41,2.93,0.0,0.0,9.0,44.0,101.8,12.0,36.0,104.2,0,7,4,1,100024,Friday,4,8,1190,0.7092198581560284,0.341296928327645,0,0.40572262656962327
2015R2202,2015,22,2015-08-29,19.5,6.0,0.0,Sydney Showground,1900-01-01 13:45:00,9538,Greater Western Sydney,2.3,5.8,13.11,20.12,132,Carlton,2.4,4.9,5.9,7.9,51,10.0,44.0,100.4,17.0,16.0,65.6,1.2,4.59,0.0,1.0,11.0,40.0,95.7,17.0,16.0,67.2,0,9,3,9,25000,Saturday,5,8,825,0.8333333333333334,0.2178649237472767,0,0.38152
2015R2204,2015,22,2015-08-29,11.1,3.8,3.2,Docklands,1900-01-01 16:35:00,37299,North Melbourne,1.5,3.8,5.11,10.13,73,Western Bulldogs,1.3,5.5,7.1,14.12,96,8.0,52.0,109.1,6.0,56.0,116.8,1.63,2.27,1.0,0.0,7.0,52.0,110.9,6.0,52.0,116.1,0,12,18,4,53359,Saturday,5,8,995,0.6134969325153374,0.44052863436123346,0,0.6990198466987763
2015R2205,2015,22,2015-08-29,11.1,3.8,3.2,M.C.G.,1900-01-01 19:20:00,37864,Essendon,2.0,5.0,6.2,7.5,47,Richmond,1.4,4.1,7.12,10.14,74,15.0,20.0,72.7,5.0,56.0,121.4,6.35,1.12,0.0,1.0,15.0,20.0,73.1,5.0,52.0,120.2,1,5,14,1,100024,Saturday,5,8,1160,0.15748031496062992,0.8928571428571428,0,0.3785491482044309
2015R2206,2015,22,2015-08-29,22.5,13.3,0.2,Carrara,1900-01-01 19:20:00,9343,Gold Coast,2.2,4.3,6.5,7.9,51,Port Adelaide,2.6,6.9,10.11,12.16,88,16.0,18.0,74.3,9.0,44.0,103.2,3.22,1.35,1.0,1.0,16.0,18.0,75.0,10.0,40.0,101.2,0,8,13,2,25000,Saturday,5,8,1160,0.3105590062111801,0.7407407407407407,0,0.37372
2015R2207,2015,22,2015-08-30,16.2,6.2,0.0,Adelaide Oval,1900-01-01 12:40:00,52460,Adelaide,8.3,9.6,14.8,19.12,126,West Coast,0.1,5.4,6.6,10.9,69,7.0,54.0,119.1,2.0,62.0,143.0,2.01,1.78,1.0,1.0,8.0,50.0,116.4,2.0,62.0,150.8,0,1,17,10,53583,Sunday,6,8,760,0.49751243781094534,0.5617977528089888,0,0.9790418602915104
2015R2208,2015,22,2015-08-30,12.5,7.5,2.4,Docklands,1900-01-01 15:20:00,27856,St Kilda,1.5,3.9,4.12,4.14,38,Sydney,4.3,10.6,15.1,20.15,135,13.0,26.0,81.7,4.0,60.0,124.1,4.16,1.23,0.0,1.0,13.0,26.0,85.5,4.0,56.0,118.2,0,15,16,4,53359,Sunday,6,8,920,0.24038461538461536,0.8130081300813008,0,0.5220487640323095
2015R2209,2015,22,2015-08-30,18.7,13.8,15.6,Subiaco,1900-01-01 14:40:00,33529,Fremantle,5.1,11.3,14.5,17.6,108,Melbourne,0.1,4.2,6.5,8.6,54,1.0,68.0,125.1,14.0,24.0,74.7,1.07,8.37,0.0,0.0,1.0,64.0,122.2,14.0,24.0,76.2,0,6,11,3,42922,Sunday,6,8,880,0.9345794392523364,0.11947431302270013,0,0.7811611760868552
2015R2301,2015,23,2015-09-04,13.3,4.7,0.0,Docklands,1900-01-01 19:50:00,40461,Richmond,1.4,2.7,7.11,16.12,108,North Melbourne,2.3,4.5,6.6,10.7,67,5.0,60.0,123.1,8.0,52.0,106.5,1.08,8.03,1.0,0.0,5.0,56.0,121.4,8.0,52.0,109.1,0,14,12,4,53359,Friday,4,9,1190,0.9259259259259258,0.12453300124533002,0,0.7582788283138739
2015R2302,2015,23,2015-09-05,13.8,8.3,0.0,Kardinia Park,1900-01-01 13:05:00,26128,Geelong,5.6,8.9,11.11,17.17,119,Adelaide,1.3,3.8,9.12,11.14,80,10.0,48.0,101.1,7.0,54.0,115.7,2.16,1.69,0.0,1.0,11.0,44.0,98.9,7.0,54.0,119.1,0,7,1,8,40000,Saturday,5,9,785,0.4629629629629629,0.591715976331361,0,0.6532
2015R2303,2015,23,2015-09-05,23.6,12.0,0.0,Gabba,1900-01-01 13:45:00,15434,Brisbane Lions,2.5,8.12,14.15,19.16,130,Western Bulldogs,8.0,11.2,13.6,19.8,122,17.0,16.0,67.5,6.0,56.0,115.1,4.24,1.22,0.0,1.0,18.0,12.0,65.3,6.0,56.0,116.8,0,2,18,6,42000,Saturday,5,9,825,0.23584905660377356,0.819672131147541,0,0.36747619047619046
2015R2304,2015,23,2015-09-05,17.1,3.5,0.0,Adelaide Oval,1900-01-01 15:20:00,37922,Port Adelaide,1.3,9.4,13.8,18.14,122,Fremantle,4.4,4.4,7.4,8.5,53,9.0,48.0,106.8,1.0,68.0,118.7,1.06,8.64,1.0,1.0,9.0,44.0,103.2,1.0,68.0,125.1,0,13,6,10,53583,Saturday,5,9,920,0.9433962264150942,0.11574074074074073,0,0.7077244648489259
2015R2305,2015,23,2015-09-05,15.0,8.8,0.0,M.C.G.,1900-01-01 16:40:00,33182,Hawthorn,5.3,9.5,14.7,17.11,113,Carlton,1.2,4.5,5.7,8.8,56,3.0,64.0,158.4,18.0,16.0,64.8,1.01,14.36,1.0,0.0,3.0,60.0,156.8,17.0,16.0,65.6,0,10,3,1,100024,Saturday,5,9,1000,0.9900990099009901,0.06963788300835655,0,0.33174038230824604
2015R2306,2015,23,2015-09-05,19.4,11.1,0.0,S.C.G.,1900-01-01 19:25:00,25424,Sydney,6.3,9.7,11.11,19.13,127,Gold Coast,0.2,6.3,7.7,9.1,64,4.0,64.0,127.1,16.0,18.0,72.9,1.04,10.57,1.0,0.0,4.0,60.0,124.1,16.0,18.0,74.3,0,16,8,7,48000,Saturday,5,9,1165,0.9615384615384615,0.0946073793755913,0,0.5296666666666666
2015R2307,2015,23,2015-09-05,19.2,13.0,8.0,Subiaco,1900-01-01 17:40:00,36165,West Coast,4.4,7.7,13.14,18.17,125,St Kilda,2.1,3.5,4.5,4.6,30,2.0,66.0,148.2,14.0,26.0,78.4,1.04,10.33,0.0,0.0,2.0,62.0,143.0,13.0,26.0,81.7,0,17,15,3,42922,Saturday,5,9,1060,0.9615384615384615,0.0968054211035818,0,0.8425749033129863
2015R2308,2015,23,2015-09-06,15.5,3.2,0.0,Docklands,1900-01-01 13:10:00,8974,Melbourne,4.1,7.6,13.1,15.13,103,Greater Western Sydney,4.1,7.4,9.7,11.11,77,13.0,28.0,77.0,11.0,44.0,99.0,2.35,1.59,0.0,1.0,14.0,24.0,74.7,10.0,44.0,100.4,0,11,9,4,53359,Sunday,6,9,790,0.425531914893617,0.6289308176100629,0,0.1681815626229877
2015R2309,2015,23,2015-09-06,15.5,3.2,0.0,M.C.G.,1900-01-01 15:20:00,40270,Collingwood,4.2,8.3,12.5,14.8,92,Essendon,3.2,9.5,11.7,14.11,95,12.0,40.0,106.3,15.0,24.0,74.0,1.28,3.65,1.0,0.0,12.0,40.0,106.8,15.0,20.0,72.7,1,4,5,1,100024,Sunday,6,9,920,0.78125,0.273972602739726,0,0.4026033751899544
2015QF01,2015,-4,2015-09-11,21.2,10.4,8.0,Subiaco,1900-01-01 18:20:00,42663,West Coast,2.2,7.6,12.11,14.12,96,Hawthorn,2.3,2.4,4.9,9.1,64,2.0,66.0,148.2,3.0,56.0,160.3,2.39,1.57,1.0,1.0,2.0,66.0,148.2,3.0,64.0,158.4,0,17,10,3,42922,Friday,4,9,1100,0.41841004184100417,0.6369426751592356,1,0.9939657984250501
2015EF01,2015,-5,2015-09-12,21.6,12.3,0.0,M.C.G.,1900-01-01 19:20:00,60872,Western Bulldogs,4.6,7.1,10.16,14.18,102,Adelaide,6.3,9.6,13.9,16.13,109,4.0,52.0,123.2,7.0,54.0,115.7,1.9,1.9,0.0,0.0,6.0,56.0,115.1,7.0,54.0,115.7,0,18,1,1,100024,Saturday,5,9,1160,0.5263157894736842,0.5263157894736842,1,0.6085739422538591
2015QF02,2015,-4,2015-09-12,17.3,13.5,19.4,Subiaco,1900-01-01 13:20:00,40071,Fremantle,4.1,6.4,8.8,10.9,69,Sydney,1.6,2.11,5.13,7.18,60,1.0,68.0,125.1,4.0,60.0,124.1,1.33,3.35,0.0,1.0,1.0,68.0,118.7,4.0,64.0,127.1,0,6,16,3,42922,Saturday,5,9,800,0.7518796992481203,0.29850746268656714,1,0.933577186524393
2015EF02,2015,-5,2015-09-13,24.6,14.4,0.0,M.C.G.,1900-01-01 15:20:00,90186,Richmond,2.3,9.3,12.3,14.4,88,North Melbourne,1.6,6.8,11.13,15.15,105,5.0,60.0,123.1,8.0,52.0,106.5,1.58,2.38,1.0,0.0,5.0,60.0,123.1,8.0,52.0,106.5,0,14,12,1,100024,Sunday,6,9,920,0.6329113924050632,0.42016806722689076,1,0.9016436055346717
2015SF01,2015,-3,2015-09-18,14.4,8.2,1.6,M.C.G.,1900-01-01 19:50:00,70879,Hawthorn,8.4,11.6,16.7,21.9,135,Adelaide,2.2,4.3,6.7,8.13,61,3.0,64.0,158.4,7.0,54.0,115.7,1.3,3.56,0.0,1.0,,,,,,,0,10,1,1,100024,Friday,4,9,1190,0.7692307692307692,0.2808988764044944,1,0.708619931216508
2015PF01,2015,-2,2015-09-25,22.6,14.1,0.0,Subiaco,1900-01-01 18:20:00,41508,Fremantle,2.1,4.4,8.4,10.7,67,Hawthorn,5.2,7.2,11.3,15.4,94,1.0,68.0,125.1,3.0,56.0,160.3,2.25,1.65,1.0,1.0,,,,,,,0,6,10,3,42922,Friday,4,9,1100,0.4444444444444444,0.6060606060606061,1,0.9670565211313545
2015PF02,2015,-2,2015-09-26,23.2,10.2,0.0,Subiaco,1900-01-01 17:45:00,43080,West Coast,0.2,3.8,8.14,10.2,80,North Melbourne,3.4,4.7,5.11,7.13,55,2.0,66.0,148.2,8.0,52.0,106.5,1.19,4.74,1.0,1.0,,,,,,,0,17,12,3,42922,Saturday,5,9,1065,0.8403361344537815,0.21097046413502107,1,1.0036810959414753
2015GF01,2015,-1,2015-10-03,30.9,17.3,0.0,M.C.G.,1900-01-01 14:30:00,98632,West Coast,1.5,3.8,5.9,8.13,61,Hawthorn,5.0,9.3,14.5,16.11,107,2.0,66.0,148.2,3.0,56.0,160.3,2.39,1.58,1.0,1.0,,,,,,,0,17,10,1,100024,Saturday,5,10,870,0.41841004184100417,0.6329113924050632,1,0.9860833399984004
2016R0101,2016,1,2016-03-24,21.6,16.9,0.0,M.C.G.,1900-01-01 19:20:00,75706,Richmond,4.1,7.2,10.6,14.8,92,Carlton,4.4,5.7,11.9,12.11,83,7.0,4.0,110.8,12.0,0.0,90.2,1.23,4.11,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,1,14,3,1,100024,Thursday,3,3,1160,0.8130081300813008,0.24330900243309,0,0.7568783491961929
2016R0102,2016,1,2016-03-26,20.4,12.6,0.4,M.C.G.,1900-01-01 13:40:00,28505,Melbourne,5.0,5.4,6.5,12.8,80,Greater Western Sydney,3.4,6.8,8.14,10.18,78,9.0,4.0,102.6,10.0,0.0,97.5,2.45,1.55,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,11,9,1,100024,Saturday,5,3,820,0.4081632653061224,0.6451612903225806,0,0.2849816044149404
2016R0103,2016,1,2016-03-26,29.3,20.3,0.0,Carrara,1900-01-01 15:35:00,16239,Gold Coast,5.5,11.9,15.14,17.19,121,Essendon,1.0,5.1,7.5,9.6,60,3.0,4.0,201.7,16.0,0.0,49.6,1.14,5.93,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,8,5,2,25000,Saturday,5,3,935,0.8771929824561404,0.16863406408094436,0,0.64956
2016R0104,2016,1,2016-03-26,20.4,12.6,0.4,Docklands,1900-01-01 19:25:00,25485,North Melbourne,2.3,6.6,13.7,16.11,107,Adelaide,3.5,9.6,13.8,14.13,97,8.0,4.0,110.3,11.0,0.0,90.7,1.43,2.81,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,12,1,4,53359,Saturday,5,3,1165,0.6993006993006994,0.35587188612099646,0,0.47761389831143763
2016R0105,2016,1,2016-03-26,26.3,17.5,0.2,S.C.G.,1900-01-01 19:25:00,33857,Sydney,3.9,10.12,14.21,18.25,133,Collingwood,1.1,1.4,5.6,7.11,53,2.0,4.0,250.9,17.0,0.0,39.8,1.58,2.37,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,16,4,7,48000,Saturday,5,3,1165,0.6329113924050632,0.42194092827004215,0,0.7053541666666666
2016R0106,2016,1,2016-03-27,19.3,13.6,1.4,Docklands,1900-01-01 13:10:00,27832,Western Bulldogs,7.1,9.7,10.11,15.13,103,Fremantle,0.2,1.5,4.7,5.8,38,1.0,4.0,271.1,18.0,0.0,36.9,1.62,2.28,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,18,6,4,53359,Sunday,6,3,790,0.6172839506172839,0.4385964912280702,0,0.5215989804906389
2016R0107,2016,1,2016-03-27,22.5,15.3,0.0,Adelaide Oval,1900-01-01 14:50:00,42896,Port Adelaide,4.1,9.2,13.9,20.13,133,St Kilda,4.4,9.8,14.9,15.1,100,6.0,4.0,133.0,13.0,0.0,75.2,1.14,5.65,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,13,15,10,53583,Sunday,6,3,890,0.8771929824561404,0.17699115044247787,0,0.8005524140119068
2016R0108,2016,1,2016-03-27,23.0,16.9,6.6,Subiaco,1900-01-01 16:40:00,35201,West Coast,7.4,13.7,19.9,26.1,166,Brisbane Lions,5.2,7.4,11.7,15.12,102,4.0,4.0,162.7,15.0,0.0,61.4,1.03,11.96,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,0,17,2,3,42922,Sunday,6,3,1000,0.970873786407767,0.08361204013377926,0,0.8201155584548716
2016R0109,2016,1,2016-03-28,19.2,9.4,0.0,M.C.G.,1900-01-01 15:20:00,74218,Geelong,4.0,11.1,11.4,18.8,116,Hawthorn,1.3,5.7,10.12,12.14,86,5.0,4.0,134.9,14.0,0.0,74.1,2.12,1.71,-1.0,-1.0,9.0,0.0,0.0,9.0,0.0,0.0,1,7,10,1,100024,Monday,0,3,920,0.4716981132075471,0.5847953216374269,0,0.7420019195393106
2016R0201,2016,2,2016-04-01,27.1,13.9,0.0,M.C.G.,1900-01-01 19:50:00,72761,Collingwood,2.1,3.3,7.7,13.9,87,Richmond,2.2,3.8,7.12,12.14,86,14.0,4.0,63.9,10.0,4.0,104.7,2.04,1.78,0.0,1.0,17.0,0.0,39.8,7.0,4.0,110.8,1,4,14,1,100024,Friday,4,4,1190,0.49019607843137253,0.5617977528089888,0,0.7274354155002799
2016R0202,2016,2,2016-04-02,23.0,17.2,0.0,Adelaide Oval,1900-01-01 13:15:00,50555,Adelaide,6.4,13.5,19.7,22.12,144,Port Adelaide,1.2,4.8,7.12,11.2,86,5.0,4.0,124.9,12.0,4.0,89.8,1.94,1.86,0.0,1.0,11.0,0.0,90.7,6.0,4.0,133.0,1,1,13,10,53583,Saturday,5,4,795,0.5154639175257733,0.5376344086021505,0,0.9434895395927813
2016R0206,2016,2,2016-04-02,30.5,14.1,0.0,Subiaco,1900-01-01 16:40:00,34208,Fremantle,4.4,6.7,11.1,14.16,100,Gold Coast,4.3,11.6,16.9,19.12,126,17.0,0.0,60.3,3.0,8.0,154.4,1.23,4.14,0.0,1.0,18.0,0.0,36.9,3.0,4.0,201.7,0,6,8,3,42922,Saturday,5,4,1000,0.8130081300813008,0.24154589371980678,0,0.7969805694049672
2016R0203,2016,2,2016-04-02,19.8,15.7,0.0,M.C.G.,1900-01-01 14:10:00,50424,Essendon,2.2,7.7,8.1,11.14,80,Melbourne,1.4,6.4,7.7,10.7,67,13.0,4.0,74.5,11.0,4.0,93.0,5.76,1.14,0.0,1.0,16.0,0.0,49.6,9.0,4.0,102.6,0,5,11,1,100024,Saturday,5,4,850,0.1736111111111111,0.8771929824561404,0,0.504119011437255
