Year,Round,MaxTemp,Rainfall,StadiumCapacity,Rivalry,Venue,HomeTeam,AwayTeam,DayC,MinutesSinceMidnight,HomeProbability,previous_game_home_position,previous_game_away_position,previous_game_home_win_loss,previous_game_away_win_loss
-0.253877150128021,-1.0239861539143356,0.39273762358174197,-0.37005863885679924,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Port Adelaide,Geelong,Saturday,1.093651439397507,-0.5165560965662183,0.308604755017531,-1.0070745390169848,-0.927349266876903,0.9402982274263747
-1.4027208046463002,-1.1665268865437521,1.441573262516689,-0.37005863885679924,-0.5077962022458916,-0.31030002786051086,S.C.G.,Sydney,North Melbourne,Sunday,-0.5568892026756348,-0.2323146794139652,-1.2298345866492217,-0.6223006139946757,1.0783423632476334,0.9402982274263747
-0.5410880637575908,-1.0239861539143356,1.0919613828717072,0.9941611306510105,-0.5077962022458916,-0.31030002786051086,S.C.G.,Sydney,Western Bulldogs,Saturday,-1.003910626570444,1.1595855273117255,-1.0375296689408775,-0.6223006139946757,-0.927349266876903,0.9402982274263747
1.7565992452789678,1.5417470334151655,-0.9838591525203757,0.6606851869935458,-0.29085667939309595,-0.31030002786051086,Docklands,Collingwood,Brisbane Lions,Friday,1.3343552830331735,-0.47133149735783675,-1.6144444220659098,-1.391848464039294,1.0783423632476334,0.9402982274263747
0.03333376350154884,-0.8814454212849188,1.965991081984163,-0.37005863885679924,-0.7133604674159787,3.222687432208448,Subiaco,West Coast,Fremantle,Saturday,0.6466300155026977,0.7217693794678604,-0.46061491581584535,-0.04513972646121188,-0.927349266876903,0.9402982274263747
0.32054467713111867,1.5417470334151655,-0.32833687818603347,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Carlton,Adelaide,Saturday,1.1624239661505547,-1.6398317703899374,1.6547391789759396,0.532021161072252,-0.927349266876903,0.9402982274263747
-0.253877150128021,0.9715841028974985,-0.32833687818603347,0.14531327406837333,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Adelaide,Essendon,Sunday,-0.17864030553387314,1.6564635069810612,-0.6529198335241895,1.6863429361391795,-0.927349266876903,-1.0634923802175307
0.32054467713111867,-1.0239861539143356,1.3104688076498212,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,St Kilda,Greater Western Sydney,Saturday,-1.175841943453063,-1.1720516095908011,1.2701293435592513,-1.5842354265504488,-0.927349266876903,0.9402982274263747
0.03333376350154884,-1.4516083518025857,2.512259643929448,-0.37005863885679924,-0.7133604674159787,-0.31030002786051086,Subiaco,West Coast,St Kilda,Saturday,0.027677274725269593,1.1910295598597223,-1.0375296689408775,0.7244081235834066,1.0783423632476334,-1.0634923802175307
-0.253877150128021,1.3992063007857487,-0.2409339082747882,-0.06689869007728595,-1.4388671157772037,-0.31030002786051086,Sydney Showground,Greater Western Sydney,Fremantle,Saturday,-0.006708988651254196,1.6564635069810612,-0.8452247512325335,1.3015690111168703,-0.927349266876903,-1.0634923802175307
1.7565992452789678,-1.0239861539143356,0.28348391119268496,1.2063730947966698,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Essendon,Melbourne,Saturday,-0.3849578857930159,-1.1527154587641175,-1.0375296689408775,-1.1994615015281396,1.0783423632476334,0.9402982274263747
1.4693883316493979,0.5439619050092483,-1.333471032165358,-0.33974264397884785,-0.8316469547785219,-0.31030002786051086,Kardinia Park,Geelong,North Melbourne,Saturday,1.1624239661505547,1.6564635069810612,-1.4221395043575658,1.6863429361391795,1.0783423632476334,-1.0634923802175307
-0.253877150128021,-2.449393480208503,-0.8309039551756957,-0.37005863885679924,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Adelaide,North Melbourne,Saturday,1.0592651760209832,1.1595855273117255,-0.8452247512325335,-0.23752668897236648,-0.927349266876903,-1.0634923802175307
-0.8282989773871606,-0.45382322339666864,1.0264091554382728,-0.37005863885679924,-0.7133604674159787,-0.31030002786051086,Subiaco,Fremantle,Geelong,Saturday,0.44031243524355507,-0.12206621274517448,-0.2683099981075013,-1.1994615015281396,-0.927349266876903,0.9402982274263747
0.6077555907606885,0.40142117237983166,-0.5686950454419591,-0.30942664910089657,-0.022020073446946217,-0.31030002786051086,Perth Stadium,Fremantle,Carlton,Sunday,-0.522502939299111,1.1595855273117255,-0.2683099981075013,1.6863429361391795,-0.927349266876903,-1.0634923802175307
-0.253877150128021,0.40142117237983166,-0.06612796845229689,-0.37005863885679924,-0.5077962022458916,-0.31030002786051086,S.C.G.,Sydney,Western Bulldogs,Saturday,-0.006708988651254196,0.5406583830576293,-1.4221395043575658,-0.6223006139946757,1.0783423632476334,-1.0634923802175307
-1.4027208046463002,0.5439619050092483,-1.0712621224316214,-0.30942664910089657,-0.29085667939309595,-0.31030002786051086,Docklands,Melbourne,Fremantle,Saturday,-1.175841943453063,-1.1205048581465022,1.2701293435592513,0.532021161072252,-0.927349266876903,0.9402982274263747
-1.1155098910167305,-0.1687417581378352,-0.17538168084135386,-0.37005863885679924,-1.4388671157772037,-0.31030002786051086,Sydney Showground,Greater Western Sydney,Geelong,Saturday,-1.2102282068295867,-2.194737386118441,1.6547391789759396,-1.391848464039294,-0.927349266876903,0.9402982274263747
0.32054467713111867,-0.31128249076725195,-0.41573984809727954,-0.37005863885679924,-0.8316469547785219,-0.31030002786051086,Kardinia Park,Geelong,Carlton,Saturday,1.1624239661505547,1.427594477627362,-0.2683099981075013,1.6863429361391795,-0.927349266876903,-1.0634923802175307
1.7565992452789678,0.8290433702680818,-1.114963607387244,-0.37005863885679924,1.598205241473803,-0.31030002786051086,M.C.G.,Collingwood,Fremantle,Saturday,-1.175841943453063,1.463940031031015,-1.6144444220659098,0.9167950860945612,1.0783423632476334,-1.0634923802175307
0.6077555907606885,1.1141248355269153,1.1793643527829525,-0.37005863885679924,-0.7506842666453644,-0.31030002786051086,Gabba,Brisbane Lions,Western Bulldogs,Sunday,0.027677274725269593,0.6285307553900005,-1.2298345866492217,-0.04513972646121188,1.0783423632476334,0.9402982274263747
1.7565992452789678,1.684287766044582,1.2449165802163868,-0.37005863885679924,-0.022020073446946217,-0.31030002786051086,Perth Stadium,West Coast,Adelaide,Saturday,0.6466300155026977,-1.4751925548091354,1.4624342612675956,0.7244081235834066,1.0783423632476334,-1.0634923802175307
1.4693883316493979,-1.0239861539143356,-0.3720383631416569,1.6307970230879882,1.598205241473803,3.222687432208448,M.C.G.,Hawthorn,Geelong,Monday,-0.522502939299111,-1.1287094450962722,0.308604755017531,-0.8146875765058303,-0.927349266876903,0.9402982274263747
0.32054467713111867,-0.8814454212849188,-0.0005757410188625427,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Essendon,Melbourne,Sunday,-1.4165457870887295,-0.4620281512349698,0.6932145904342192,0.9167950860945612,-0.927349266876903,-1.0634923802175307
1.7565992452789678,0.8290433702680818,0.08682722889238273,-0.37005863885679924,-0.022020073446946217,-0.31030002786051086,Perth Stadium,West Coast,Richmond,Sunday,-0.7975930463113013,-1.8032675667131006,1.6547391789759396,0.532021161072252,-0.927349266876903,0.9402982274263747
0.32054467713111867,-0.02620102550841849,-0.4375905905750905,0.9941611306510105,-1.4388671157772037,-0.31030002786051086,Sydney Showground,Greater Western Sydney,Gold Coast,Saturday,-0.006708988651254196,1.463940031031015,0.308604755017531,1.1091820486057158,1.0783423632476334,-1.0634923802175307
-0.253877150128021,1.1141248355269153,-0.5468443029641474,-0.37005863885679924,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Adelaide,Brisbane Lions,Saturday,1.0592651760209832,1.6564635069810612,-0.8452247512325335,1.493955973628025,1.0783423632476334,-1.0634923802175307
0.03333376350154884,0.5439619050092483,-0.8746054401313188,-0.2184786644670426,1.598205241473803,-0.31030002786051086,M.C.G.,Carlton,Melbourne,Sunday,-0.522502939299111,-0.8210214722484813,1.2701293435592513,-0.6223006139946757,-0.927349266876903,-1.0634923802175307
-0.5410880637575908,-1.0239861539143356,0.043125743936760094,-0.37005863885679924,1.598205241473803,-0.31030002786051086,M.C.G.,Melbourne,Fremantle,Sunday,-1.4165457870887295,-1.632281747190226,0.500909672725875,-1.5842354265504488,1.0783423632476334,0.9402982274263747
0.03333376350154884,-0.45382322339666864,-0.10982945340791953,-0.37005863885679924,1.598205241473803,-0.31030002786051086,M.C.G.,Melbourne,North Melbourne,Sunday,-0.522502939299111,0.20064267482886572,0.1162998373091869,1.3015690111168703,1.0783423632476334,-1.0634923802175307
-0.5410880637575908,-0.45382322339666864,-0.3501876206638452,-0.37005863885679924,1.598205241473803,3.222687432208448,M.C.G.,Richmond,Essendon,Saturday,1.1280377027740307,-0.10912819043947339,-0.2683099981075013,-0.04513972646121188,1.0783423632476334,0.9402982274263747
1.7565992452789678,1.684287766044582,-0.48129207553071385,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Carlton,Greater Western Sydney,Sunday,0.6466300155026977,-0.042194491227899894,-0.8452247512325335,-0.23752668897236648,1.0783423632476334,0.9402982274263747
0.6077555907606885,-1.0239861539143356,0.30533465367049667,-0.2487946593449939,-0.28178885832218226,-0.31030002786051086,Adelaide Oval,Adelaide,Gold Coast,Sunday,-0.17864030553387314,1.068451127892955,0.8855195081425632,-0.6223006139946757,-0.927349266876903,0.9402982274263747
0.32054467713111867,-0.5963639560260854,-0.10982945340791953,-0.37005863885679924,-0.28178885832218226,3.222687432208448,Adelaide Oval,Port Adelaide,Adelaide,Saturday,0.027677274725269593,-0.4896761235156025,0.308604755017531,-1.1994615015281396,-0.927349266876903,0.9402982274263747
-0.253877150128021,-1.4516083518025857,0.2616331687148741,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,St Kilda,Western Bulldogs,Saturday,1.1624239661505547,-1.362582464850022,0.6932145904342192,-1.5842354265504488,-0.927349266876903,0.9402982274263747
-0.8282989773871606,-2.449393480208503,0.1960809412814397,-0.37005863885679924,1.598205241473803,-0.31030002786051086,M.C.G.,North Melbourne,Essendon,Saturday,1.093651439397507,0.028723356746267033,-0.6529198335241895,-0.4299136514835211,1.0783423632476334,-1.0634923802175307
0.6077555907606885,0.25888043975041497,-1.9234410790662655,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Western Bulldogs,Collingwood,Sunday,-0.522502939299111,-1.2670811867996945,0.8855195081425632,-1.391848464039294,1.0783423632476334,0.9402982274263747
-0.253877150128021,-0.7389046886555021,1.7037821722504256,-0.37005863885679924,-0.8316469547785219,-0.31030002786051086,Kardinia Park,Geelong,West Coast,Saturday,-1.003910626570444,0.32317426153500883,-1.4221395043575658,-0.6223006139946757,1.0783423632476334,0.9402982274263747
-1.1155098910167305,1.1141248355269153,-0.6997995003088274,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Essendon,West Coast,Sunday,-1.4165457870887295,0.4780029063065543,-0.8452247512325335,0.33963419856109733,-0.927349266876903,0.9402982274263747
0.6077555907606885,0.25888043975041497,-1.4645754870322263,-0.09721468495523727,-0.29085667939309595,-0.31030002786051086,Docklands,St Kilda,Brisbane Lions,Saturday,-0.006708988651254196,-0.4896761235156025,0.308604755017531,-0.6223006139946757,1.0783423632476334,-1.0634923802175307
1.4693883316493979,-1.0239861539143356,2.1407970218066534,-0.37005863885679924,-0.29085667939309595,-0.31030002786051086,Docklands,Essendon,Fremantle,Sunday,0.027677274725269593,-0.2087370503414282,1.2701293435592513,-1.1994615015281396,1.0783423632476334,0.9402982274263747
